,Unnamed: 0.1.1.1.1,clip_id,youtube_id,start_time,end_time,split,action,adverb,caption,clustered_action,clustered_adverb
14,38076,U-vqe_igtMU_000000_000010,U-vqe_igtMU,0.0,10.0,train,spread,out,Two men are using large squeegees to spread out and level wet cement across a floor.,spread,out
15,65265,jiOopSLvFMQ_000005_000015,jiOopSLvFMQ,5.0,15.0,train,spin,forward,"Man lifts ball, places ball by neck, spins forward and throws ball.",turn,forwards
16,75519,McWgL2z1KmE_000060_000070,McWgL2z1KmE,60.0,70.0,train,hit,on,The girl is texting and driving which causes her to hit someone head on.,hit,on
17,978,TYqirauBM1w_000007_000017,TYqirauBM1w,7.0,17.0,train,rub,continuously,A little girl continuously rubs her hands all over her eyes and face.,spread,continuously
18,84007,mghTC0wpLQw_000044_000054,mghTC0wpLQw,44.0,54.0,train,wash,thoroughly,A mother helps her young child wash his hands thoroughly.,wash,completely
19,43822,wRLgRLXRDY0_000029_000039,wRLgRLXRDY0,29.0,39.0,train,carry,in,Two people with musical instruments are playing a piece while a chair is carried in.,carry,in
20,19124,YaX_o9CV9Z8_000067_000077,YaX_o9CV9Z8,67.0,77.0,train,singe,occasionally,Two young women dance inside a room while occasionally singing.,sing,periodically
21,30598,VmpSME10mSw_000011_000021,VmpSME10mSw,11.0,21.0,train,pound,hard,A girl is showing crazy moves with her body in an outdoor setting while other people look on and to hard pounding music.,hit,firmly
22,29900,jkSjoOMuFZ0_000001_000011,jkSjoOMuFZ0,1.0,11.0,train,land,clumsily,"A young woman does a small routine of somersaults and backflips on a gymnastics floor, clumsily landing the last flip.",land,carelessly
23,21829,qnv68aONp1c_000051_000061,qnv68aONp1c,51.0,61.0,train,push,sideways,Several cars are racing around a track and one starts to get pushed sideways.,press,horizontally
24,57439,0Vy4kcF__0k_000166_000176,0Vy4kcF__0k,166.0,176.0,train,blend,evenly,A girl uses a makeup brush to demonstrate how to blend makeup evenly.,mix,evenly
25,67675,85MxlAMpCrk_000031_000041,85MxlAMpCrk,31.0,41.0,train,start,immediately,A guy jumps out of a plane and immediately starts doing somersaults in the air.,start,instantly
26,73909,brRNGHK660o_000052_000062,brRNGHK660o,52.0,62.0,train,lift,vertically,"Man wearing three-piece suit lifts sword vertically, picks off dust, and puts sword tip into mouth.",raise,vertically
27,7831,_mXhPmXT9IM_000277_000287,_mXhPmXT9IM,277.0,287.0,train,place,randomly,A child is playing with some lego pieces that are randomly placed and is explaining something.,put,unevenly
28,31303,BGbKbr0c-9Y_000004_000014,BGbKbr0c-9Y,4.0,14.0,train,kick,accidentally,girl in black shorts high kicking as she gets closer to the camera and accidentally kicks it,kick,accidently
29,79694,h3ChQb7Lx9I_000004_000014,h3ChQb7Lx9I,4.0,14.0,train,tie,neatly,A man with a beard shows how to neatly tie a neck tie.,secure,neatly
30,81425,z86aLRnFbqM_000004_000014,z86aLRnFbqM,4.0,14.0,train,use,incorrectly,A young boy attempting to incorrectly use and ATM machine.,use,improperly
31,33316,ZwIOFrsj1rI_000778_000788,ZwIOFrsj1rI,778.0,788.0,train,run,steadily,"A group of players are trying to reach for the ball as they both fall down,another player snatches the ball and steadily running scores into the net",run,gradually
32,35808,aDU4dXQyceQ_000002_000012,aDU4dXQyceQ,2.0,12.0,train,fall,purposely,A boy on a little bicycle is riding on a short bridge and falling into water purposely while other are watching and laughing.,fall,purposefully
33,72354,Dzw6GAHPqEc_000000_000010,Dzw6GAHPqEc,0.0,10.0,train,eat,messily,A woman eats a Popsicle messily during a sexy commercial.,eat,messily
34,32524,v3rdDrzxhBU_000279_000289,v3rdDrzxhBU,279.0,289.0,train,slide,off,A group of several men form a platform with their backs for a woman to lie across and then slide off.,move,off
35,71854,vTs8_j-HguU_000224_000234,vTs8_j-HguU,224.0,234.0,train,squish,outside,A barefooted group of people squish grapes with their feet in large tubs outside.,press,outdoor
36,42086,cSY0aSpba2o_000024_000034,cSY0aSpba2o,24.0,34.0,train,clap,loudly,A large group of people are clapping all together loudly.,clap,loudly
37,14730,ZQ041ORm8Vw_000000_000010,ZQ041ORm8Vw,0.0,10.0,train,follow,up,A man climbs a ladder as a dog follows him part way up.,follow,upwards
38,54239,l7ce40m_kVA_000096_000106,l7ce40m_kVA,96.0,106.0,train,play,slowly,A young woman with a white shirt is playing a violin slowly.,play,slowly
39,84837,lXfGnh9QYLk_000347_000357,lXfGnh9QYLk,347.0,357.0,train,apply,carefully,A person is carefully applying wax to someone's butt hair.,spread,carefully
40,41154,9B1ZKx65nq8_000016_000026,9B1ZKx65nq8,16.0,26.0,train,fold,lengthwise,"Two hands fold a piece of paper in half lengthwise, then press down along the fold to sharpen the crease",fold,vertically
41,73306,fCOsGEiKo6Y_000099_000109,fCOsGEiKo6Y,99.0,109.0,train,dance,outside,A person is showing a couple dancing together outside in the day.,dance,outdoor
42,69364,mRhpXm3Lg1w_000003_000013,mRhpXm3Lg1w,3.0,13.0,train,lift,inside,"A man  is lifting heavy weights inside of a weight room, after lifting the weight he decides to drop the weight heavily.",raise,indoor
43,66985,iBVnffRj580_000025_000035,iBVnffRj580,25.0,35.0,train,ski,slowly,A little boy is skiing slowly across the snow with music playing in the background.,ski,slowly
44,34949,yt7gz8MP6eI_000065_000075,yt7gz8MP6eI,65.0,75.0,train,sit,outside,"Images of several people crossing the street, sitting outside and strolling with voice over narration.",sit,outdoor
45,84584,WIV00PoMxPk_000115_000125,WIV00PoMxPk,115.0,125.0,train,use,outside,a little girl using a water gun with a hose outside on grass,use,outdoor
46,36021,KBgJakE6MY4_000004_000014,KBgJakE6MY4,4.0,14.0,train,swim,vigorously,"A young child jumps into a swimming pool and loses a ball, then swims vigorously after it.",swim,quickly
47,29645,xK4I1_OZR30_000208_000218,xK4I1_OZR30,208.0,218.0,train,trim,carefully,A person carefully trims a dog's fur while the dog sits calmly.,cut,carefully
48,51894,r_oxRDWtOvk_000154_000164,r_oxRDWtOvk,154.0,164.0,train,play,outside,A boy is playing marbles outside with other boys.,play,outdoor
49,51228,l7NMJ9CCfm0_000039_000049,l7NMJ9CCfm0,39.0,49.0,train,fall,backward,Infant sitting on the floor playing an electric keyboard then falling backward.,fall,backwards
50,38321,ZOczr9WCVig_000138_000148,ZOczr9WCVig,138.0,148.0,train,install,evenly,A man demonstrates how to evenly install tiles using a level and a rubber mallet.,install,evenly
51,74221,9vwyEfq-fdU_000000_000010,9vwyEfq-fdU,0.0,10.0,train,move,slowly,In a room a man is moving his arms slowly while slowly squatting.,move,slowly
52,36389,O6eccnNPJW4_000089_000099,O6eccnNPJW4,89.0,99.0,train,dance,fast,A young man is dancing very fast in circles while standing in the road.,dance,quickly
53,43630,hHZV306bUOU_000000_000010,hHZV306bUOU,0.0,10.0,train,tap,backward,A person rested his elbow on a bouncy boy and tapped his feet backward in multiple repetitions,hit,backwards
54,50863,nIE4_zjYUt8_000037_000047,nIE4_zjYUt8,37.0,47.0,train,play,fast,Two women are playing patty cake with their hands very fast.,play,quickly
55,67340,o5K7K_9JqJo_000048_000058,o5K7K_9JqJo,48.0,58.0,train,ski,quickly,People with backpacks ski very quickly down a steep slope.,ski,quickly
56,65931,6z9I-OVVUAs_000106_000116,6z9I-OVVUAs,106.0,116.0,train,dance,vigorously,Two people dance vigorously to music indoors in tights.,dance,quickly
57,84889,D9q6pUOFVAk_000010_000020,D9q6pUOFVAk,10.0,20.0,train,put,slowly,a person using items to put a nipple piercing on someone slowly,put,slowly
58,32239,Ty7Xyr3XKI4_000022_000032,Ty7Xyr3XKI4,22.0,32.0,train,play,outside,A young girl outside is having a carefree session by playing outside,play,outdoor
59,73206,BN25n8-eHBQ_000037_000047,BN25n8-eHBQ,37.0,47.0,train,dance,outside,A man and a woman are dancing outside while some soft music is playing in the background.,dance,outdoor
60,1190,io3iO6BtDMo_000000_000010,io3iO6BtDMo,0.0,10.0,train,shoot,outside,A person uses a bow and arrow to shoot at a target outside.,shoot,outdoor
61,10808,mwiQLbQTGhE_000060_000070,mwiQLbQTGhE,60.0,70.0,train,row,back,"A person had a snake in a rope, rowed back on a boat and collected a pliers",paddle,backwards
62,50556,ZazvNu68aBA_000025_000035,ZazvNu68aBA,25.0,35.0,train,hang,outside,"A large gong hanging outside swings and sounds, and repeats when someone strikes it with a mallet",mount,outdoor
63,2506,UPCTe02voHY_000275_000285,UPCTe02voHY,275.0,285.0,train,bake,half,"Woman shows half baked cookies and says that ""cookies are done.""",cook,partially
64,57939,VYx_6GVfGN4_000063_000073,VYx_6GVfGN4,63.0,73.0,train,put,properly,A woman demonstrating how to properly put a shawl around the waist that is pertaining to her culture,put,properly
65,76103,c_bwy8fnf2w_000001_000011,c_bwy8fnf2w,1.0,11.0,train,throw,back,A little boy sitting picked the ball rolled to him and threw it back,throw,backwards
66,81024,bZSzBMi_Etw_000000_000010,bZSzBMi_Etw,0.0,10.0,train,drop,down,Man outside in a  back yard next to a cloths line is seen dropping a sledgehammer down to his face.,dip,downwards
67,83857,-jtKtX9gGdY_000005_000015,-jtKtX9gGdY,5.0,15.0,train,wash,thoroughly,A person is  in a bathroom washing their hands thoroughly.,wash,completely
68,48193,RTVJWp5Nu-s_000152_000162,RTVJWp5Nu-s,152.0,162.0,train,spread,inside,Two men are finishing a block wall by spreading concrete inside of a house,spread,indoor
69,33007,UjfYNVaZ39Y_000087_000097,UjfYNVaZ39Y,87.0,97.0,train,stand,outside,a girl with some sunglasses on stands outside and does some twirling,stand,outdoor
70,43843,44EO6L1wBGk_000003_000013,44EO6L1wBGk,3.0,13.0,train,move,forward,A kid is moving a toy lawn forward and then leaving it to rest.,move,forwards
71,37657,S1yHc_ttukc_000001_000011,S1yHc_ttukc,1.0,11.0,train,speak,quickly,"A toddler speaks quickly and then giggles, causing an unseen man to laugh.",talk,quickly
72,25065,tFHNW3VFpbk_000000_000010,tFHNW3VFpbk,0.0,10.0,train,lean,back,A young boy is sitting in a chair and leaning back until it falls over.,tilt,backwards
73,68846,4vN9UHxdy6Y_000005_000015,4vN9UHxdy6Y,5.0,15.0,train,exhale,slowly,"A man sits in a vehicle, leans back and blows out smoke as he exhales slowly",breathe,slowly
74,84602,sj6FI61gw8U_000001_000011,sj6FI61gw8U,1.0,11.0,train,step,outside,"Outside, a woman steps away and a little boy is watering plants",step,outdoor
75,29065,NawmN0n7j64_000326_000336,NawmN0n7j64,326.0,336.0,train,hit,outdoors,Outdoors at a driving range a male hits the golf ball hard with a club and then watches to see where it goes.,hit,outdoor
76,75095,JwnHLaxfj58_000298_000308,JwnHLaxfj58,298.0,308.0,train,sit,indoors,"A male and female are sitting indoors trying out a snack, the male eats a piece first then the female tries it.",sit,indoor
77,48567,gDSpCuBbwgw_000125_000135,gDSpCuBbwgw,125.0,135.0,train,play,outside,"Three musicians are playing musical instruments, outside in an open courtyard.",play,outdoor
78,14490,B0qJyLpntgQ_000006_000016,B0qJyLpntgQ,6.0,16.0,train,climb,down,A man climbs to the top of the rope that is attached to the ceiling inside a gymnasium and then he climbs back down.,climb,downwards
79,73082,4Mv7Bu_01Zc_000004_000014,4Mv7Bu_01Zc,4.0,14.0,train,swim,forward,a person in a pool swimming forward in a line using small motions,swim,forwards
80,45435,3vul44ybAWw_000221_000231,3vul44ybAWw,221.0,231.0,train,move,quickly,A watercfraft moves quickly over the water; a city is seen in the distance.,move,quickly
81,44697,6dJFkAc9398_000000_000010,6dJFkAc9398,0.0,10.0,train,release,immediately,The right hand of someone wearing a dark long-sleeved shirt opens the door to what appears to be the bathroom and immediately releases the handle.,release,instantly
82,11316,VODyHCZEGLI_000084_000094,VODyHCZEGLI,84.0,94.0,train,stand,outside,A girl stands outside and swings a baseball bat at balls that are being gently thrown to her,stand,outdoor
83,60668,43u8MlIRmhc_000011_000021,43u8MlIRmhc,11.0,21.0,train,play,loudly,A young boy performs a stiff legged dance as music plays loudly.,play,loudly
84,26744,5dFAjoXajs4_000004_000014,5dFAjoXajs4,4.0,14.0,train,flip,successfully,A little boy stands in a kitchen as he successfully flips a pancake in a pan.,turn,properly
85,35142,-o14DWqqMIY_000051_000061,-o14DWqqMIY,51.0,61.0,train,jog,slowly,"On a hiking trail, a young man jogs slowly along while someone films.",run,slowly
86,68051,q_xCYRomGIc_000026_000036,q_xCYRomGIc,26.0,36.0,train,laugh,loudly,A man is in a hallway laughing loudly while another joking brushes him away.,laugh,loudly
87,46415,VVTyrbdcJ8s_000000_000010,VVTyrbdcJ8s,0.0,10.0,train,peel,quickly,"Man peels a potato quickly for cooking, with male voice speaking.",peel,quickly
88,50477,h2SZI8lP79c_000023_000033,h2SZI8lP79c,23.0,33.0,train,beat,softly,a person is repeatedly beating the gong softly with a stick,hit,gently
89,27343,ELGJ0jHaNcU_000019_000029,ELGJ0jHaNcU,19.0,29.0,train,fold,neatly,A young little girl is neatly folding up the laundry.,fold,neatly
90,60528,Fj5JGfyDO74_000011_000021,Fj5JGfyDO74,11.0,21.0,train,cook,slowly,a large piece of meat is slowly cooking over a rotisserie,cook,slowly
91,74186,3-evHTgxa8M_000104_000114,3-evHTgxa8M,104.0,114.0,train,stand,outside,A bunch of women are standing outside doing some kind of exercise slowly.,stand,outdoor
92,56109,MHE2d1d7XOo_000020_000030,MHE2d1d7XOo,20.0,30.0,train,hang,outside,A couple of people play around with a punching bag hanging from a tree outside.,mount,outdoor
93,67464,dg8_9piDoIw_000007_000017,dg8_9piDoIw,7.0,17.0,train,pace,fast,A girl energetically jumps rope on an indoor basketball court without tripping as fast-paced music plays.,walk,quickly
94,33674,kNT9v9I15Gk_000004_000014,kNT9v9I15Gk,4.0,14.0,train,stand,outside,There are two young boys standing outside shoveling snow in a parking lot.,stand,outdoor
95,52347,iJ4L1PeBSsM_000014_000024,iJ4L1PeBSsM,14.0,24.0,train,play,outdoors,Various adults are shown playing paintball outdoors wearing paintball helmets.,play,outdoor
96,85809,pXWiqZI8fs0_000208_000218,pXWiqZI8fs0,208.0,218.0,train,blink,heavily,An older man is practicing his whistling ability while blinking heavily.,blink,firmly
97,35266,5Aa4ZjfKvtc_000000_000010,5Aa4ZjfKvtc,0.0,10.0,train,run,outside,A person is shown running in a marathon outside.,run,outdoor
98,57017,MdfoiJIL7Ko_000129_000139,MdfoiJIL7Ko,129.0,139.0,train,adjust,properly,A girl places a contact lense in her eye as she blinks and fiddles with her face to try and adjust it properly.,adjust,properly
99,7213,8ATdAqS-uMQ_000000_000010,8ATdAqS-uMQ,0.0,10.0,train,blow,outside,A man is blowing fire outside while people cheer him on.,breathe,outdoor
100,74259,EpkRTxllorU_000315_000325,EpkRTxllorU,315.0,325.0,train,move,slowly,A man wearing white moves slowly in front of a forest mural.,move,slowly
101,74628,SIrNjNy34j8_000138_000148,SIrNjNy34j8,138.0,148.0,train,tap,rapidly,A man does a dance step by rapidly tapping one of his feet in a rhythmic movement.,hit,quickly
102,5813,WEdVOpOsXz0_000063_000073,WEdVOpOsXz0,63.0,73.0,train,feed,properly,Someone demonstrates feeding paper properly into a large machine.,feed,properly
103,87153,qWhxc-yXeDM_000235_000245,qWhxc-yXeDM,235.0,245.0,train,sit,outsid,A groups of three women sit outsid eint he grass with their legs spread as they do stretches to the sky and to the sides.,sit,outdoor
104,39791,GG6SLYI8Qo0_000020_000030,GG6SLYI8Qo0,20.0,30.0,train,sled,outside,A person that is sledding down a long run outside very fast.,move,outdoor
105,22376,FAElMaFxnFI_000035_000045,FAElMaFxnFI,35.0,45.0,train,play,outside,The toddler is playing outside with the ball trying to kick it.,play,outdoor
106,6975,6xNJTrIc0-g_000019_000029,6xNJTrIc0-g,19.0,29.0,train,punch,successfully,A small boy successfully punches through  and kicks though wooden board,hit,properly
107,76890,RKRDT2ajFhs_000024_000034,RKRDT2ajFhs,24.0,34.0,train,fall,forward,"Crying toddler straightens up from rug, walks toward mother, trips over a shoe, and falls forward on her hands.",fall,forwards
108,71963,c8ln_nWYMyM_000000_000010,c8ln_nWYMyM,0.0,10.0,train,lean,forward,"A woman hooks her fingers around a door frame and leans forward creating a stretch across her arm, shoulder and slightly into her chest.",tilt,forwards
109,2237,2cNGpqhTLiU_000183_000193,2cNGpqhTLiU,183.0,193.0,train,laugh,loudly,An audience cheers and laughs loudly as a man walks onto a stage in a suit.,laugh,loudly
110,66197,gFt6y1UWFh8_000017_000027,gFt6y1UWFh8,17.0,27.0,train,run,suddenly,A man is in the middle of a gym and he suddenly runs  across a counter,run,instantly
111,7985,EMNnHHH3_PU_000077_000087,EMNnHHH3_PU,77.0,87.0,train,craft,carefully,A guy on a beach is carefully crafting a sandcastle.,make,carefully
112,22772,tsN6uxuHv40_000068_000078,tsN6uxuHv40,68.0,78.0,train,dunk,outdoors,A group of people watch as other people throw a basket ball trying to dunk outdoors,dip,outdoor
113,69933,EeIMKrMmAMY_000031_000041,EeIMKrMmAMY,31.0,41.0,train,ride,indoors,A man is on a snow board and skiis and riding indoors on snow.,ride,indoor
114,25202,YszJSt1lJG8_000000_000010,YszJSt1lJG8,0.0,10.0,train,lean,back,a person leans back on a swing then then goes forward in the snow,tilt,backwards
115,6128,OkXD9kk-A_Y_000004_000014,OkXD9kk-A_Y,4.0,14.0,train,jump,inside,A group of children are jumping inside of a bounce house at a party.,jump,indoor
116,3155,_K_M1Dn6m4U_000000_000010,_K_M1Dn6m4U,0.0,10.0,train,decend,down,The woman decends down towards the shore while she is parachuting.,lower,downwards
117,67240,MMSVjiTi6YQ_000120_000130,MMSVjiTi6YQ,120.0,130.0,train,weave,in,A person skis down a hill weaving in between poles.,weave,in
