,clip_id,youtube_id,start_time,end_time,split,action,adverb,caption,clustered_action,clustered_adverb
14,Zv09PB3YQAs_000010_000020,Zv09PB3YQAs,10.0,20.0,train,descend,slowly,A person is rock climbing and slowly descending on a safety harness back down the mountain.,lower,slowly
15,C0VVxIhDp9Q_000021_000031,C0VVxIhDp9Q,21.0,31.0,train,climb,slowly,A child slowly climbs down a cliff with a rope,climb,slowly
16,0wR5jVB-WPk_000417_000427,0wR5jVB-WPk,417.0,427.0,train,climb,gently,A man is using a long rope to gently climb down a mountain.,climb,gently
17,6_4kjPiQr7w_000191_000201,6_4kjPiQr7w,191.0,201.0,train,remove,properly,A man is demonstrating how to properly remove rope after climbing up a mountain.,take,properly
18,gGGlthnIB-4_000036_000046,gGGlthnIB-4,36.0,46.0,train,look,down,A man is rappelling down a rock climbing wall. He looks down and back at the wall.,look,downwards
19,IyNBDKyORFs_000243_000253,IyNBDKyORFs,243.0,253.0,train,walk,backwards,A man is walking backwards down the side of a cliff while attached to a rope.,walk,backwards
20,3yaoNwz99xM_000062_000072,3yaoNwz99xM,62.0,72.0,train,tip,slowly,A harnessed man uses ropes to slowly tip over the edge of a building while another holds him.,tilt,slowly
21,p1VKQa4N-hg_000000_000010,p1VKQa4N-hg,0.0,10.0,train,climb,slowly,A guy is using a rope to slowly climb down a rock wall.,climb,slowly
22,p1VKQa4N-hg_000000_000010,p1VKQa4N-hg,0.0,10.0,train,descend,slowly,A man is seen slowly descending from a rock cliff with the aid of a strong rope.,lower,slowly
23,p1VKQa4N-hg_000000_000010,p1VKQa4N-hg,0.0,10.0,train,lower,down,A man is hanging on the side of a cliff while strapped to a support line and is lowering himself down.,lower,downwards
24,yq_M1PMw2hY_000038_000048,yq_M1PMw2hY,38.0,48.0,train,climb,slowly,A person is using a device to slowly climb down from a tree.,climb,slowly
25,YHCT_kezpfk_000063_000073,YHCT_kezpfk,63.0,73.0,train,climb,down,A person engages in the activity of rock climbing where they are climbing down and socializing with someone else.,climb,downwards
26,YHCT_kezpfk_000063_000073,YHCT_kezpfk,63.0,73.0,train,glide,down,A girl gliding down from a rock wall with a helmet and rope.,move,downwards
27,oMjg09l2zs0_000676_000686,oMjg09l2zs0,676.0,686.0,train,glide,slowly,Someone is in a hang glider high above the ground and gliding slowly down,move,slowly
28,oMjg09l2zs0_000676_000686,oMjg09l2zs0,676.0,686.0,train,glide,down,Someone is in a hang glider high above the ground and gliding slowly down,move,downwards
29,e1fZt2rk89s_000016_000026,e1fZt2rk89s,16.0,26.0,train,walk,down,A person with a rope harness rappels by seemingly walking down perpendicular to the wall.,walk,downwards
30,VHJGX13S_UY_000554_000564,VHJGX13S_UY,554.0,564.0,train,climb,down,Two people are on the side of a building climbing down.,climb,downwards
31,eHkBHH59-Js_000115_000125,eHkBHH59-Js,115.0,125.0,train,look,down,The camera looks down at two men holding a rope at the bottom of a clip and discussing it.,look,downwards
32,7pRfb0t34uo_000158_000168,7pRfb0t34uo,158.0,168.0,train,look,down,The young  boy looks down as he is trying to climb up the waterfalls.,look,downwards
33,YgzCJmncmUA_000027_000037,YgzCJmncmUA,27.0,37.0,train,climb,slowly,Two people are slowly climbing down a steep rock wall.,climb,slowly
34,bFdTLPL8TTM_000169_000179,bFdTLPL8TTM,169.0,179.0,train,climb,outside,Outside a man is climbing up a rope next to a waterfall.,climb,outdoor
35,eA6KqKuVj-I_000022_000032,eA6KqKuVj-I,22.0,32.0,train,fall,almost,a group of people trying to climb up a wall as hes supported by a large rope then almost falls,fall,partially
36,MDnmHCi1MVc_000023_000033,MDnmHCi1MVc,23.0,33.0,train,stand,inside,A man is standing inside of a room having a conversation with another man.,stand,indoor
37,yZEECZMPoDc_000130_000140,yZEECZMPoDc,130.0,140.0,train,lean,back,"Man nods in agreement, another man talks, man leans back in agreement, man talks, and man shakes head.",tilt,backwards
38,CYPOWMwa4EE_000238_000248,CYPOWMwa4EE,238.0,248.0,train,stand,quietly,"A group of men stands quietly on stage, while one of them is performing.",stand,quietly
39,dJ7grQeSC9k_000114_000124,dJ7grQeSC9k,114.0,124.0,train,speak,loudly,A man is speaking loudly while a woman is sitting beside him watching.,talk,loudly
40,ddt6uPX6MMQ_000341_000351,ddt6uPX6MMQ,341.0,351.0,train,run,quickly,Three people set in chairs before two of them run away quickly; after a woman confronts them with an angry tone.,run,quickly
41,ZHPY-6iIQJE_000014_000024,ZHPY-6iIQJE,14.0,24.0,train,walk,out,"A man is speaking on a stage with a black background and a table, and a woman walks out to the table.",walk,out
42,BR0RHXGuEas_000243_000253,BR0RHXGuEas,243.0,253.0,train,look,forward,A man on a stage holding something looks offstage then forward as he speaks.,look,forwards
43,CFXqyl4C1J4_000238_000248,CFXqyl4C1J4,238.0,248.0,train,remove,slowly,"A group of people are standing covering their faces with their hands and removing it slowly,",take,slowly
44,L79brMj9E_A_000015_000025,L79brMj9E_A,15.0,25.0,train,pull,downwards,"An agitated girl on a stage steps side to side nervously pulling her shirt downwards, asks not to be judged and says something about her parents  and finally shrugs her shoulders with her arms out in front of her palms down.",pull,downwards
45,XrzsgvTECL8_000031_000041,XrzsgvTECL8,31.0,41.0,train,turn,back,"A woman puts on glasses, turns her head to the side, turns back, and takes them off.",turn,backwards
46,Pb-uJ_wSK_0_000037_000047,Pb-uJ_wSK_0,37.0,47.0,train,bend,backwards,Twp gloved hands bend a pair of glasses backwards and shows how they go back to their shape.,bend,backwards
47,Pb-uJ_wSK_0_000037_000047,Pb-uJ_wSK_0,37.0,47.0,train,bend,out,A person bending their glasses way out and than folding them back.,bend,out
48,Pb-uJ_wSK_0_000037_000047,Pb-uJ_wSK_0,37.0,47.0,train,fold,back,A person bending their glasses way out and than folding them back.,fold,backwards
49,9ThZWOjTpyY_000006_000016,9ThZWOjTpyY,6.0,16.0,train,hold,forward,A man uses a tool to work on an eyeglasses frame then holds the frame forward for another person to look at.,hold,forwards
50,3--MxURLDzM_000007_000017,3--MxURLDzM,7.0,17.0,train,fall,back,A rambunctious young girl records herself as she laughingly describes a challenge in which she raises her glasses to her forehead and initiates them to falling back into place onto her nose using a facial gesture.,fall,backwards
51,3--MxURLDzM_000007_000017,3--MxURLDzM,7.0,17.0,train,pull,back,A girl is making weird funny faces and pulls her hair back.,pull,backwards
52,hNbp9IL57hI_000029_000039,hNbp9IL57hI,29.0,39.0,train,spring,back,A person is demonstrating the flexibility of an eyeframe by twisting the front and bending the earpieces as it springs back to its original shape.,jump,backwards
53,sH7OHdpqUYU_000002_000012,sH7OHdpqUYU,2.0,12.0,train,peel,back,A man picks up a pair of glasses with thin wire frame then peels back a black dot on each lens.,peel,backwards
54,Ox2S_AfUBaA_000021_000031,Ox2S_AfUBaA,21.0,31.0,train,bend,slightly,A person is holding a pair of all black sunglasses and slightly bending the frame.,bend,partially
55,GcLumVOPVEQ_000545_000555,GcLumVOPVEQ,545.0,555.0,train,talk,loudly,A young girl talks into the camera to another girl very loudly.,talk,loudly
56,F3-vyVQ63Z4_000250_000260,F3-vyVQ63Z4,250.0,260.0,train,pull,up,"A woman takes off her glasses, pulls her hair up and makes faces.",pull,upwards
57,F3-vyVQ63Z4_000250_000260,F3-vyVQ63Z4,250.0,260.0,train,pull,back,A woman is talking and recording another woman; the woman being recorded pulls her hair back.,pull,backwards
58,nd9oT-s_ISI_000004_000014,nd9oT-s_ISI,4.0,14.0,train,shake,fast,A girl is shaking her arms fast and telling people to rock on.,shake,quickly
59,nd9oT-s_ISI_000004_000014,nd9oT-s_ISI,4.0,14.0,train,talk,loudly,A young girl is pretending to be playing drums and talks loudly at the camera while holding up a rock on hand sign.,talk,loudly
60,9bx-YVn-N2s_000000_000010,9bx-YVn-N2s,0.0,10.0,train,shake,rigorously,A man sitting in front of the door is seen rigorously shaking his head up and down.,shake,completely
61,9bx-YVn-N2s_000000_000010,9bx-YVn-N2s,0.0,10.0,train,knock,back,A guy sitting down and knocking his head back and fourth.,hit,backwards
62,CSz0mcaxur4_000007_000017,CSz0mcaxur4,7.0,17.0,train,sit,indoors,a man with a stick in his hand sitting on a chair indoors,sit,indoor
63,eZTQRUBQxqw_000031_000041,eZTQRUBQxqw,31.0,41.0,train,drum,loudly,A man who is sitting down drums loudly on a drum set.,hit,loudly
64,cs4UM8n4-Jc_000311_000321,cs4UM8n4-Jc,311.0,321.0,train,sit,outside,A male is sitting at a drum kit outside on the grass playing the drums.,sit,outdoor
65,cs4UM8n4-Jc_000311_000321,cs4UM8n4-Jc,311.0,321.0,train,play,outdoors,A man plays drums on a drum kit outdoors while music plays.,play,outdoor
66,X50XtZb0WwU_000000_000010,X50XtZb0WwU,0.0,10.0,train,play,loudly,"A toddler is sitting down and as he listens to music playing loudly in the background, simulates himself playing a set of drums, along with the beat of the music.",play,loudly
67,hcM3tCmCADE_000019_000029,hcM3tCmCADE,19.0,29.0,train,play,inside,A boy is asking his dad what song is being played inside of the car.,play,indoor
68,btX0PMRlEPg_000001_000011,btX0PMRlEPg,1.0,11.0,train,hold,outside,Two male friends are air drumming while holding some flowers outside together.,hold,outdoor
69,mQYuteamGwA_000003_000013,mQYuteamGwA,3.0,13.0,train,stand,outside,A man dances around with a woman as they stand outside and whistles and drums play.,stand,outdoor
70,mQYuteamGwA_000003_000013,mQYuteamGwA,3.0,13.0,train,play,outside,A man and a woman are dancing to music that is playing outside.,play,outdoor
71,mQYuteamGwA_000003_000013,mQYuteamGwA,3.0,13.0,train,dance,outside,Men and one woman dance outside at night.,dance,outdoor
72,99qi0BthmnI_000015_000025,99qi0BthmnI,15.0,25.0,train,walk,slowly,An alligator slowly walks towards a person who then grabs it's tail.,walk,slowly
73,EL5yddWPW-Q_000009_000019,EL5yddWPW-Q,9.0,19.0,train,pull,back,"A person crosses a shallow pond towards a man holding a large crocodile by the tail, and pulling it back when it runs forward.",pull,backwards
74,EL5yddWPW-Q_000009_000019,EL5yddWPW-Q,9.0,19.0,train,run,forward,"A person crosses a shallow pond towards a man holding a large crocodile by the tail, and pulling it back when it runs forward.",run,forwards
75,1cWTEvQgvwg_000016_000026,1cWTEvQgvwg,16.0,26.0,train,pull,back,A man straddling an alligator and then proceeds to pull its head back and mouth open.,pull,backwards
76,1cWTEvQgvwg_000016_000026,1cWTEvQgvwg,16.0,26.0,train,stick,in,Man sitting on an alligator while prying its mouth open to stick his hand in.,stick,in
77,w5GP7q64zo0_000000_000010,w5GP7q64zo0,0.0,10.0,train,open,slowly,A man holds an alligator's mouth closed and slowly opens it.,open,slowly
78,I236Du9_PfQ_000163_000173,I236Du9_PfQ,163.0,173.0,train,pull,backwards,A man is sitting on the back of an alligator pulling it's head backwards.,pull,backwards
79,cYJYH5Jm6as_000059_000069,cYJYH5Jm6as,59.0,69.0,train,hold,up,A person straddling an alligator while posing and holding the alligators head up with his chin.,hold,upwards
80,eGvtkEd8iFg_000105_000115,eGvtkEd8iFg,105.0,115.0,train,pull,up,A man straddles an alligator and pulls it's head up while other men talk about how nice it is.,pull,upwards
81,eGvtkEd8iFg_000105_000115,eGvtkEd8iFg,105.0,115.0,train,pull,backwards,A man is sitting on an alligator and pulling it backwards by its shoulders,pull,backwards
82,MiDDlz6iuvw_000117_000127,MiDDlz6iuvw,117.0,127.0,train,remove,quickly,"A man puts his hand in a crocodiles mouth, then removes it quickly as animal bites",take,quickly
83,MiDDlz6iuvw_000117_000127,MiDDlz6iuvw,117.0,127.0,train,pull,quickly,"A man taps an alligator on its nose twice and puts his hand inside its mouth, then pulls it out quickly before the alligator snaps its jaws shut.",pull,quickly
84,MiDDlz6iuvw_000117_000127,MiDDlz6iuvw,117.0,127.0,train,bite,nearly,A park worker plays with an alligator and nearly gets bit.,eat,partially
85,MiDDlz6iuvw_000117_000127,MiDDlz6iuvw,117.0,127.0,train,pull,back,A man is demonstrating his hand speed by putting it within the open mouth of an alligator and then pulling it back as the animal closes its mouth.,pull,backwards
86,cJDAxlzFk90_000276_000286,cJDAxlzFk90,276.0,286.0,train,hold,down,A man holds a crocodiles nose down and plays with each of its arms.,hold,downwards
87,W7j6V77LM38_000004_000014,W7j6V77LM38,4.0,14.0,train,pull,backwards,Two alligators are in green water and a man pulls the one backwards by its tail.,pull,backwards
88,ynpSuN4Gpmw_000000_000010,ynpSuN4Gpmw,0.0,10.0,train,sit,outdoors,Man sitting on top of alligator outdoors while pulling on alligators neck.,sit,outdoor
89,uvIc6Rv0AQk_000098_000108,uvIc6Rv0AQk,98.0,108.0,train,hold,down,A man is holding an alligator upside down as another person sings a song.,hold,downwards
90,p-cY0tTnYmg_000001_000011,p-cY0tTnYmg,1.0,11.0,train,pull,back,A man without a shirt and his hair pulled back is dragging a crocodile toward us and then he jumps on top of it,pull,backwards
91,l-RW78RmUS8_000052_000062,l-RW78RmUS8,52.0,62.0,train,pull,backwards,A man is pulling a crocodile backwards by the tail in a big pond of water.,pull,backwards
92,NTVUMI0JY1I_000006_000016,NTVUMI0JY1I,6.0,16.0,train,pull,back,"Man straddles alligator's back, pulls alligator's head back toward him and keeps alligator's mouth shut with his hands.",pull,backwards
93,gghcDrBpq-0_000045_000055,gghcDrBpq-0,45.0,55.0,train,turn,back,"A man straightens out a small alligator, that tries to turn back and snap at him.",turn,backwards
94,wdEcmPUnNzQ_000275_000285,wdEcmPUnNzQ,275.0,285.0,train,sit,outside,A man and a woman are sitting outside and answering questions about bees.,sit,outdoor
95,SLJBlFHPinU_000356_000366,SLJBlFHPinU,356.0,366.0,train,speak,indoors,A woman in a head dress speaking a foreign language indoors,talk,indoor
96,boxfNbR2-j4_000678_000688,boxfNbR2-j4,678.0,688.0,train,laugh,lightly,"A few people are sitting around a table inside, talking and laughing lightly.",laugh,gently
97,wTdO7pISUgs_000049_000059,wTdO7pISUgs,49.0,59.0,train,lean,forward,A man stands behind a podium and talks into a microphone while reading from a paper and looking up intermittently and another man leans forward and talks into another microphone.,tilt,forwards
98,ai59xGTp2bo_000008_000018,ai59xGTp2bo,8.0,18.0,train,drive,slowly,A line of vans drives slowly through a narrow path as a large crowd watches and applauds,drive,slowly
99,FGmy3FcKP0M_000010_000020,FGmy3FcKP0M,10.0,20.0,train,clap,hard,A group of people are clapping hard and standing by a barrier.,clap,firmly
100,PKny3LkwR7c_000008_000018,PKny3LkwR7c,8.0,18.0,train,clap,loud,a group of people in a venue clapping loud together,clap,loudly
101,5lhWPWS_Jls_000000_000010,5lhWPWS_Jls,0.0,10.0,train,look,down,"Woman claps with hands crossed then with hands upright, as she smiles and then looks down.",look,downwards
102,sJVpRaqJ-I8_000000_000010,sJVpRaqJ-I8,0.0,10.0,train,look,forward,"People are shown from the back of a room, seated and looking forward, as they applaud in unison.",look,forwards
103,i4ssdweKkZY_000000_000010,i4ssdweKkZY,0.0,10.0,train,fall,almost,Toddler stands and claps along with others and almost falls forward onto tricycle.,fall,partially
104,i4ssdweKkZY_000000_000010,i4ssdweKkZY,0.0,10.0,train,fall,forward,Toddler stands and claps along with others and almost falls forward onto tricycle.,fall,forwards
105,ieIq7ym_UXQ_000007_000017,ieIq7ym_UXQ,7.0,17.0,train,clap,lightly,Many members of an audience clapping lightly at a performance.,clap,gently
106,krN9P22ZURk_000016_000026,krN9P22ZURk,16.0,26.0,train,speak,loudly,Several people are loudly speaking to each other at a party.,talk,loudly
107,krN9P22ZURk_000016_000026,krN9P22ZURk,16.0,26.0,train,talk,loudly,There are two man and two women at a bar talking loudly and cussing,talk,loudly
108,5uVHxPCk7d4_000002_000012,5uVHxPCk7d4,2.0,12.0,train,stand,outside,"There were some words that flashed across the screen, then a huge crowd of people are standing outside and clapping.",stand,outdoor
109,q7hDmOUFdP8_000000_000010,q7hDmOUFdP8,0.0,10.0,train,clap,slowly,Stock footage of hands slowly clapping for an artist on the stage.,clap,slowly
110,q7hDmOUFdP8_000000_000010,q7hDmOUFdP8,0.0,10.0,train,clap,up,A concert is blurry in the background and hands are in the air clapping close up.,clap,upwards
111,t5fAR8y0lb0_000098_000108,t5fAR8y0lb0,98.0,108.0,train,walk,noisily,Groups of people noisily walk through a very crowded airport terminal.,walk,loudly
112,iuJgXPBvrWU_000000_000010,iuJgXPBvrWU,0.0,10.0,train,look,backwards,Two girls in jailhouse costumes clap while one of them looks backwards.,look,backwards
113,M_iCOtGn9S0_000012_000022,M_iCOtGn9S0,12.0,22.0,train,put,properly,A woman is sitting on a couch demonstrating how to properly put lotion on her legs.,put,properly
114,j7VkvDry8NA_000009_000019,j7VkvDry8NA,9.0,19.0,train,apply,gently,A woman gently applies cream onto her fingers and then onto her cheekbones.,spread,gently
115,xfTN7dmHB1w_000007_000017,xfTN7dmHB1w,7.0,17.0,train,apply,gently,Someone gently applies a cream to the eyelids of an elderly woman.,spread,gently
116,zA42d5OTSXU_000042_000052,zA42d5OTSXU,42.0,52.0,train,rub,gently,"A woman sits at at table and spreads cream on two fingers, which she dabs and gently rubs around her eyes.",spread,gently
117,8hXxJW8433w_000064_000074,8hXxJW8433w,64.0,74.0,train,tap,gently,A woman using all fingers on both hands is gently tapping cream on her face.,hit,gently
118,8hXxJW8433w_000064_000074,8hXxJW8433w,64.0,74.0,train,massage,thoroughly,The lady is massaging her face thoroughly prior to putting on make up.,knead,completely
119,BY0883Dvt1c_000020_000030,BY0883Dvt1c,20.0,30.0,train,massage,gently,A woman gently massages a cream into her face in a commercial advertisement.,knead,gently
120,tcqZLCH3TUQ_000031_000041,tcqZLCH3TUQ,31.0,41.0,train,rub,in,A woman applies a cream by rubbing it in with circular motions in a split screen.,spread,in
121,EcD6Ae2frs4_000171_000181,EcD6Ae2frs4,171.0,181.0,train,throw,back,"A man uses a tool to manipulate dirt, another man throws a bucket of dirt to a man above a hole that catches the bucket, empties it and throws it back into the hole before catching another bucket, and a man speaks.",throw,backwards
122,ICzjp1d9FiE_000098_000108,ICzjp1d9FiE,98.0,108.0,train,use,outside,"While outside, someone uses a large vehicle with a crane to move dirt from one area to another.",use,outdoor
123,BqkgbBrcMRc_000009_000019,BqkgbBrcMRc,9.0,19.0,train,dig,back,A group of men were digging out a trench back in the year 2001.,scoop,backwards
124,wpK03-wPpwY_000326_000336,wpK03-wPpwY,326.0,336.0,train,look,downward,"A group of people kneel, sit and bend over the ground looking downward in a dirt field, and then a man talks while another man sits beside him and lifts his head.",look,downwards
125,8r_grWQnERE_000195_000205,8r_grWQnERE,195.0,205.0,train,dig,inside,A group of people are digging inside of graves at an archaeological site.,scoop,indoor
126,9NaSUTkmwks_000034_000044,9NaSUTkmwks,34.0,44.0,train,dig,outside,Outside a man is digging a square hole in the dirt.,scoop,outdoor
127,f4K2pnylVfw_000511_000521,f4K2pnylVfw,511.0,521.0,train,stand,outside,a group of people stand outside and interact with the environment,stand,outdoor
128,0GhiRoYWhr8_000261_000271,0GhiRoYWhr8,261.0,271.0,train,measure,outside,a group of people measure the ground outside during the daytime,measure,outdoor
129,p1v60wmhV7w_000046_000056,p1v60wmhV7w,46.0,56.0,train,dig,in,"Several people dig in different scenes, interspersed with title cards.",scoop,in
130,khoHrQXFvAM_000009_000019,khoHrQXFvAM,9.0,19.0,train,dig,slowly,A person is using a small trowel to slowly dig in the ground and scrape away the dirt.,scoop,slowly
131,9cgYs-D4toM_000038_000048,9cgYs-D4toM,38.0,48.0,train,blow,hard,People are digging under a canopy while the wind is blowing hard.,breathe,firmly
132,rqIe-C6nEv0_000004_000014,rqIe-C6nEv0,4.0,14.0,train,hit,outside,A family encourages a girl who is practicing hitting water balloons outside with archery.,hit,outdoor
133,4hxnP0stMN0_000003_000013,4hxnP0stMN0,3.0,13.0,train,use,outside,A man is using a crossbow outside and shooting it in a field,use,outdoor
134,QhVGsWEIVOE_000000_000010,QhVGsWEIVOE,0.0,10.0,train,pull,slowly,A man with a bow and arrow slowly pulls the arrow back as if he is about to shoot.,pull,slowly
135,QhVGsWEIVOE_000000_000010,QhVGsWEIVOE,0.0,10.0,train,pull,back,A man with a bow and arrow slowly pulls the arrow back as if he is about to shoot.,pull,backwards
136,QhVGsWEIVOE_000000_000010,QhVGsWEIVOE,0.0,10.0,train,raise,slowly,A man slowly raises a bow and arrow towards his front.,raise,slowly
137,pWOl7B7jf0U_000000_000010,pWOl7B7jf0U,0.0,10.0,train,pull,back,A woman pulls back on a bow and fires an arrow at a block of wood.,pull,backwards
138,DaTCCMQfJ20_000467_000477,DaTCCMQfJ20,467.0,477.0,train,shoot,outside,"A target is shot with a bow and arrow, outside.",shoot,outdoor
139,S0Xwh6F6tz0_000031_000041,S0Xwh6F6tz0,31.0,41.0,train,pull,outside,Outside in a yard a girl is pulling back an arrow from a bow.,pull,outdoor
140,S0Xwh6F6tz0_000031_000041,S0Xwh6F6tz0,31.0,41.0,train,pull,back,Outside in a yard a girl is pulling back an arrow from a bow.,pull,backwards
141,io3iO6BtDMo_000000_000010,io3iO6BtDMo,0.0,10.0,train,shoot,outside,A person uses a bow and arrow to shoot at a target outside.,shoot,outdoor
142,bQFy3kdIia4_000104_000114,bQFy3kdIia4,104.0,114.0,train,use,properly,A man in camoflage demonstrates how to use a bow and arrow properly.,use,properly
143,it-IIR-qUIg_000150_000160,it-IIR-qUIg,150.0,160.0,train,play,inside,A group of people play an archery game inside against each other.,play,indoor
144,3and4vWkW4s_000011_000021,3and4vWkW4s,11.0,21.0,train,shoot,down,Two people aim and shoot a bow at a target down in a shooting range.,shoot,downwards
145,9W09aRkVYC4_000004_000014,9W09aRkVYC4,4.0,14.0,train,pull,back,A man prepares a bow and then he and a second man aim and pull back to release arrows.,pull,backwards
146,O9cTHUPbLE8_000090_000100,O9cTHUPbLE8,90.0,100.0,train,sit,outdoors,A man sitting outdoors smiles and nods at the camera.,sit,outdoor
147,O9cTHUPbLE8_000090_000100,O9cTHUPbLE8,90.0,100.0,train,nod,quietly,A man with a cap and beard hair is quietly nodding his head.,nod,quietly
148,O9cTHUPbLE8_000090_000100,O9cTHUPbLE8,90.0,100.0,train,nod,outdoors,A man nods his head outdoors and then we see a logo.,nod,outdoor
149,qhUuaUIH9iU_000000_000010,qhUuaUIH9iU,0.0,10.0,train,pull,back,"A person reaches for an arrow, places it against a bow, and pulls the bowstring back.",pull,backwards
150,qhUuaUIH9iU_000000_000010,qhUuaUIH9iU,0.0,10.0,train,pull,slowly,A man is shown grabbing a bow and then slowly pulling the arrow back.,pull,slowly
151,xqZu6MlayfM_000007_000017,xqZu6MlayfM,7.0,17.0,train,wobble,slowly,A dart hit the ring around the bullseye and wobbles slowly back and forth.,shake,slowly
152,V3QqvLD5834_000002_000012,V3QqvLD5834,2.0,12.0,train,play,outside,Outside a young man is playing a archery and the arrow bounces of a fire hydrant,play,outdoor
153,6hZC8cEONUw_000020_000030,6hZC8cEONUw,20.0,30.0,train,shoot,properly,A man is instructing a boy to shoot an arrow properly and the boy releases an arrow but misses his target.,shoot,properly
154,c0cYF6RwWmg_000003_000013,c0cYF6RwWmg,3.0,13.0,train,pull,back,A woman pulls back a bow and shoots at a target in the distance.,pull,backwards
155,-Qz25rXdMjE_000014_000024,-Qz25rXdMjE,14.0,24.0,train,talk,quickly,A woman holds a slingshot and sends an arrow towards a target before a man talks quickly.,talk,quickly
156,-Qz25rXdMjE_000014_000024,-Qz25rXdMjE,14.0,24.0,train,shoot,outside,"a tall woman is shooting a bow and arrow, outside.",shoot,outdoor
157,5FiuTTrSfgU_000071_000081,5FiuTTrSfgU,71.0,81.0,train,stand,outside,A group of teenagers are standing around outside talking and they are disagreeing with each other.,stand,outdoor
158,5FiuTTrSfgU_000071_000081,5FiuTTrSfgU,71.0,81.0,train,stand,silently,Two teenage boys arguing with one another while a teenager girl stands between them silently.,stand,quietly
159,UV4ZeMHiBQc_000000_000010,UV4ZeMHiBQc,0.0,10.0,train,speak,rapidly,"A boy is sitting at a small desk, turned around, and speaking very rapidly to another person.",talk,quickly
160,UV4ZeMHiBQc_000000_000010,UV4ZeMHiBQc,0.0,10.0,train,talk,quickly,A young man making voices and talking quickly as his friends laugh,talk,quickly
161,wKX4xAM8XJk_000172_000182,wKX4xAM8XJk,172.0,182.0,train,lean,back,a guy sits at a table and leans back in his chair,tilt,backwards
162,b8Vxii5Rg9s_000003_000013,b8Vxii5Rg9s,3.0,13.0,train,cry,almost,A couple fights and the woman almost cries while responding to his claim.,cry,partially
163,xDopg0F_qjM_000056_000066,xDopg0F_qjM,56.0,66.0,train,play,outside,A group of kids are playing outside with scooters and other toys.,play,outdoor
164,nFPRkeHpLBo_000049_000059,nFPRkeHpLBo,49.0,59.0,train,stand,outside,A group of people standing outside arguing with each other.,stand,outdoor
165,Q9hlKBj6YsY_000049_000059,Q9hlKBj6YsY,49.0,59.0,train,stand,outside,A group of kids are standing outside in a park and one of them pats her butt.,stand,outdoor
166,lKr1DsM6CCo_000150_000160,lKr1DsM6CCo,150.0,160.0,train,shake,fast,A little baby is dancing and shaking his head really fast,shake,quickly
167,V0y5kGtndNk_000022_000032,V0y5kGtndNk,22.0,32.0,train,stand,outside,Outside two men are standing on ledges and talking to each other.,stand,outdoor
168,tIfzigO2GtY_000002_000012,tIfzigO2GtY,2.0,12.0,train,move,forward,"A man is talking and standing next to a parked car, and when he moves forward, a woman starts talking, and they both continue conversating.",move,forwards
169,nVtikMk9xFA_000002_000012,nVtikMk9xFA,2.0,12.0,train,laugh,loudly,A person laughs loudly while another tries to persuade them to take something they don't want.,laugh,loudly
170,nVtikMk9xFA_000002_000012,nVtikMk9xFA,2.0,12.0,train,talk,outside,A group of men talking outside are arguing about something.,talk,outdoor
