,id,youtube_id,weak_timestamp,clustered_adverb,clustered_action,task_num,adverb,action,before_action,before_clustered_action,before_id,before_timestamp,after_action,after_clustered_action,after_id,after_timestamp,in_window_actions,in_window_clustered_actions,in_window_ids,in_window_timestamps,clip_id
79,2214,HCCcEzTVLZk,426.415,quickly,mix,16136,quickly,whisk,prepare,make,53176.0,423.82,heat,cook,53178.0,433.27,"['bring', 'set', 'prepare', 'heat']","['carry', 'set', 'make', 'cook']","[53174, 53175, 53176, 53178]","[419.66, 421.34, 423.82, 433.27]",HCCcEzTVLZk_426-415
80,9078,bD5Cw5DW5es,123.595,finely,cut,103832,finely,chop,use,use,544038.0,120.8,dice,cut,544040.0,130.27,"['use', 'dice']","['use', 'cut']","[544038, 544040]","[120.8, 130.27]",bD5Cw5DW5es_123-595
81,11288,J3tCBVTgzLg,540.515,quickly,cook,105209,fast,fry,cut,cut,195827.0,534.41,add,add,195829.0,576.71,['cut'],['cut'],[195827],[534.41],J3tCBVTgzLg_540-515
82,3377,YfB167O2ZRI,327.37,slowly,press,100901,slowly,mash,pour,pour,559516.0,311.02,grab,take,559518.0,329.75,"['grab', 'add']","['take', 'add']","[559518, 559519]","[329.75, 333.73]",YfB167O2ZRI_327-37
83,44,04vFRmQHWx4,267.18,quickly,mix,53204,fast,mix,shake,shake,192754.0,244.79,,,,,[],[],[],[],04vFRmQHWx4_267-18
84,2554,jc1DtH-OC94,188.97,slowly,mix,81790,slowly,whisk,add,add,334657.0,186.14,add,add,334660.0,202.09,['add'],['add'],[334657],[186.14],jc1DtH-OC94_188-97
85,16437,WTsBADRo1bw,922.06,completely,wash,57396,thoroughly,wash,make,make,95680.0,875.7,lift,raise,95682.0,926.53,"['lift', 'sprinkle']","['raise', 'sprinkle']","[95682, 95683]","[926.53, 930.69]",WTsBADRo1bw_922-06
86,5318,V7GIGethR8U,366.03,completely,cook,101028,completely,thicken,sit,sit,107856.0,356.67,add,add,107859.0,367.06,"['sit', 'add']","['sit', 'add']","[107856, 107859]","[356.67, 367.06]",V7GIGethR8U_366-03
87,12544,NAfU8sE9GvU,32.845,coarsely,cut,118421,coarsely,chop,grill,cook,63448.0,24.69,set,set,63450.0,45.34,['grill'],['cook'],[63448],[24.69],NAfU8sE9GvU_32-845
88,15743,6wJ5DAjQxWo,342.96,partially,use,44043,barely,use,shape,make,113067.0,293.39,open,open,113069.0,419.29,[],[],[],[],6wJ5DAjQxWo_342-96
89,6098,KL1ZYDFFuhU,55.45,completely,cook,106686,fully,cook,boil,cook,579529.0,51.08,add,add,579534.0,71.82,"['start', 'add', 'add', 'boil']","['start', 'add', 'add', 'cook']","[579526, 579527, 579528, 579529]","[47.66, 48.51, 49.79, 51.08]",KL1ZYDFFuhU_55-45
90,10291,WCmYr_TioHg,286.61,slowly,mix,96127,slowly,stir,,,,,,,,,[],[],[],[],WCmYr_TioHg_286-61
91,15949,0IHVw4sWwzk,388.65,completely,separate,91518,completely,tear,remove,take,154777.0,375.77,,,,,[],[],[],[],0IHVw4sWwzk_388-65
92,15171,JGzYJpG1eLs,85.465,finely,cut,14133,finely,chop,start,start,124091.0,66.79,slice,cut,124094.0,92.13,['slice'],['cut'],[124094],[92.13],JGzYJpG1eLs_85-465
93,1015,h5pM4g1GvUo,316.75,slowly,pour,105259,slowly,pour,bring,carry,15744.0,306.92,boil,cook,15746.0,330.15,['bring'],['carry'],[15744],[306.92],h5pM4g1GvUo_316-75
94,3448,v4axJi8lbB4,318.505,completely,cover,108098,completely,cover,build,make,364349.0,303.53,,,,,[],[],[],[],v4axJi8lbB4_318-505
95,5132,JLtzeyppL30,2372.055,quickly,hit,101028,quickly,hit,cool,cool,105842.0,2361.07,use,use,105844.0,2488.32,[],[],[],[],JLtzeyppL30_2372-055
96,15775,S_RsddXHFEY,77.815,quickly,mix,44043,quickly,stir,boil,cook,113960.0,77.45,boil,cook,113962.0,80.38,"['grind', 'pour', 'boil', 'boil']","['grind', 'pour', 'cook', 'cook']","[113958, 113959, 113960, 113962]","[69.07, 74.77, 77.45, 80.38]",S_RsddXHFEY_77-815
97,4487,Eu2p8Q24vck,450.875,partially,cover,40596,partially,cover,drop,dip,238617.0,424.82,sit,sit,238621.0,464.31,[],[],[],[],Eu2p8Q24vck_450-875
98,12407,MqORNkNEB2U,33.41,finely,cut,29477,thinly,slice,start,start,478807.0,18.44,use,use,478808.0,42.79,['use'],['use'],[478808],[42.79],MqORNkNEB2U_33-41
99,13615,P63fSL2ws0M,88.375,completely,mix,76412,fully,incorporate,beat,mix,412068.0,84.55,add,add,412070.0,90.51,"['add', 'beat', 'add', 'beat', 'set', 'whisk']","['add', 'mix', 'add', 'mix', 'set', 'mix']","[412067, 412068, 412070, 412071, 412072, 412073]","[82.12, 84.55, 90.51, 93.81, 94.69, 97.86]",P63fSL2ws0M_88-375
100,16956,43O1Tz186zA,269.455,completely,set,85159,completely,set,smooth,spread,76955.0,239.23,cover,cover,76957.0,272.44,['cover'],['cover'],[76957],[272.44],43O1Tz186zA_269-455
101,11150,xRhJXlUH35o,69.265,completely,cool,118831,fully,cool,set,set,299097.0,67.39,pour,pour,299099.0,73.59,"['whisk', 'dissolve', 'remove', 'set', 'pour']","['mix', 'mix', 'take', 'set', 'pour']","[299094, 299095, 299096, 299097, 299099]","[60.84, 64.04, 64.71, 67.39, 73.59]",xRhJXlUH35o_69-265
102,10524,yN2qheEonkw,47.605,completely,soak,41773,completely,soak,grill,cook,486716.0,40.5,sit,sit,486718.0,49.23,"['grill', 'sit']","['cook', 'sit']","[486716, 486718]","[40.5, 49.23]",yN2qheEonkw_47-605
103,16093,tRswMvjlMp4,189.31,slowly,pour,41950,slowly,pour,fill,fill,68913.0,178.62,fill,fill,68915.0,192.71,['fill'],['fill'],[68915],[192.71],tRswMvjlMp4_189-31
104,2863,CVXWEueqkJg,13.5,partially,raise,26618,half,raise,make,make,554976.0,2.36,grab,take,554978.0,36.73,[],[],[],[],CVXWEueqkJg_13-5
105,4147,PVWVX5Ol2Qw,25.26,quickly,put,93376,quickly,put,fry,cook,328196.0,12.95,fry,cook,328198.0,31.17,['fry'],['cook'],[328198],[31.17],PVWVX5Ol2Qw_25-26
106,12725,RcR3981_kUY,171.055,quickly,cut,118421,fast,slice,cut,cut,56810.0,165.88,sit,sit,56812.0,174.47,"['cut', 'sit', 'cut']","['cut', 'sit', 'cut']","[56810, 56812, 56813]","[165.88, 174.47, 177.5]",RcR3981_kUY_171-055
107,10272,rWjdBDe9dS8,167.55,finely,spread,96127,thinly,spread,,,,,,,,,[],[],[],[],rWjdBDe9dS8_167-55
108,7521,QuYBcSqpWsY,43.815,slowly,mix,30744,slowly,dissolve,simmer,cook,567523.0,31.35,chill,cool,567526.0,106.85,[],[],[],[],QuYBcSqpWsY_43-815
109,15128,1OP7v17o7wQ,352.12,quickly,cook,14133,fast,cook,burn,burn,117814.0,344.8,fall,fall,117817.0,360.87,"['burn', 'fall']","['burn', 'fall']","[117814, 117817]","[344.8, 360.87]",1OP7v17o7wQ_352-12
