,id,youtube_id,weak_timestamp,clustered_adverb,clustered_action,task_num,adverb,action,before_action,before_clustered_action,before_id,before_timestamp,after_action,after_clustered_action,after_id,after_timestamp,in_window_actions,in_window_clustered_actions,in_window_ids,in_window_timestamps,clip_id
55,16331,AMR-GjS_Mhk,79.12,completely,cover,41950,completely,cover,make,make,72236.0,78.3,touch,touch,72238.0,91.2,['make'],['make'],[72236],[78.3],AMR-GjS_Mhk_79-12
56,2295,CTmKA_5ZzuY,178.29500000000004,completely,mix,16136,rigorously,mix,add,add,54195.0,172.88,add,add,54197.0,184.97,"['add', 'add']","['add', 'add']","[54195, 54197]","[172.88, 184.97]",CTmKA_5ZzuY_178-29500000000004
57,6364,ULdlaHBKj6g,115.81,completely,cool,106686,thoroughly,cool,touch,touch,574279.0,115.09,add,add,574281.0,121.12,"['touch', 'add']","['touch', 'add']","[574279, 574281]","[115.09, 121.12]",ULdlaHBKj6g_115-81
58,1862,UeJDxr0E5oc,45.94,quickly,turn,51659,quickly,toss,add,add,435503.0,36.1,cook,cook,435505.0,59.49,['add'],['add'],[435503],[36.1],UeJDxr0E5oc_45-94
59,1114,OVKtzlvQi2s,120.715,completely,cool,105259,completely,cool,mince,cut,18549.0,116.08,pour,pour,18551.0,121.3,"['add', 'mince', 'pour', 'pack']","['add', 'cut', 'pour', 'fill']","[18548, 18549, 18551, 18552]","[112.21, 116.08, 121.3, 127.59]",OVKtzlvQi2s_120-715
60,7562,tJquc9UyobU,296.4650000000001,slowly,cut,30744,slowly,slice,heat,cook,566488.0,260.1,melt,melt,566493.0,304.93,"['melt', 'hold']","['melt', 'hold']","[566493, 566494]","[304.93, 306.44]",tJquc9UyobU_296-4650000000001
61,8399,PoCyI5vqskA,699.63,slowly,mix,93400,slowly,stir,place,put,265985.0,689.86,tighten,twist,265986.0,703.74,"['place', 'tighten', 'prepare']","['put', 'twist', 'make']","[265985, 265986, 265987]","[689.86, 703.74, 706.44]",PoCyI5vqskA_699-63
62,9604,0kWPQhXurOU,220.985,slowly,add,91537,slowly,add,,,,,,,,,[],[],[],[],0kWPQhXurOU_220-985
63,4391,M7ZI4VSGbUI,670.985,slowly,use,40596,slowly,use,install,install,237662.0,630.44,grab,take,237664.0,694.62,[],[],[],[],M7ZI4VSGbUI_670-985
64,16843,TcTM1g9Uiro,82.39,completely,cover,85159,completely,cover,sprinkle,sprinkle,80117.0,64.89,add,add,80119.0,145.19,[],[],[],[],TcTM1g9Uiro_82-39
65,7518,deGuQtWJlp8,136.875,completely,cover,30744,completely,cover,apply,spread,568265.0,130.84,lay,put,568267.0,138.73,"['apply', 'lay', 'dry', 'dry', 'flip', 'paint']","['spread', 'put', 'dry', 'dry', 'turn', 'spread']","[568265, 568267, 568268, 568269, 568270, 568271]","[130.84, 138.73, 140.08, 142.79, 143.26, 145.09]",deGuQtWJlp8_136-875
66,14284,8ti7rJ882Hk,562.79,completely,cool,114508,thoroughly,cool,wrap,cover,455004.0,558.31,wrap,cover,455006.0,563.76,"['trim', 'wrap', 'wrap', 'wrap', 'cover']","['cut', 'cover', 'cover', 'cover', 'cover']","[455003, 455004, 455006, 455007, 455008]","[554.14, 558.31, 563.76, 566.72, 571.51]",8ti7rJ882Hk_562-79
67,11287,J3tCBVTgzLg,460.045,quickly,cook,105209,fast,cook,use,use,195816.0,436.68,strain,drain,195820.0,463.65,"['strain', 'cut']","['drain', 'cut']","[195820, 195821]","[463.65, 467.5]",J3tCBVTgzLg_460-045
68,3965,AoPDhr5qkxY,131.625,completely,cook,113764,fully,cook,fill,fill,275440.0,114.59,grill,cook,275442.0,135.93,"['grill', 'turn']","['cook', 'turn']","[275442, 275443]","[135.93, 137.11]",AoPDhr5qkxY_131-625
69,6161,n1gBmmKP2lY,235.08,completely,mix,106686,thoroughly,mix,cover,cover,574011.0,226.12,add,add,574014.0,258.32,"['reduce', 'cover']","['cook', 'cover']","[574010, 574011]","[225.37, 226.12]",n1gBmmKP2lY_235-08
70,7425,6k1-LxUCaOQ,216.755,quickly,mix,30744,quickly,stir,add,add,566668.0,210.71,sit,sit,566670.0,309.45,['add'],['add'],[566668],[210.71],6k1-LxUCaOQ_216-755
71,381,AVZ_OPW_ODI,1558.485,completely,cook,50348,thoroughly,cook,bring,carry,310067.0,1552.6,boil,cook,310069.0,1564.71,"['bring', 'boil']","['carry', 'cook']","[310067, 310069]","[1552.6, 1564.71]",AVZ_OPW_ODI_1558-485
72,14294,i1afDf95uRw,128.095,partially,pull,114508,slightly,pull,open,open,466682.0,122.12,hold,hold,466684.0,130.84,"['open', 'hold', 'use']","['open', 'hold', 'use']","[466682, 466684, 466685]","[122.12, 130.84, 137.64]",i1afDf95uRw_128-095
73,13373,jXSw3n68vUo,207.37,completely,mix,67160,thoroughly,dissolve,boil,cook,590241.0,201.55,boil,cook,590243.0,210.52,"['boil', 'boil', 'turn', 'simmer']","['cook', 'cook', 'turn', 'cook']","[590241, 590243, 590244, 590245]","[201.55, 210.52, 212.68, 215.56]",jXSw3n68vUo_207-37
74,6566,qzvH4vxRK3s,132.125,partially,cook,20898,slightly,cook,roast,cook,359289.0,128.74,add,add,359291.0,133.99,"['add', 'dry', 'roast', 'dry', 'roast', 'add']","['add', 'dry', 'cook', 'dry', 'cook', 'add']","[359285, 359286, 359287, 359288, 359289, 359291]","[123.73, 125.86, 126.5, 127.41, 128.74, 133.99]",qzvH4vxRK3s_132-125
75,15999,cATOt2GGYEg,73.78,slowly,add,91518,slowly,add,start,start,155747.0,14.47,knead,knead,155749.0,77.92,"['knead', 'stop']","['knead', 'stop']","[155749, 155750]","[77.92, 80.81]",cATOt2GGYEg_73-78
76,7240,SnaORRKPuM0,278.415,completely,cover,89899,completely,cover,wrap,cover,224466.0,274.77,fold,fold,224469.0,282.82,"['wrap', 'fold']","['cover', 'fold']","[224466, 224469]","[274.77, 282.82]",SnaORRKPuM0_278-415
77,16738,9t6MZxxVhU0,113.52,quickly,put,85159,quickly,put,color,cook,82031.0,87.34,grab,take,82033.0,137.77,[],[],[],[],9t6MZxxVhU0_113-52
78,3960,-HonmwzZ-mc,722.375,slowly,pour,113764,slowly,pour,lock,close,274417.0,716.35,start,start,274419.0,726.97,"['lock', 'start']","['close', 'start']","[274417, 274419]","[716.35, 726.97]",-HonmwzZ-mc_722-375
79,9922,pltsPT312N8,539.6600000000002,partially,cook,106568,barely,steam,stir,mix,581956.0,525.47,,,,,[],[],[],[],pltsPT312N8_539-6600000000002
80,5304,qD9-mkyDPro,351.145,slowly,add,101028,slowly,add,beat,mix,109600.0,349.74,beat,mix,109602.0,353.02,"['freeze', 'beat', 'beat', 'whip']","['cool', 'mix', 'mix', 'mix']","[109599, 109600, 109602, 109604]","[348.16, 349.74, 353.02, 358.71]",qD9-mkyDPro_351-145
81,697,bT4DHv76CN4,145.89,finely,cut,97633,finely,chop,saute,cook,444648.0,145.68,add,add,444649.0,150.4,"['add', 'saute', 'add']","['add', 'cook', 'add']","[444646, 444648, 444649]","[140.15, 145.68, 150.4]",bT4DHv76CN4_145-89
82,12660,9YV8U8fH3Uk,39.43000000000001,completely,cool,118421,totally,cool,start,start,58712.0,22.0,press,press,58714.0,55.92,[],[],[],[],9YV8U8fH3Uk_39-43000000000001
83,12767,cOeh5DnA2u8,1289.415,quickly,cook,76407,quickly,cook,turn,turn,283884.0,1288.27,wrap,cover,283886.0,1340.09,['turn'],['turn'],[283884],[1288.27],cOeh5DnA2u8_1289-415
84,10329,p57kf_qRUVs,246.245,slowly,cook,96127,not fast,warm,,,,,,,,,[],[],[],[],p57kf_qRUVs_246-245
85,4246,nE5gOROBPRg,17.315,slowly,start,93376,slowly,start,,,,,roast,cook,332395.0,18.05,['roast'],['cook'],[332395],[18.05],nE5gOROBPRg_17-315
86,12427,b1jVzfnWE3w,294.07000000000005,quickly,cook,29477,fast,boil,start,start,483387.0,279.5,add,add,483390.0,342.28,[],[],[],[],b1jVzfnWE3w_294-07000000000005
87,11222,n10xBmqehik,444.74,quickly,sprinkle,105209,quickly,season,fry,cook,198745.0,442.02,,,,,"['bring', 'add', 'fry']","['carry', 'add', 'cook']","[198743, 198744, 198745]","[436.65, 439.64, 442.02]",n10xBmqehik_444-74
88,14066,MT7J7bQ1iXc,208.935,slowly,pull,77194,slowly,pull,drop,dip,427686.0,205.05,freeze,cool,427688.0,218.05,"['drop', 'freeze']","['dip', 'cool']","[427686, 427688]","[205.05, 218.05]",MT7J7bQ1iXc_208-935
89,11333,5oAAyrfAe5Q,84.545,finely,cut,105209,finely,shred,chop,cut,202459.0,82.47,dice,cut,202461.0,88.19,"['boil', 'boil', 'chop', 'dice']","['cook', 'cook', 'cut', 'cut']","[202457, 202458, 202459, 202461]","[76.92, 76.41, 82.47, 88.19]",5oAAyrfAe5Q_84-545
90,2695,PmyrJNHXf3k,260.81,slowly,start,81790,slowly,start,mix,mix,337514.0,249.61,add,add,337516.0,265.35,"['add', 'add', 'scramble']","['add', 'add', 'mix']","[337516, 337517, 337518]","[265.35, 268.27, 269.94]",PmyrJNHXf3k_260-81
91,9948,prKOOVdASIo,259.845,slowly,pour,106568,slowly,pour,add,add,584865.0,246.02,mix,mix,584867.0,260.12,"['mix', 'stir']","['mix', 'mix']","[584867, 584868]","[260.12, 263.85]",prKOOVdASIo_259-845
92,12755,BSc2Pth1c0I,86.63499999999998,partially,absorb,118421,slightly,absorb,freeze,cool,60518.0,78.07,drain,drain,60520.0,100.93,['freeze'],['cool'],[60518],[78.07],BSc2Pth1c0I_86-63499999999998
93,2425,FZgxs9V246A,92.65,slowly,fold,16136,slowly,fold,combine,mix,52324.0,90.9,pour,pour,52326.0,106.81,['combine'],['mix'],[52324],[90.9],FZgxs9V246A_92-65
94,10269,9torK36UJB4,359.9,quickly,pour,96127,fast,pour,,,,,,,,,[],[],[],[],9torK36UJB4_359-9
95,13800,r7BIGzX5xiY,635.625,quickly,burn,41718,fast,burn,toast,cook,599966.0,582.34,flip,turn,599968.0,650.55,[],[],[],[],r7BIGzX5xiY_635-625
96,16728,5GiT5HMV2Wg,31.155,partially,mix,85159,slightly,beat,make,make,82525.0,14.67,whip,mix,82527.0,32.64,"['whip', 'fill']","['mix', 'fill']","[82527, 82528]","[32.64, 34.62]",5GiT5HMV2Wg_31-155
97,9638,25GYKiZ6118,318.52,quickly,shake,91537,vigorously,shake,,,,,,,,,[],[],[],[],25GYKiZ6118_318-52
98,17861,9LSjUJ2HAA8,124.915,partially,cook,105762,slightly,toast,stir,mix,350984.0,116.71,grind,grind,350986.0,130.99,"['stir', 'grind']","['mix', 'grind']","[350984, 350986]","[116.71, 130.99]",9LSjUJ2HAA8_124-915
99,7772,D-bG59cITaY,151.97,partially,pour,34938,slightly,drip,dip,dip,524241.0,147.0,hang,mount,524243.0,155.71,"['dip', 'hang', 'fall']","['dip', 'mount', 'fall']","[524241, 524243, 524244]","[147.0, 155.71, 159.27]",D-bG59cITaY_151-97
100,1747,kx0L-IDAET8,962.995,completely,dry,34967,completely,dry,stuff,fill,372659.0,954.47,,,,,['stuff'],['fill'],[372659],[954.47],kx0L-IDAET8_962-995
101,2916,qIRl8taMSAQ,26.925,partially,adjust,26618,slightly,change,,,,,take,take,557765.0,113.18,[],[],[],[],qIRl8taMSAQ_26-925
102,3598,BAk9-EfrU_Q,881.62,completely,dry,110266,completely,dry,start,start,313799.0,876.73,install,install,313802.0,915.79,['start'],['start'],[313799],[876.73],BAk9-EfrU_Q_881-62
103,9566,rFyQOfoLWnE,104.895,quickly,cook,91537,quickly,cook,,,,,,,,,[],[],[],[],rFyQOfoLWnE_104-895
104,12469,aDyEkU8inQI,369.12,completely,cool,29477,completely,cool,blend,mix,480204.0,359.74,take,take,480206.0,371.49,"['blend', 'take', 'mash']","['mix', 'take', 'press']","[480204, 480206, 480207]","[359.74, 371.49, 376.25]",aDyEkU8inQI_369-12
105,11344,FcsOYUFG7jc,11.96,quickly,cook,105209,fast,heat,fry,cook,197133.0,6.52,turn,turn,197136.0,20.02,"['make', 'fry', 'mince', 'turn', 'fry']","['make', 'cook', 'cut', 'turn', 'cook']","[197132, 197133, 197135, 197136, 197137]","[3.53, 6.52, 20.66, 20.02, 21.9]",FcsOYUFG7jc_11-96
106,13041,HyzTYoVqucE,178.79500000000004,quickly,cook,91586,fast,cook,carry,carry,167415.0,170.09,use,use,167418.0,184.75,"['carry', 'use']","['carry', 'use']","[167415, 167418]","[170.09, 184.75]",HyzTYoVqucE_178-79500000000004
107,3502,2TKri71F8Nw,257.885,completely,cover,108098,completely,cover,slide,move,362813.0,254.04,set,set,362815.0,267.29,"['slide', 'set']","['move', 'set']","[362813, 362815]","[254.04, 267.29]",2TKri71F8Nw_257-885
108,1324,XizEXmNKaNc,300.51,completely,cook,16323,thoroughly,cook,hit,hit,473925.0,281.66,soak,soak,473927.0,315.71,[],[],[],[],XizEXmNKaNc_300-51
109,2435,192gnyJ7R1s,123.99,completely,mix,81790,completely,blend,mix,mix,338909.0,119.09,transfer,move,338911.0,133.38,"['bring', 'mix', 'transfer']","['carry', 'mix', 'move']","[338908, 338909, 338911]","[118.54, 119.09, 133.38]",192gnyJ7R1s_123-99
110,7340,EUmb8sA4ML4,838.975,completely,fill,30744,completely,fill,cut,cut,567466.0,834.21,,,,,['cut'],['cut'],[567466],[834.21],EUmb8sA4ML4_838-975
111,15954,v3KXLvOJDcY,413.75,slowly,add,91518,slowly,add,mix,mix,151688.0,394.24,mix,mix,151692.0,415.09,['mix'],['mix'],[151692],[415.09],v3KXLvOJDcY_413-75
112,16227,g1Fpg20dFt4,272.83500000000004,slowly,pour,41950,slowly,pour,measure,measure,66615.0,249.76,put,put,66617.0,281.87,['put'],['put'],[66617],[281.87],g1Fpg20dFt4_272-83500000000004
113,16018,762YvF2ywz4,659.06,slowly,raise,91518,slowly,rise,stick,stick,149509.0,646.53,cover,cover,149511.0,668.64,['cover'],['cover'],[149511],[668.64],762YvF2ywz4_659-06
114,11486,umGT85yDfYc,44.21,finely,cut,105209,finely,chop,add,add,201628.0,41.07,add,add,201630.0,46.19,"['add', 'add', 'add']","['add', 'add', 'add']","[201628, 201630, 201631]","[41.07, 46.19, 49.58]",umGT85yDfYc_44-21
115,7441,uuGSQR_AsJ4,61.5,completely,mix,30744,completely,dissolve,mix,mix,571445.0,56.15,pour,pour,571448.0,63.4,"['turn', 'combine', 'add', 'mix', 'pour', 'pack']","['turn', 'mix', 'add', 'mix', 'pour', 'fill']","[571442, 571443, 571444, 571445, 571448, 571449]","[51.52, 55.09, 55.72, 56.15, 63.4, 69.85]",uuGSQR_AsJ4_61-5
