,Unnamed: 0.1.1.1.1,clip_id,youtube_id,start_time,end_time,split,action,adverb,caption,clustered_action,clustered_adverb
21,10220,video4009,XXmpREQR0rg,40.33,50.69,train,fry,light,a lady in her kitchen quickly light fries small pieces of cottage cheese and bayleaf in a non-stick pan on a stove,cook,gently
22,18456,video7147,Iu2ZPHLqXuY,346.49,361.84,train,fry,in,a man is frying fish in outside,cook,in
23,597,video225,umnIl5HKIZA,530.65,547.28,train,cook,inside,a woman talking about a meal as it cooks inside of a metal pot,cook,indoor
24,598,video225,umnIl5HKIZA,530.65,547.28,train,boil,inside,some shrimp stew is being boiled inside of a pot,cook,indoor
25,875,video321,VBdOXL1-nUI,112.86,130.18,train,sear,inside,a man is explaining how to sear a chicken inside of a skillet,cook,indoor
26,3475,video1350,yTdBn864am8,579.46,590.34,train,cook,inside,someone is cooking some food inside of a pot,cook,indoor
27,4891,video1884,_yXoA1joYRY,229.61,254.67,train,cook,inside,a person is cooking food inside of a pot,cook,indoor
28,8324,video3271,sjCnp2l1bP4,62.48,74.62,train,cook,inside,a person is cooking food inside of a pot,cook,indoor
29,8506,video3337,v7K8pgtLeWA,123.73,136.77,train,cook,inside,a couple of pots on top of a stove with food cooking inside of them,cook,indoor
30,1807,video679,tCoydyJLKmQ,396.01,418.77,train,cook,outdoors,person is cooking some meat on the grill outdoors,cook,outdoor
31,3598,video1399,vGXGxTUJvfw,121.01,134.93,train,cook,outside,a man in a light purple shirt is cooking fish outside,cook,outdoor
32,8124,video3200,xIsk325A7Bs,98.25,109.85,train,cook,outside,a person is cooking some food outside in a pot,cook,outdoor
33,8908,video3479,Kh7edwdirX0,155.21,166.53,train,cook,outside,three people cooking outside,cook,outdoor
34,17964,video6969,wdzwYTJBvrM,41.56,56.77,train,cook,outside,there is a woman cooking outside prepping the food for people,cook,outdoor
35,18455,video7147,Iu2ZPHLqXuY,346.49,361.84,train,cook,outdoors,a man is cooking outdoors,cook,outdoor
36,5646,video2216,ZBCnTKDdOus,452.65,470.09,train,bubble,slightly,swirling pancake batter in a black pan and it s bubbling slightly,cook,partially
37,13351,video5201,1XhsLf7Snfs,664.13,674.34,train,bake,half,a scene from half baked with a man talking into a mic,cook,partially
38,596,video225,umnIl5HKIZA,530.65,547.28,train,cook,properly,a woman with a british accent specifies how not to overcook the greens in her recipe she is currently working on at her stove as well as how to properly cook the prawns,cook,properly
39,1155,video439,xatAkyyZnhw,187.57,214.39,train,cook,perfectly,chef in the kitchen is teaching to cook pasta perfectly using sauce,cook,properly
40,7083,video2805,vXQqpm2WRlQ,138.15,150.15,train,cook,properly,an unseen woman explains how to properly cook pasta,cook,properly
41,5978,video2346,jhYLpylGdKs,79.57,90.81,train,cook,fast,a chef is yelling at his employees to cook faster,cook,quickly
42,5649,video2216,ZBCnTKDdOus,452.65,470.09,train,brown,slowly,fast-paced music scores pancake batter being drizzled over a hot pan and slowly browning,cook,slowly
43,2326,video895,yxjnWx6TaQ8,77.76,87.84,train,cover,totally,a person shows how to roll the frankfurters in a long jar filled with batter so they can be covered totally,cover,completely
44,13619,video5301,B2kqwCyHsEE,413.25,425.25,train,cover,fully,in the video game a fully covered man is hitting the enemies thus defeating them,cover,completely
45,15064,video5853,z-gD3esFIm8,120.97,132.31,train,cover,fully,the mountain fully covered with snow and two persons are walking in the snow and one cart is moving inside that one person is sitting and it was pushed by the other persons,cover,completely
46,10636,video4162,5L0k8jMjP-I,465.0,475.0,train,cover,partially,a white car is partially covered,cover,partially
47,12746,video4979,yUj8ozTp5JA,13.33,29.33,train,crawl,out,a little devil looking cartoon in green is chasing two bunnies and then gets his spear stuck in the dirt a snake crawls out from a hole where he is stuck and chases him,crawl,out
48,2175,video840,XE2O1KF7KTA,50.75,72.58,train,cry,loud,small animals with umbrellas in the rain while one of them is crying very loud,cry,loudly
49,1202,video451,tWbr0vzdVxM,57.2,74.82,train,trim,back,knife cutting a piece of white material off and adding gray pieces too it and trimming it back,cut,backwards
50,19348,video7484,wOAGgT6dWgQ,36.98,48.78,train,slice,gently,a man is gently slicing a slab of meat with a large knife the meat is on a yellow cutting board,cut,gently
51,1206,video451,tWbr0vzdVxM,57.2,74.82,train,cut,skillfully,the clay was skillfully cut and crafted with the knife,cut,properly
52,21755,video8387,j3Sk8ZnAiEA,27.47,37.62,train,dice,quickly,a man is dicing an onion very quickly,cut,quickly
53,21757,video8387,j3Sk8ZnAiEA,27.47,37.62,train,cut,rapidly,a red onion is rapidly cut by a chef,cut,quickly
54,14898,video5799,_H267W8LweA,186.81,197.73,train,slice,slowly,man on a restaurant kitchen slowly slices a leaf,cut,slowly
55,7064,video2797,CS9OO0S5w2k,97.28,108.12,train,dance,hard,people singing and dancing hard,dance,firmly
56,3385,video1315,6JCLY0Rlx6Q,187.23,198.83,train,dance,poorly,a man is dancing poorly and then suddenly is entertaining,dance,improperly
57,287,video104,M7CdTAiaLes,591.65,602.65,train,dance,in,a sea of concert goers dancing in around the stage,dance,in
58,1653,video635,bBUlQxMLyYY,162.69,174.57,train,dance,indoors,a clip showing indian women dancing indoors,dance,indoor
59,3776,video1472,OcohEgpJc6I,10.2,24.0,train,dance,inside,spongebob and squidward are inside dancing,dance,indoor
60,6983,video2771,WLfPdOhD0qk,26.27,41.09,train,dance,inside,people are dancing inside,dance,indoor
61,7307,video2891,rdr54BQIocs,86.45,96.61,train,dance,inside,people are dancing inside,dance,indoor
62,9103,video3549,7hXZ8MNgsiY,10.22,23.82,train,dance,inside,people are dancing inside,dance,indoor
63,9352,video3645,TbGI-o41r0o,34.71,59.8,train,dance,inside,an animated woman is dancing around inside of a place,dance,indoor
64,677,video249,4TEhliSh_f4,164.01,180.61,train,dance,outside,a woman dances around outside,dance,outdoor
65,1351,video512,PgVhUwjxBcU,40.34,52.47,train,dance,outside,some kids dance around outside,dance,outdoor
66,1360,video515,OMnzf4OHlOw,3.34,13.46,train,dance,outside,a woman is dancing outside,dance,outdoor
67,2155,video837,SlGUF9npZAM,405.17,429.46,train,dance,outdoors,people in toques dance outdoors and play winter sports to a remix of land of a thousand dances,dance,outdoor
68,2907,video1119,c7gQ52Z4WGg,4.34,15.69,train,dance,outside,a group of dogs dance around outside,dance,outdoor
69,3321,video1288,-RrSYwDeFPg,27.07,37.28,train,dance,outside,a group of people dance outside,dance,outdoor
70,4227,video1645,MxUNWnna6aI,72.83,85.01,train,dance,outside,a man dances around outside,dance,outdoor
71,4320,video1670,WEIR3d-j5uk,0.0,10.03,train,dance,outside,girls are dancing outside,dance,outdoor
72,5379,video2099,uBWrpVrazzA,73.0,85.76,train,dance,outside,small girls are dancing outside to music,dance,outdoor
73,5390,video2105,q_bljSRIcxM,37.38,48.78,train,dance,outside,women dance together outside,dance,outdoor
74,5623,video2207,B-UKSU0Uldg,109.96,135.38,train,dance,outside,two girls dancing outside,dance,outdoor
75,5953,video2335,HwctEiWLe84,167.17,178.73,train,dance,outside,several people were dancing to a song outside,dance,outdoor
76,6636,video2622,6JludperQ68,7.86,35.62,train,dance,outside,women are shown dancing outside,dance,outdoor
77,6651,video2628,WgTR916uv4A,82.81,95.17,train,dance,outside,a couple dances outside,dance,outdoor
78,6694,video2648,CS9OO0S5w2k,62.08,75.36,train,dance,outside,a group of people dance outside,dance,outdoor
79,8047,video3166,-RrSYwDeFPg,47.13,58.51,train,dance,outside,a group of people dance outside,dance,outdoor
80,8101,video3194,I-n15mPIKQU,18.19,29.41,train,dance,outside,a group of people dance outside,dance,outdoor
81,8280,video3264,ynBplqio1R4,91.56,102.11,train,dance,outdoors,man in green shirt is dancing with other people outdoors,dance,outdoor
82,8637,video3384,yRhDi2aK5ac,18.85,33.33,train,dance,outdoors,a group of children singing and dancing outdoors,dance,outdoor
83,8661,video3390,c_IXAyFKdxM,649.89,669.73,train,dance,outside,a person dances around outside with a lantern,dance,outdoor
84,10831,video4236,HwctEiWLe84,73.62,86.76,train,dance,outside,a man dances around outside,dance,outdoor
85,11567,video4525,4TEhliSh_f4,110.79,123.17,train,dance,outside,a woman dances freely outside,dance,outdoor
86,20827,video8024,2_2rhdd0h98,327.27,338.85,train,dance,half,people dance half-heartedly at a concert,dance,partially
87,5837,video2292,1NZpa_uY680,273.21,291.53,train,dance,slowly,a woman is dancing slowly in a forest while a song is playing,dance,slowly
88,11078,video4331,WaZFp-t2WZs,2.93,19.19,train,dance,slow,a man and woman have a conversation as they slow dance at a party,dance,slowly
89,24630,video9485,VuLCKi3gJmk,0.0,29.41,train,style,almost,almost funeral styled song while showing a beautiful exotic beach location,decorate,partially
90,210,video76,wtj77LtGXoo,186.65,213.05,train,decorate,perfectly,someone is showing the perfectly decorated watermelon in a kitchen,decorate,properly
91,3918,video1529,VQvtXt9rt1Q,224.64,245.69,train,decorate,nicely,very good view of a a fan on a ceiling and a room nicely decorated,decorate,properly
92,10248,video4019,koTimuE37p4,300.71,311.53,train,drop,down,a lifted mattress is allowed to drop back down onto a bed frame,dip,downwards
93,13282,video5178,l__QCHfsgF4,124.23,138.7,train,dunk,hard,he dunked the ball very hard,dip,firmly
94,7395,video2924,1PBUYzWXEIQ,544.25,569.07,train,write,backwards,someone writes cursive backwards,draw,backwards
95,2339,video901,1PBUYzWXEIQ,533.37,544.25,train,write,nicely,someone writing nicely on paper,draw,properly
96,9872,video3864,OI3Bcgh4Jko,26.88,40.36,train,drink,fast,a man is drinking very fast from a mug,drink,quickly
97,2153,video836,lKy7mrAL0Dk,65.57,91.97,train,drive,backwards,someone is driving backwards in a car,drive,backwards
98,6984,video2772,0vKbLD6_C8k,234.0,249.24,train,drive,down,a car driving down quickly on a street,drive,downwards
99,22156,video8535,sR2R8thMzUo,6.88,17.46,train,drive,forward,a video game man jumps his dirt bike off the roof of a building and lands perfectly while facing backwards on the street belong before driving forward again,drive,forwards
100,10709,video4190,TroBbXmAeoc,317.78,336.17,train,drive,in,two men were driving the car in off road,drive,in
101,19797,video7649,w_F7QrR4Ur8,32.05,48.61,train,drive,in,a tractor is drive in to the forest,drive,in
102,21118,video8138,th0OGw218qY,0.0,24.86,train,drive,inside,brad pitt is driving around inside of a truck,drive,indoor
103,3082,video1198,1w7hk-b1ZQA,309.85,320.21,train,drive,outdoors,a man is talking and driving a car outdoors,drive,outdoor
104,4468,video1725,X0hQ3X8cfFs,0.0,20.87,train,drive,outside,a bus on the road is driving around outside,drive,outdoor
105,5678,video2229,5WJ5l1nOJDU,498.08,509.6,train,drive,outside,a peoples driving outside in wrost street with full of water,drive,outdoor
106,468,video166,tHRLX8jRjq8,132.34,144.01,train,drive,fast,a lady driving the pick up truck fast and chasing a large vehicle,drive,quickly
107,894,video327,CiN1oJT-5CM,32.05,42.76,train,drive,fast,cars are shown driving extremely fast through the city,drive,quickly
108,1613,video617,twissBYs9Hc,257.17,268.93,train,drive,fast,a car race riders driving the cars very fast on runway,drive,quickly
109,1744,video663,sHKxcJd7wY8,3.22,19.07,train,drive,rapidly,a blue lamborghini drives rapidly down a busy street,drive,quickly
110,2399,video922,WNJn5uUbzrw,92.21,104.11,train,drive,fast,a lamborghini driving fast,drive,quickly
111,2437,video939,4TshFWSsrn8,270.61,282.04,train,drive,quickly,a car is driving very quickly around a track,drive,quickly
112,2674,video1031,t9FnRvUoA9w,162.84,177.68,train,drive,fast,a man driving the car very fast in the car race,drive,quickly
113,4435,video1713,4AJPt_qm5kY,390.89,403.13,train,drive,fast,a car is driving fast,drive,quickly
114,5696,video2236,jst2VwSnE-M,132.29,142.85,train,drive,speedly,a person driving the car speedly alone in the road,drive,quickly
115,6369,video2506,LOqkGukFVj8,46.05,58.61,train,drive,fast,a car is driving fast down the road,drive,quickly
116,6985,video2772,0vKbLD6_C8k,234.0,249.24,train,drive,quickly,a car driving down quickly on a street,drive,quickly
117,8019,video3153,btaq2nxhVSk,476.42,487.3,train,drive,fast,a motorcycle drives fast while a go-pro is used to film,drive,quickly
118,8089,video3188,bZoWZeHwbXU,30.51,55.77,train,drive,fast,someone is driving a motorcycle very fast,drive,quickly
119,8890,video3476,ZFcanpNarEg,109.49,139.45,train,drive,fast,a man is driving fast in his race car in an empty road,drive,quickly
120,8909,video3480,5yA-B7_XR9k,84.69,94.73,train,drive,fast,a man drives a car very fast,drive,quickly
121,9445,video3690,XWmw4mopa_o,18.58,32.71,train,drive,fast,the person drives by the large green trees really fast,drive,quickly
122,9694,video3789,ZFcanpNarEg,144.53,164.73,train,drive,fast,a car rider is driving the care very fast,drive,quickly
123,10136,video3976,YyoXX7soF9o,136.61,151.77,train,drive,fast,a men is driving car very fast and while driving he is talking,drive,quickly
124,10398,video4077,YR-CFLCeclc,128.73,141.17,train,drive,fast,someone drives a race car very fast on a track in a forest in a video game,drive,quickly
125,11019,video4307,6LtffXUqgzU,310.37,322.25,train,drive,quickly,a blue rally car drives quickly down a road,drive,quickly
126,11160,video4360,TcdxvRT89NU,10.88,21.28,train,drive,fast,the player is driving his red formula very fast on the race,drive,quickly
127,11958,video4679,YNOQa-5B86A,43.53,59.65,train,drive,fast,there is a storm at the side of a road and vehicles are driven away very fast,drive,quickly
128,12184,video4765,y70CvtVNUm8,0.0,22.57,train,drive,fast,a man outside with a vw jetta in the background which can drive very fast,drive,quickly
129,12290,video4807,Ghf0raK1HOw,199.65,210.26,train,drive,fast,a car is driving fast,drive,quickly
130,12314,video4816,YqcfOKaIwqY,61.61,71.83,train,drive,fast,the man is driving the bike fast on the road while the man and woman are talking on phone,drive,quickly
131,12404,video4845,cx8mjqHQqn4,31.08,45.59,train,drive,fast,a guy driving very fast in a car,drive,quickly
132,12466,video4868,-UNWszs05kU,90.08,101.75,train,drive,fast,car is driving fast,drive,quickly
133,12702,video4958,HvtHYSubcU4,683.28,695.71,train,drive,fast,a racecar driving fast,drive,quickly
134,12960,video5057,ZdUUY9ibX6I,200.04,228.03,train,drive,fast,a man wearing a cap is driving his car very fast,drive,quickly
135,13195,video5150,79x3vR68xR0,361.57,371.65,train,drive,fast,a car is driving fast,drive,quickly
136,14097,video5469,sF19L00KbAI,0.0,23.35,train,drive,fast,the big train is driven very fast on the railway,drive,quickly
137,3856,video1510,TroBbXmAeoc,360.66,375.76,train,drive,slowly,a man in a black shirt and black car drive slowly to show off the tires,drive,slowly
138,3963,video1550,_U8o0xwqLOU,262.49,273.29,train,drive,slowly,a person drives a car slowly up a mountain road on a rainy day,drive,slowly
139,4469,video1726,CVy9Y5CLw28,9.31,25.57,train,drive,slowly,a car drives by the camera slowly,drive,slowly
140,5428,video2126,tFc5jBcitPY,117.25,127.53,train,drive,slowly,a volkswagen drives slowly down a dirt road in the country,drive,slowly
141,8284,video3266,Z32sAmV48C0,165.51,193.47,train,drive,slowly,some one driving the truck very slowly on the road,drive,slowly
142,14362,video5587,90GOQxI_7Zc,717.1,728.64,train,drive,up,the truck drove up,drive,upwards
143,16401,video6375,yyMpZyF1VDg,423.04,448.43,train,drive,up,an orange classic sports car drives up on sidewalk to avoid oncoming traffic on road,drive,upwards
144,18442,video7138,2McWGF6zqKc,775.96,798.38,train,drive,up,a car drives up and parks in a parking space,drive,upwards
145,12965,video5058,X9vOoXU56KI,83.23,94.51,train,eat,gently,in the restaurent the men is eating food in gently,eat,gently
146,9045,video3531,1VQ_3sBZEm0,171.81,183.32,train,taste,bad,a stewardess brings a pilot bad tasting coffee while people are dancing on the plane,eat,improperly
147,15200,video5914,TOryVF_iM9Q,9.39,24.78,train,chew,loudly,a man in a blue shirt is chewing loudly while another man watches,eat,loudly
148,5822,video2287,uwkwx8V5qWI,176.06,189.37,train,eat,outside,an advertisement shows a man eating outside of a restaurant,eat,outdoor
149,9807,video3833,XpUUgOUReoU,104.15,116.41,train,eat,outside,a big snake is eating s smaller snake outside,eat,outdoor
150,1017,video381,zAQb5kP7ajI,168.51,181.85,train,eat,slowly,in the glass chamber the spider is eating a cockroach slowly,eat,slowly
151,9804,video3833,XpUUgOUReoU,104.15,116.41,train,consume,slowly,in a desert a large black snake slowly consumes a smaller brown snake,eat,slowly
152,4102,video1602,ymCTWX7Lu6I,58.49,70.17,train,enter,in,a black car is enter in between the crowd,enter,in
153,14572,video5672,WqLohtxwFO0,0.0,13.8,train,enter,outside,an telugu horror movie scene about the sage visited the house and one of the man is unable to enter outside due to devil soul entered into the body,enter,outdoor
154,25244,video9709,VuNxH1-EnwY,344.56,368.75,train,exit,properly,in front of a school a safety explains how to properly exit a bus as a line of children walk down the steps in a line,exit,properly
155,25110,video9660,xgJyoKUHzpQ,261.38,277.79,train,extend,forward,a type writer extends paper forward then types a few words,extend,forwards
156,15403,video5989,YKo4KKQjR8k,69.75,82.8,train,reach,in,large glass candy container filled half way with assorted candies show a hand reach in and take out a lollipop,extend,in
157,198,video74,tcnLD6ePch4,180.23,191.24,train,reach,out,hands reaching out from the screen with people screaming don t touch me don t touch me and blood squirting,extend,out
158,17332,video6754,isrKOZ5Rgc4,267.45,280.89,train,reach,almost,a golf ball almost reaches the hole,extend,partially
159,7105,video2810,yESL-NeAkBk,46.64,59.32,train,reach,successfully,little hamster successfully reaches the peak of his play set to reggae beats after a brief struggle to,extend,properly
160,18728,video7238,XiFXclDgxCk,152.7,171.82,train,reach,slowly,a scary claw hand slowly reaches down for a woman lying in bed,extend,slowly
161,4174,video1627,v7AYKMP6rOE,1054.48,1065.53,train,reach,upward,a woman is exercising with hands and arms reaching upward,extend,upwards
162,2353,video905,YbkhZeXT67s,79.31,108.18,train,fall,back,the baby monkey wakes up and begins to scratch himself then falls back to sleep,fall,backwards
163,12987,video5069,ZMN2Bs_Cr1A,501.13,513.77,train,fall,backwards,a young man bouncing a basketball walks into another young man wearing a red cap the man with the ball falls backwards onto the ground,fall,backwards
164,16498,video6403,YavcnEIRa6U,0.0,10.02,train,fall,in,a person swings out over a river and falls in,fall,in
165,7094,video2806,U37lyRoECn4,37.08,49.68,train,fall,almost,the little puppy is so excited to eat he almost falls onto his food plate,fall,partially
166,11294,video4410,v_fnFbd_R9U,46.47,57.86,train,fall,nearly,a very beautiful young woman poses in skimpy bathing suits with a thong gripping her muscular glutes as she arches her back with a nipple nearly falling out of her gossamer top and a lusty look in her eyes,fall,partially
167,17186,video6689,0plgkpfx-RA,240.53,254.09,train,fall,slowly,an animated object with tentacles is slowly falling onto a group of people,fall,slowly
168,5811,video2285,UcF_QBfizxE,138.05,153.41,train,fight,hard,there is a man fighting hard on the ground,fight,firmly
169,11676,video4559,82Os_vTLBx4,368.18,383.13,train,fight,hard,this is a portion of a hard fought wrestling match,fight,firmly
170,12796,video4991,xachpa6-CXo,100.85,113.89,train,fight,hard,there is a crocodile fighting hard for food,fight,firmly
171,666,video245,ZFJY5Fcpvqc,138.17,156.65,train,fight,outside,a few people start fighting each other outside then inside and ran out the building,fight,outdoor
172,11894,video4645,ONaZW59Nibk,416.95,432.85,train,battle,outside,a person is battling a character outside of a wrestling ring,fight,outdoor
173,19885,video7686,tfkRDVrFOyw,488.01,509.67,train,fight,outside,a man talks as a group of people are fighting outside,fight,outdoor
174,17157,video6680,Yh-Qg8hsNQE,5.05,24.37,train,fight,almost,a large and small monkey are almost fighting over a branch with leaves on it that they are eating,fight,partially
175,18807,video7266,bYM9P5L0ilo,174.49,184.93,train,fill,down,a guy demonstrating how to fill a bottle upside down,fill,downwards
176,3790,video1479,sLZIUFq1Wds,69.98,84.13,train,fit,inside,a man providing a demonstration of how much candy can fit inside of a cup along with two disney toys,fill,indoor
177,11842,video4623,BVyKFDNp5uQ,31.01,41.89,train,pack,outside, one in a white shirt and one in a blue shirt are packing groceries outside in plastic bags and the man in white distributes a bag to a man who may be homeless,fill,outdoor
178,10075,video3956,YKo4KKQjR8k,95.88,109.79,train,fill,partially,a large glass fish bowl is partially filled with pocket change,fill,partially
179,4594,video1776,X8PFRnQEQ2Q,170.46,186.84,train,fly,back,a player is hit by wizards fireball and flies back into home that is collapsing,fly,backwards
180,12273,video4798,ZXTCtpdY6b0,105.67,116.92,train,fly,down,a helicopter flies through the skies upside down in a game,fly,downwards
181,1937,video742,yuXUAPy8fGw,24.89,52.57,train,fly,in,russian supplies to syria are flown in each day,fly,in
182,25754,video9912,SkDSgxox3rM,0.0,13.49,train,fly,outdoors,person is recording the birds which fly outdoors,fly,outdoor
183,11983,video4690,cZXjQee9VA4,66.2,79.21,train,fly,fast,a plane if flying real fast,fly,quickly
184,11516,video4500,yQBKQEbAw0k,225.51,248.03,train,fly,up,shows a cardinals player up to bat he swings and clips the end of the wooden bat the white ball flies up onto the dug out roof,fly,upwards
185,21677,video8353,xDK2Embt1Tk,59.41,77.01,train,fold,down,a young man dressed in black discusses selling a land rover and how its back seats fold down,fold,downwards
186,5388,video2105,q_bljSRIcxM,37.38,48.78,train,fold,in,a woman and a girl folding a dress in out door,fold,in
187,10920,video4265,7I0JgHFTrQw,41.09,51.47,train,fold,quickly,hands fold paper quickly,fold,quickly
188,2501,video960,0s2m9Q9Hrzg,60.73,70.99,train,fold,up,a lady folding a stroller up,fold,upwards
189,21125,video8139,x7ot7e7MS8A,85.09,114.37,train,follow,correctly,a bird teacher explains how a bird should be taught to follow instruction correctly to get the treat,follow,properly
190,21867,video8431,yJuO5qDJDFo,66.41,80.85,train,follow,quickly,a black sports car races quickly followed by other cars,follow,quickly
191,9677,video3784,XiscvoO6GMU,9.47,20.15,train,wave,out,a little girl with blue hair is jumping and waving in inside out,gesture,out
192,4111,video1607,RCC9NSJURiE,31.49,47.97,train,knock,back,a child laying in a bed knocking back on a wall and texting on her phone,hit,backwards
193,4589,video1776,X8PFRnQEQ2Q,170.46,186.84,train,knock,back,a character gets knocked back into a collapsing building by enemies,hit,backwards
194,7711,video3043,XmOKkId7WAY,216.23,237.45,train,hit,backwards,a baseball player hits a ball backwards,hit,backwards
195,2301,video885,yQJptpmgIUE,79.96,93.72,train,slap,down,the korean actor is happily thinking about the time when the woman slapped his hand down,hit,downwards
196,20789,video8007,SGSE_XPF4_g,124.17,147.19,train,hit,down,the woman with muscular body hits the man down,hit,downwards
197,817,video302,sYzs02otPZc,220.9,248.8,train,hit,forcefully,a black dress man forcefully hits the ball in the ground,hit,firmly
198,1713,video655,t9Hnh6ajJCM,69.77,90.16,train,tap,hard,players tapping the ball hard in a volleball match,hit,firmly
199,2315,video890,s_a0pwylgBA,25.45,36.57,train,hit,hard,a rugby player in a black uniform is hit so hard he drops the ball,hit,firmly
200,2946,video1140,uQp9iwVzN5Q,47.69,59.01,train,punch,hard,a boxer punches a dummy lady harder,hit,firmly
201,5239,video2038,SX_y7uq8598,236.91,250.78,train,hit,hard,baseball players hitting the ball hard with bat,hit,firmly
202,6613,video2608,XD4CccRdfCA,31.84,44.38,train,hit,hard,the player in red shirt is hitting the ball so hard,hit,firmly
203,6818,video2702,CxidNsTttHk,0.0,27.61,train,knock,lightly,a group of people lightly knock around a softball or a baseball,hit,gently
204,21594,video8320,vfS8O9G1FHw,36.45,66.01,train,nail,in,in the room the small girl is make their eye nail in very well,hit,in
205,6015,video2361,-CrTa3SgLu4,0.0,30.0,train,beat,outside,a man is beat boxing outside surrounded by lots of people and there are a few kids dancing one of them is trying to break dance and the crowd is excited by it,hit,outdoor
206,6819,video2702,CxidNsTttHk,0.0,27.61,train,hit,outside,a person is tossing a ball and the other person is hitting the balls with a baseball bat outside,hit,outdoor
207,8395,video3306,29ZA7Ag4d_U,366.91,380.05,train,hit,almost,a large car crashes into a smaller car then another van almost hits a different car,hit,partially
208,9737,video3803,xhYSTvOLrEk,36.15,48.28,train,hit,nearly,a man is driving around an oil truck and is nearly hit by an oil truck turning towards him,hit,partially
209,3565,video1388,Youn_lyV-RM,223.53,235.49,train,hit,successfully,a table tennis player rejoices at an indoor stadium where he successfully hits a perfect spin shot,hit,properly
210,5240,video2038,SX_y7uq8598,236.91,250.78,train,hit,perfectly,a base ball player hits a ball perfectly out of the stadium,hit,properly
211,1727,video658,wkAeEzLMhlY,206.35,218.97,train,volley,vigorously,two men compete in a game of table tennis by vigorously volleying the ping pong ball over the net,hit,quickly
212,2388,video918,sG2aDu9wD_0,191.49,201.73,train,volley,vigorously,two men compete in a game of table tennis by vigorously volleying the ping pong ball over the net,hit,quickly
213,3933,video1536,TdEBIXpeDHQ,9.89,36.09,train,hit,fast,two men play ping pong in an arena hitting the ball back and forth very fast scoring points,hit,quickly
214,7228,video2860,W4oIrtzDIcQ,7.62,33.18,train,hit,vigorously,two men hit a tennis ball back and forth vigorously in an attempt to score a point,hit,quickly
215,9893,video3872,YWpB0HlPXuA,186.21,197.49,train,volley,vigorously,two men compete in a game of table tennis by vigorously volleying the ping pong ball over the net,hit,quickly
216,11452,video4474,YQNLyJ8SApk,177.49,196.61,train,volley,vigorously,two men compete in a game of table tennis by vigorously volleying the ping pong ball over the net,hit,quickly
217,12448,video4861,vIOn7F6o7NA,53.11,77.91,train,volley,vigorously,two men compete in a game of table tennis by vigorously volleying the ping pong ball over the net,hit,quickly
