,id,youtube_id,weak_timestamp,clustered_adverb,clustered_action,task_num,adverb,action,before_action,before_clustered_action,before_id,before_timestamp,after_action,after_clustered_action,after_id,after_timestamp,in_window_actions,in_window_clustered_actions,in_window_ids,in_window_timestamps,clip_id
11,5200,2LTEag9t09o,184.815,completely,mix,101028,completely,dissolve,melt,melt,104711.0,180.5,fry,cook,104713.0,191.89,"['melt', 'fry']","['melt', 'cook']","[104711, 104713]","[180.5, 191.89]",2LTEag9t09o_184-815
12,4034,88X92uwPJPM,275.38,quickly,cook,113764,fast,cook,sit,sit,270636.0,256.4,start,start,270639.0,300.09,[],[],[],[],88X92uwPJPM_275-38
13,7501,hpXTc5Zwj98,120.255,quickly,cook,30744,quickly,heat,roll,roll,572407.0,110.93,start,start,572409.0,125.46,"['roll', 'start']","['roll', 'start']","[572407, 572409]","[110.93, 125.46]",hpXTc5Zwj98_120-255
14,6652,BpG-q50YjPc,38.305,partially,stop,20898,slightly,stop,make,make,357108.0,25.95,use,use,357110.0,41.58,['use'],['use'],[357110],[41.58],BpG-q50YjPc_38-305
15,2371,0KmMjJ6g9Tw,185.26,slowly,add,16136,slowly,add,whip,mix,48109.0,174.68,mix,mix,48111.0,202.61,[],[],[],[],0KmMjJ6g9Tw_185-26
16,404,ihT1H3gHcWA,45.505,finely,cut,50348,thinly,slice,make,make,310694.0,25.08,marinate,soak,310696.0,61.36,[],[],[],[],ihT1H3gHcWA_45-505
17,11486,umGT85yDfYc,44.21,finely,cut,105209,finely,chop,add,add,201628.0,41.07,add,add,201630.0,46.19,"['add', 'add', 'add']","['add', 'add', 'add']","[201628, 201630, 201631]","[41.07, 46.19, 49.58]",umGT85yDfYc_44-21
18,16257,Y0MPKq95Pvs,246.57,partially,fold,41950,barely,fold,stick,stick,66954.0,241.08,roll,roll,66956.0,251.83,"['stick', 'stick', 'roll']","['stick', 'stick', 'roll']","[66953, 66954, 66956]","[239.38, 241.08, 251.83]",Y0MPKq95Pvs_246-57
19,846,bsVVM2FwsiI,116.03,slowly,burn,118780,slowly,burn,,,,,fill,fill,73963.0,125.91,['fill'],['fill'],[73963],[125.91],bsVVM2FwsiI_116-03
20,12270,isrHvd_tlZ8,25.845,slowly,add,29477,slowly,add,turn,turn,479045.0,22.29,combine,mix,479048.0,28.09,"['dissolve', 'mix', 'turn', 'mix', 'combine', 'line', 'stick']","['mix', 'mix', 'turn', 'mix', 'mix', 'arrange', 'stick']","[479042, 479044, 479045, 479047, 479048, 479049, 479050]","[17.17, 20.4, 22.29, 28.45, 28.09, 32.32, 32.66]",isrHvd_tlZ8_25-845
21,15309,rJPTDOBeXeI,131.83,completely,mix,14133,thoroughly,mix,use,use,118101.0,122.38,break,separate,118103.0,133.47,"['use', 'break', 'spread', 'transfer', 'grease']","['use', 'separate', 'spread', 'move', 'spread']","[118101, 118103, 118104, 118105, 118106]","[122.38, 133.47, 135.47, 138.24, 138.3]",rJPTDOBeXeI_131-83
22,9037,ZsZcT2i0W3U,115.43,quickly,cook,103832,quickly,brown,start,start,547952.0,100.66,add,add,547955.0,117.05,['add'],['add'],[547955],[117.05],ZsZcT2i0W3U_115-43
23,5819,IKTPhH2ZBcw,153.925,quickly,adjust,83956,quickly,change,reduce,cook,497089.0,145.05,grab,take,497091.0,210.56,['reduce'],['cook'],[497089],[145.05],IKTPhH2ZBcw_153-925
24,3332,1MYV1hpdvL8,18.295,slowly,make,100901,slowly,build,,,,,set,set,564323.0,60.5,[],[],[],[],1MYV1hpdvL8_18-295
25,5326,RDY32qycf5E,791.8399999999997,completely,cool,101028,completely,cool,loosen,twist,107309.0,760.36,add,add,107311.0,817.32,[],[],[],[],RDY32qycf5E_791-8399999999997
26,5234,91DAznuHBj8,1146.145,slowly,sprinkle,101028,slowly,sprinkle,use,use,101838.0,1145.1,beat,mix,101840.0,1149.28,"['start', 'use', 'beat']","['start', 'use', 'mix']","[101837, 101838, 101840]","[1141.31, 1145.1, 1149.28]",91DAznuHBj8_1146-145
27,8025,kLCszNGMg28,124.415,slowly,pour,34938,slowly,pour,mix,mix,527284.0,120.6,mix,mix,527286.0,141.91,"['start', 'mix']","['start', 'mix']","[527283, 527284]","[118.84, 120.6]",kLCszNGMg28_124-415
28,5786,H1VV5RPFgJU,205.86,slowly,drain,83956,slowly,drain,use,use,496669.0,181.98,open,open,496670.0,206.73,['open'],['open'],[496670],[206.73],H1VV5RPFgJU_205-86
29,14131,i9GnP5S2mms,13.315,finely,cut,72954,finely,dice,stuff,fill,429210.0,6.58,chop,cut,429212.0,14.76,"['stuff', 'chop', 'cut']","['fill', 'cut', 'cut']","[429210, 429212, 429214]","[6.58, 14.76, 22.38]",i9GnP5S2mms_13-315
30,10285,YOIq44GV4Bo,151.28,completely,set,96127,completely,set,,,,,,,,,[],[],[],[],YOIq44GV4Bo_151-28
31,16345,_zdggSxCd-k,32.07,completely,mix,41950,completely,dissolve,stir,mix,69397.0,28.79,pour,pour,69399.0,36.21,"['stir', 'pour', 'coat', 'fill']","['mix', 'pour', 'dip', 'fill']","[69397, 69399, 69400, 69401]","[28.79, 36.21, 41.26, 40.23]",_zdggSxCd-k_32-07
32,16369,stvwbgvtGyQ,93.765,completely,melt,57396,totally,melt,use,use,91956.0,80.7,hold,hold,91958.0,102.78,['hold'],['hold'],[91958],[102.78],stvwbgvtGyQ_93-765
33,15885,APEavQg8rMw,522.075,completely,cool,91518,completely,cool,tap,hit,148793.0,518.75,slice,cut,148795.0,523.95,"['tap', 'slice']","['hit', 'cut']","[148793, 148795]","[518.75, 523.95]",APEavQg8rMw_522-075
34,9383,o_fsY_wNnVM,138.14,completely,cook,96366,fully,cook,grind,grind,135429.0,133.46,stick,stick,135431.0,141.31,"['grind', 'stick']","['grind', 'stick']","[135429, 135431]","[133.46, 141.31]",o_fsY_wNnVM_138-14
35,11366,g4PKfJzvnU8,239.095,quickly,cook,105209,quickly,cook,form,make,197181.0,229.31,stick,stick,197184.0,241.38,"['form', 'stick']","['make', 'stick']","[197181, 197184]","[229.31, 241.38]",g4PKfJzvnU8_239-095
36,8877,XxIgAqK6VQM,91.275,finely,cut,1373,thinly,slice,carry,carry,21522.0,69.41,start,start,21523.0,95.95,['start'],['start'],[21523],[95.95],XxIgAqK6VQM_91-275
37,4395,EDLtzfCUxtQ,1002.24,partially,touch,40596,barely,touch,start,start,241063.0,1001.91,make,make,241066.0,1004.74,"['lower', 'start', 'start', 'make', 'start']","['lower', 'start', 'start', 'make', 'start']","[241061, 241063, 241065, 241066, 241067]","[994.77, 1001.91, 1006.36, 1004.74, 1007.63]",EDLtzfCUxtQ_1002-24
38,12,zPwDAZYkPds,112.315,finely,grind,53204,finely,grind,use,use,192557.0,62.81,push,press,192559.0,155.44,[],[],[],[],zPwDAZYkPds_112-315
39,11200,_X175wNN7KU,116.675,finely,cut,105209,finely,chop,blend,mix,202853.0,108.28,use,use,202855.0,122.84,"['blend', 'use']","['mix', 'use']","[202853, 202855]","[108.28, 122.84]",_X175wNN7KU_116-675
40,16810,pYFkrBR-G7c,101.98,slowly,raise,85159,slowly,lift,peel,peel,77347.0,101.06,fill,fill,77350.0,117.44,"['add', 'pop', 'stick', 'peel', 'deflate']","['add', 'put', 'stick', 'peel', 'press']","[77344, 77345, 77346, 77347, 77348]","[94.56, 97.31, 98.59, 101.06, 100.22]",pYFkrBR-G7c_101-98
41,8037,VAuldCS5UNc,108.66,completely,cool,34938,completely,cool,burn,burn,526345.0,87.03,sit,sit,526347.0,110.86,"['sit', 'clean']","['sit', 'wash']","[526347, 526348]","[110.86, 112.6]",VAuldCS5UNc_108-66
42,4084,e9lkq8C3zXE,549.405,completely,cook,93376,completely,cook,remove,take,331781.0,525.01,flip,turn,331784.0,554.94,"['flip', 'push']","['turn', 'press']","[331784, 331785]","[554.94, 557.6]",e9lkq8C3zXE_549-405
43,9153,cCbZ2rZPREk,43.465,partially,cook,103832,slightly,soften,stir,mix,541811.0,34.69,use,use,541813.0,55.54,['stir'],['mix'],[541811],[34.69],cCbZ2rZPREk_43-465
44,1701,oREEG4Q-upg,229.695,quickly,mix,42901,vigorously,mix,add,add,393881.0,224.09,shape,make,393883.0,232.97,"['add', 'shape']","['add', 'make']","[393881, 393883]","[224.09, 232.97]",oREEG4Q-upg_229-695
45,11084,IW26403Gegk,72.875,completely,cook,118831,fully,cook,draw,take,300742.0,69.5,cool,cool,300744.0,99.58,['draw'],['take'],[300742],[69.5],IW26403Gegk_72-875
46,9161,RZxJMXzd4Zw,213.505,finely,cut,103832,finely,slice,remove,take,543293.0,208.63,chop,cut,543295.0,218.43,"['remove', 'chop']","['take', 'cut']","[543293, 543295]","[208.63, 218.43]",RZxJMXzd4Zw_213-505
47,15171,JGzYJpG1eLs,85.465,finely,cut,14133,finely,chop,start,start,124091.0,66.79,slice,cut,124094.0,92.13,['slice'],['cut'],[124094],[92.13],JGzYJpG1eLs_85-465
48,123,DcnjLNcFCO0,236.765,partially,cool,20880,slightly,cool,fall,fall,39220.0,234.75,add,add,39222.0,241.78,"['cook', 'fall', 'add']","['cook', 'fall', 'add']","[39219, 39220, 39222]","[229.97, 234.75, 241.78]",DcnjLNcFCO0_236-765
49,6121,XoZlBXgtmZw,267.28,finely,cut,106686,fine,chop,remove,take,574818.0,251.69,drain,drain,574822.0,293.4,[],[],[],[],XoZlBXgtmZw_267-28
50,10078,bNUlsnIO_1A,583.46,quickly,dry,106568,fast,dry,crack,separate,582564.0,578.3,turn,turn,582567.0,589.35,"['crack', 'turn']","['separate', 'turn']","[582564, 582567]","[578.3, 589.35]",bNUlsnIO_1A_583-46
51,367,f18XhqVTYHo,119.38,partially,cook,50348,slightly,toast,turn,turn,309641.0,96.32,,,,,[],[],[],[],f18XhqVTYHo_119-38
52,7905,SmA5-M28BsA,668.2750000000002,completely,cool,34938,completely,cool,crack,separate,522157.0,666.36,dry,dry,522159.0,695.08,"['dry', 'crack']","['dry', 'separate']","[522156, 522157]","[661.61, 666.36]",SmA5-M28BsA_668-2750000000002
53,10895,o84nLJev9pA,149.26999999999995,completely,mix,118831,thoroughly,stir,mix,mix,303313.0,143.6,place,put,303315.0,157.52,"['mix', 'place']","['mix', 'put']","[303313, 303315]","[143.6, 157.52]",o84nLJev9pA_149-26999999999995
54,2644,7aXuoVfgqgs,54.01,completely,cool,81790,completely,cool,boil,cook,337271.0,47.64,use,use,337274.0,62.31,"['boil', 'use']","['cook', 'use']","[337271, 337274]","[47.64, 62.31]",7aXuoVfgqgs_54-01
55,13387,ZOHVjH3z2Bg,143.43,partially,cook,67160,slightly,boil,use,use,588975.0,141.55,arrange,arrange,588978.0,156.22,"['add', 'use']","['add', 'use']","[588974, 588975]","[138.15, 141.55]",ZOHVjH3z2Bg_143-43
56,13131,-rjHvxGoU9k,76.225,finely,cut,91586,finely,chop,add,add,168860.0,69.2,mix,mix,168861.0,83.53,"['add', 'mix']","['add', 'mix']","[168860, 168861]","[69.2, 83.53]",-rjHvxGoU9k_76-225
57,1526,LOE6lGw2kig,95.82,quickly,cool,16323,fast,cool,use,use,469633.0,91.33,prepare,make,469634.0,99.78,"['cook', 'use', 'prepare']","['cook', 'use', 'make']","[469632, 469633, 469634]","[89.02, 91.33, 99.78]",LOE6lGw2kig_95-82
58,9026,iFeYN6EgOZE,63.675,completely,mix,103832,thoroughly,combine,stir,mix,550567.0,61.77,boil,cook,550569.0,68.41,"['add', 'crumble', 'stir', 'boil', 'simmer']","['add', 'sprinkle', 'mix', 'cook', 'cook']","[550565, 550566, 550567, 550569, 550570]","[54.17, 60.84, 61.77, 68.41, 69.63]",iFeYN6EgOZE_63-675
59,6159,n1gBmmKP2lY,24.695,finely,cut,106686,finely,chop,prepare,make,573982.0,20.5,wash,wash,573984.0,40.67,['prepare'],['make'],[573982],[20.5],n1gBmmKP2lY_24-695
60,7195,1MocjXan5Is,349.59000000000015,completely,separate,89899,totally,rip,cut,cut,220095.0,263.94,set,set,220097.0,396.68,[],[],[],[],1MocjXan5Is_349-59000000000015
61,2302,a9--bzDDs-0,87.85,slowly,add,16136,slowly,add,mix,mix,48171.0,82.22,whisk,mix,48173.0,90.35,"['mix', 'whisk', 'cook']","['mix', 'mix', 'cook']","[48171, 48173, 48174]","[82.22, 90.35, 92.33]",a9--bzDDs-0_87-85
62,2851,vXfjCLrQQHk,315.26,quickly,cook,26618,quickly,cook,grab,take,557556.0,305.56,pour,pour,557558.0,317.2,"['grab', 'pour', 'warm']","['take', 'pour', 'cook']","[557556, 557558, 557559]","[305.56, 317.2, 324.24]",vXfjCLrQQHk_315-26
63,4258,LDyHdcyiM7A,110.135,finely,cut,93376,finely,chop,crush,press,332134.0,87.93,crush,press,332137.0,111.55,['crush'],['press'],[332137],[111.55],LDyHdcyiM7A_110-135
64,8948,ctThL8l-fhc,40.085,finely,cut,103832,finely,chop,,,,,heat,cook,546342.0,59.16,[],[],[],[],ctThL8l-fhc_40-085
65,127,w7gPRhXHtok,283.245,completely,spread,20880,thoroughly,distribute,mix,mix,37565.0,281.64,mix,mix,37566.0,283.38,"['mix', 'add', 'mix', 'mix']","['mix', 'add', 'mix', 'mix']","[37563, 37564, 37565, 37566]","[277.64, 278.33, 281.64, 283.38]",w7gPRhXHtok_283-245
66,6573,M1L_e5dGjkE,92.695,finely,cut,20898,finely,chop,stop,stop,352487.0,89.42,tap,hit,352489.0,102.33,"['stop', 'tap']","['stop', 'hit']","[352487, 352489]","[89.42, 102.33]",M1L_e5dGjkE_92-695
67,10832,0zgplzCn3cA,818.72,quickly,move,118831,quickly,slide,use,use,300164.0,812.33,remove,take,300165.0,825.65,"['remove', 'use', 'remove']","['take', 'use', 'take']","[300163, 300164, 300165]","[809.77, 812.33, 825.65]",0zgplzCn3cA_818-72
68,12294,Ew-3-8itpjc,783.915,completely,close,29477,completely,seal,bring,carry,476870.0,774.49,cut,cut,476873.0,808.22,['bring'],['carry'],[476870],[774.49],Ew-3-8itpjc_783-915
69,12548,YrrNFeQubZw,387.82000000000016,coarsely,cut,118421,coarsely,chop,add,add,62551.0,383.37,add,add,62553.0,400.36,['add'],['add'],[62551],[383.37],YrrNFeQubZw_387-82000000000005
70,7269,GHh4i_uv-o4,149.115,completely,cover,89899,completely,cover,glue,stick,214601.0,131.07,fit,fill,214603.0,165.0,[],[],[],[],GHh4i_uv-o4_149-115
71,12793,N4d__h1KhZw,108.555,slowly,pour,76407,slowly,pour,warm,cook,283972.0,101.25,use,use,283974.0,121.82,"['use', 'warm']","['use', 'cook']","[283971, 283972]","[99.1, 101.25]",N4d__h1KhZw_108-555
72,14656,TT4I9wJms4Q,155.035,partially,cut,114508,slightly,chop,use,use,464063.0,126.96,cut,cut,464065.0,162.46,['cut'],['cut'],[464065],[162.46],TT4I9wJms4Q_155-035
73,7588,ArX0FKnsU9M,23.62,finely,grind,118779,finely,ground,,,,,cut,cut,286482.0,34.95,[],[],[],[],ArX0FKnsU9M_23-62
74,14364,-cnWMSE1kFo,205.585,quickly,mix,114508,quickly,mix,remove,take,462453.0,197.42,start,start,462455.0,209.65,"['remove', 'start']","['take', 'start']","[462453, 462455]","[197.42, 209.65]",-cnWMSE1kFo_205-585
75,14063,mtz20601w8g,348.85,slowly,put,77194,slowly,put,make,make,428649.0,343.61,fold,fold,428651.0,366.48,['make'],['make'],[428649],[343.61],mtz20601w8g_348-85
76,481,DSnu670BeUY,53.98,quickly,cook,97633,quickly,boil,cover,cover,443725.0,51.29,chop,cut,443727.0,56.15,"['simmer', 'cover', 'chop']","['cook', 'cover', 'cut']","[443724, 443725, 443727]","[49.65, 51.29, 56.15]",DSnu670BeUY_53-98
77,5738,1Yj4tI-mgWo,433.655,completely,cover,118819,fully,cover,start,start,450035.0,414.37,use,use,450037.0,478.95,[],[],[],[],1Yj4tI-mgWo_433-655
78,10884,8SqSWW1Z43Y,140.625,completely,cool,118831,completely,cool,set,set,303789.0,138.85,mix,mix,303792.0,172.62,"['make', 'set']","['make', 'set']","[303788, 303789]","[135.64, 138.85]",8SqSWW1Z43Y_140-625
79,13498,EH-dWhYrzps,245.235,partially,cover,76412,partially,cover,stir,mix,409013.0,240.66,simmer,cook,409015.0,259.99,"['add', 'stir']","['add', 'mix']","[409012, 409013]","[236.17, 240.66]",EH-dWhYrzps_245-235
80,9634,F_X08IejW40,23.965,finely,cut,91537,thinly,slice,,,,,,,,,[],[],[],[],F_X08IejW40_23-965
81,8519,h4bS9eXCkj0,555.7950000000002,completely,cook,93400,fully,cook,stir,mix,267776.0,533.1,add,add,267778.0,561.94,['add'],['add'],[267778],[561.94],h4bS9eXCkj0_555-7950000000002
82,10332,bmL9qX2uA4E,115.425,slowly,start,96127,slowly,start,add,add,174922.0,110.62,mix,mix,174924.0,116.4,"['add', 'mix', 'mix']","['add', 'mix', 'mix']","[174922, 174924, 174925]","[110.62, 116.4, 120.29]",bmL9qX2uA4E_115-425
83,8542,Gfl7uFTTIcA,426.375,finely,cut,93400,finely,mince,build,make,258885.0,417.62,start,start,258886.0,427.23,"['build', 'start', 'saute']","['make', 'start', 'cook']","[258885, 258886, 258888]","[417.62, 427.23, 430.91]",Gfl7uFTTIcA_426-375
84,1693,0an633NHGJw,57.125,completely,press,42901,completely,crush,blend,mix,391466.0,53.16,remove,take,391468.0,58.2,"['blend', 'remove', 'pour']","['mix', 'take', 'pour']","[391466, 391468, 391469]","[53.16, 58.2, 60.07]",0an633NHGJw_57-125
85,9404,U5e-Vh9ynDs,36.765,finely,cut,96366,finely,mince,spread,spread,140603.0,25.73,remove,take,140605.0,41.44,"['remove', 'remove']","['take', 'take']","[140605, 140606]","[41.44, 45.66]",U5e-Vh9ynDs_36-765
86,951,bqpSIEwh27Q,387.535,quickly,fill,105259,fast,fill,turn,turn,16494.0,353.21,,,,,[],[],[],[],bqpSIEwh27Q_387-535
87,9296,x3nKYqGwDZA,160.39999999999995,partially,dip,96366,partially,submerge,transfer,move,138701.0,156.96,set,set,138704.0,163.66,"['break', 'break', 'transfer', 'spoon', 'set', 'add', 'fit']","['separate', 'separate', 'move', 'spoon', 'set', 'add', 'fill']","[138699, 138700, 138701, 138702, 138704, 138705, 138706]","[152.11, 155.21, 156.96, 156.03, 163.66, 166.71, 168.93]",x3nKYqGwDZA_160-39999999999995
88,13280,g9DU2sgW6Gw,310.8400000000001,finely,fill,40610,fine,fit,remove,take,144925.0,290.11,lock,close,144927.0,314.93,"['lock', 'tap']","['close', 'hit']","[144927, 144928]","[314.93, 320.47]",g9DU2sgW6Gw_310-8400000000001
89,1643,fEGt47E2hEk,193.345,partially,cool,42901,slightly,cool,set,set,393340.0,192.47,make,make,393342.0,196.84,"['set', 'make', 'whip', 'whisk']","['set', 'make', 'mix', 'mix']","[393340, 393342, 393343, 393344]","[192.47, 196.84, 198.63, 202.64]",fEGt47E2hEk_193-345
90,5270,Eie2ldvO8Xs,177.495,completely,mix,101028,completely,mix,add,add,101285.0,148.06,pour,pour,101287.0,183.6,['pour'],['pour'],[101287],[183.6],Eie2ldvO8Xs_177-495
91,14898,MIG2Z33JerM,142.52499999999995,slowly,turn,75501,slowly,turn,open,open,23941.0,142.4,cool,cool,23943.0,145.8,"['place', 'open', 'cool', 'cool', 'mix']","['put', 'open', 'cool', 'cool', 'mix']","[23940, 23941, 23943, 23944, 23945]","[135.24, 142.4, 145.8, 148.84, 150.86]",MIG2Z33JerM_142-52499999999995
92,15856,fIcZ3PjuQus,833.015,slowly,cook,91518,slowly,bake,put,put,156182.0,826.75,turn,turn,156186.0,904.34,['put'],['put'],[156182],[826.75],fIcZ3PjuQus_833-015
93,2154,rVSUlzb4G0U,186.875,completely,cool,16136,completely,cool,remove,take,56197.0,184.92,add,add,56199.0,210.16,"['remove', 'remove']","['take', 'take']","[56196, 56197]","[180.82, 184.92]",rVSUlzb4G0U_186-875
94,2383,yNk-jlwQfqE,359.165,completely,separate,16136,completely,break,spread,spread,47975.0,344.6,set,set,47977.0,370.21,[],[],[],[],yNk-jlwQfqE_359-165
95,10305,GD5tobT5EEw,205.32,completely,cool,96127,thoroughly,chill,,,,,,,,,[],[],[],[],GD5tobT5EEw_205-32
96,212,scBQgciOfD0,36.86,finely,cut,20880,finely,slice,,,,,peel,peel,37980.0,42.52,['peel'],['peel'],[37980],[42.52],scBQgciOfD0_36-86
97,249,lEsuSLgc9Ms,142.505,finely,cut,20880,finely,chop,use,use,42494.0,134.4,add,add,42496.0,144.38,"['use', 'add']","['use', 'add']","[42494, 42496]","[134.4, 144.38]",lEsuSLgc9Ms_142-505
98,13225,gTSgpPP_NEY,61.93,slowly,release,40610,slowly,release,adjust,adjust,142604.0,50.77,spin,turn,142606.0,72.72,[],[],[],[],gTSgpPP_NEY_61-93
99,1912,vfcDLU_m1QQ,97.08,quickly,grind,51659,quickly,grind,reduce,cook,436457.0,89.29,scrape,scrape,436459.0,102.63,"['reduce', 'scrape']","['cook', 'scrape']","[436457, 436459]","[89.29, 102.63]",vfcDLU_m1QQ_97-08
100,2467,HKPXFZ-ZWE0,400.59,quickly,cook,81790,quickly,cook,spread,spread,335740.0,372.82,cool,cool,335746.0,427.19,[],[],[],[],HKPXFZ-ZWE0_400-59
101,11248,HATByOEAKDo,76.53,partially,cook,105209,slightly,cook,burn,burn,198800.0,73.9,add,add,198802.0,78.23,"['burn', 'add', 'toss']","['burn', 'add', 'turn']","[198800, 198802, 198803]","[73.9, 78.23, 81.42]",HATByOEAKDo_76-53
102,13647,vpXAC94lqVI,288.64,finely,cut,76412,finely,slice,make,make,412377.0,268.44,melt,melt,412379.0,292.45,"['melt', 'grill', 'melt']","['melt', 'cook', 'melt']","[412379, 412380, 412381]","[292.45, 293.94, 295.53]",vpXAC94lqVI_288-64
103,1443,eykey3gQHvw,165.47500000000005,quickly,mix,16323,quickly,stir,start,start,475071.0,164.02,make,make,475073.0,166.64,"['add', 'start', 'make']","['add', 'start', 'make']","[475070, 475071, 475073]","[156.59, 164.02, 166.64]",eykey3gQHvw_165-47500000000005
104,15230,EiI71CNuVMU,146.825,finely,cut,14133,finely,chop,add,add,128889.0,145.76,cook,cook,128891.0,159.29,"['dry', 'add']","['dry', 'add']","[128888, 128889]","[140.74, 145.76]",EiI71CNuVMU_146-825
105,924,E-XIli3c25Q,372.795,completely,cool,105259,totally,cool,cut,cut,18521.0,365.07,start,start,18523.0,381.49,"['pull', 'cut', 'start']","['pull', 'cut', 'start']","[18520, 18521, 18523]","[363.13, 365.07, 381.49]",E-XIli3c25Q_372-795
106,15148,Fw0ecXYHwLc,217.915,quickly,turn,14133,quickly,twist,push,press,125184.0,209.11,use,use,125186.0,234.24,['push'],['press'],[125184],[209.11],Fw0ecXYHwLc_217-915
107,8364,P_7c6hnOvUA,285.505,quickly,cook,93400,quickly,blanch,cover,cover,261403.0,278.69,tie,close,261405.0,289.6,"['cover', 'tie']","['cover', 'close']","[261403, 261405]","[278.69, 289.6]",P_7c6hnOvUA_285-505
108,13744,TTJ868yHlo4,55.55,completely,cook,41718,fully,cook,take,take,593100.0,51.4,put,put,593103.0,88.1,['take'],['take'],[593100],[51.4],TTJ868yHlo4_55-55
109,10270,rWjdBDe9dS8,102.895,completely,mix,96127,completely,dissolve,,,,,,,,,[],[],[],[],rWjdBDe9dS8_102-895
110,16456,tHVzFLtvbGQ,21.245,finely,cut,57396,finely,dice,make,make,93230.0,14.71,cover,cover,93232.0,34.53,['make'],['make'],[93230],[14.71],tHVzFLtvbGQ_21-245
111,2225,9gDez9HmRmM,454.52,quickly,mix,16136,quickly,mix,bubble,cook,52835.0,450.88,pour,pour,52837.0,462.25,"['bubble', 'pour']","['cook', 'pour']","[52835, 52837]","[450.88, 462.25]",9gDez9HmRmM_454-52
112,14602,Kdy5_Uf_ILs,24.385,slowly,add,114508,slowly,add,mix,mix,454583.0,22.93,remove,take,454585.0,39.18,"['crack', 'mix']","['separate', 'mix']","[454582, 454583]","[20.42, 22.93]",Kdy5_Uf_ILs_24-385
113,15921,-X39mXK9g_I,1509.73,quickly,mix,91518,vigorously,stir,feed,feed,149877.0,1469.73,whip,mix,149880.0,1511.43,"['whip', 'sit']","['mix', 'sit']","[149880, 149881]","[1511.43, 1517.44]",-X39mXK9g_I_1509-73
114,16964,DBzsqs7pH5k,78.57,completely,mix,85159,fully,combine,crack,separate,82937.0,73.7,crack,separate,82940.0,80.04,"['crack', 'mix', 'crack']","['separate', 'mix', 'separate']","[82937, 82938, 82940]","[73.7, 72.96, 80.04]",DBzsqs7pH5k_78-57
115,6203,q6JL6IIzSTg,320.145,completely,hit,106686,fully,tap,blend,mix,579461.0,311.65,add,add,579462.0,328.9,"['blend', 'add']","['mix', 'add']","[579461, 579462]","[311.65, 328.9]",q6JL6IIzSTg_320-145
