,id,youtube_id,weak_timestamp,clustered_adverb,clustered_action,task_num,adverb,action,before_action,before_clustered_action,before_id,before_timestamp,after_action,after_clustered_action,after_id,after_timestamp,in_window_actions,in_window_clustered_actions,in_window_ids,in_window_timestamps,clip_id
25,155,n4YLoYcl5iw,33.14,finely,cut,20880,finely,chop,pull,pull,45939.0,24.46,open,open,45941.0,78.95,['pull'],['pull'],[45939],[24.46],n4YLoYcl5iw_33-14
26,164,gY9VoMq1jPA,185.3,finely,cut,20880,finely,chop,use,use,44461.0,181.29,cut,cut,44463.0,195.41,"['add', 'use']","['add', 'use']","[44460, 44461]","[176.53, 181.29]",gY9VoMq1jPA_185-3
27,173,90-QSn3r3Bo,62.285,finely,cook,20880,thinly,boil,set,set,41906.0,58.44,cut,cut,41908.0,66.11,"['cover', 'cut', 'fit', 'set', 'cut']","['cover', 'cut', 'fill', 'set', 'cut']","[41903, 41904, 41905, 41906, 41908]","[53.95, 55.92, 57.89, 58.44, 66.11]",90-QSn3r3Bo_62-285
28,176,-atjWYVBXEI,42.665,finely,cut,20880,thinly,slice,add,add,39845.0,40.15,add,add,39846.0,43.6,"['put', 'peel', 'add', 'add', 'use']","['put', 'peel', 'add', 'add', 'use']","[39843, 39844, 39845, 39846, 39847]","[34.28, 35.05, 40.15, 43.6, 46.68]",-atjWYVBXEI_42-665
29,178,yQibSbSloXI,56.75,finely,cut,20880,finely,chop,cook,cook,45744.0,52.9,start,start,45748.0,71.07,['cook'],['cook'],[45744],[52.9],yQibSbSloXI_56-75
30,179,yQibSbSloXI,87.725,finely,cut,20880,finely,chop,prepare,make,45751.0,79.69,mix,mix,45754.0,93.31,"['measure', 'prepare', 'mix']","['measure', 'make', 'mix']","[45750, 45751, 45754]","[78.96, 79.69, 93.31]",yQibSbSloXI_87-725
31,180,yQibSbSloXI,91.045,finely,cut,20880,finely,chop,prepare,make,45751.0,79.69,mix,mix,45754.0,93.31,['mix'],['mix'],[45754],[93.31],yQibSbSloXI_91-045
32,182,9EgtRe5wi00,51.355,finely,cut,20880,finely,dice,cook,cook,38818.0,49.95,grab,take,38820.0,65.76,"['boil', 'add', 'lower', 'cook']","['cook', 'add', 'lower', 'cook']","[38815, 38816, 38817, 38818]","[44.22, 44.98, 46.37, 49.95]",9EgtRe5wi00_51-355
33,188,Q0CyUxSgOlU,81.785,finely,cut,20880,finely,chop,add,add,40492.0,73.19,add,add,40495.0,82.67,"['add', 'add', 'add']","['add', 'add', 'add']","[40492, 40495, 40496]","[73.19, 82.67, 86.09]",Q0CyUxSgOlU_81-785
34,189,Q0CyUxSgOlU,171.055,finely,cut,20880,finely,chop,wash,wash,40503.0,159.13,use,use,40505.0,177.3,"['use', 'slice']","['use', 'cut']","[40505, 40506]","[177.3, 177.92]",Q0CyUxSgOlU_171-055
35,193,5ZuMajE1UrQ,51.38,finely,peel,20880,finely,peel,,,,,sprinkle,sprinkle,42314.0,98.59,[],[],[],[],5ZuMajE1UrQ_51-38
36,199,4yH4HGIJEMo,89.07499999999996,finely,add,20880,finely,add,chop,cut,43148.0,86.03,chop,cut,43150.0,91.98,"['set', 'chop', 'chop']","['set', 'cut', 'cut']","[43146, 43148, 43150]","[79.7, 86.03, 91.98]",4yH4HGIJEMo_89-07499999999996
37,201,_RIVktFYymU,28.03,finely,cut,20880,finely,chop,chill,cool,41513.0,18.62,cut,cut,41515.0,36.41,"['chill', 'cut']","['cool', 'cut']","[41513, 41515]","[18.62, 36.41]",_RIVktFYymU_28-03
38,202,_RIVktFYymU,183.855,finely,cut,20880,thinly,slice,turn,turn,41525.0,178.04,mix,mix,41527.0,214.26,['turn'],['turn'],[41525],[178.04],_RIVktFYymU_183-855
39,215,Ad4kA8e51g4,511.44000000000005,finely,cut,20880,fine,chop,fry,cook,41060.0,504.52,peel,peel,41062.0,515.97,"['pop', 'fry', 'peel']","['put', 'cook', 'peel']","[41059, 41060, 41062]","[502.87, 504.52, 515.97]",Ad4kA8e51g4_511-44000000000005
40,222,Ni6s8J9f9FY,237.065,finely,cut,20880,fine,chop,use,use,46033.0,221.89,cook,cook,46035.0,251.5,[],[],[],[],Ni6s8J9f9FY_237-065
41,246,hr7w_ZpapNI,150.98000000000005,finely,cut,20880,finely,chop,use,use,37885.0,143.89,stir,mix,37889.0,169.36,['use'],['use'],[37885],[143.89],hr7w_ZpapNI_150-98000000000005
42,247,hr7w_ZpapNI,159.825,finely,cut,20880,finely,chop,use,use,37885.0,143.89,stir,mix,37889.0,169.36,"['stir', 'combine']","['mix', 'mix']","[37889, 37890]","[169.36, 169.79]",hr7w_ZpapNI_159-825
43,248,hr7w_ZpapNI,212.955,finely,cut,20880,finely,chop,add,add,37898.0,209.37,combine,mix,37900.0,221.25,"['add', 'add', 'combine']","['add', 'add', 'mix']","[37897, 37898, 37900]","[208.56, 209.37, 221.25]",hr7w_ZpapNI_212-955
44,252,6YIxHi3gajI,167.185,finely,cut,20880,thinly,slice,peel,peel,43703.0,163.11,chop,cut,43705.0,171.72,"['peel', 'chop', 'assemble', 'start']","['peel', 'cut', 'make', 'start']","[43703, 43705, 43706, 43707]","[163.11, 171.72, 175.36, 176.73]",6YIxHi3gajI_167-185
45,257,5gPEcZzDF8I,557.98,finely,cut,20880,thinly,slice,toss,turn,41445.0,532.45,build,make,41447.0,569.63,[],[],[],[],5gPEcZzDF8I_557-98
46,268,N2BLeUGEHSA,39.4,finely,cut,20880,finely,chop,crumble,sprinkle,43398.0,36.07,crush,press,43400.0,41.21,"['crumble', 'crush', 'start']","['sprinkle', 'press', 'start']","[43398, 43400, 43401]","[36.07, 41.21, 48.56]",N2BLeUGEHSA_39-4
47,273,n_Iv6mbm-nY,100.98,finely,cut,20880,thinly,slice,pop,put,38858.0,97.58,cut,cut,38859.0,109.09,"['pop', 'cut']","['put', 'cut']","[38858, 38859]","[97.58, 109.09]",n_Iv6mbm-nY_100-98
48,304,mQ75-ALLb9c,30.505,finely,cut,50348,finely,chop,grate,grate,306385.0,24.36,add,add,306388.0,55.18,['grate'],['grate'],[306385],[24.36],mQ75-ALLb9c_30-505
49,305,mQ75-ALLb9c,35.765,finely,cut,50348,finely,chop,grate,grate,306385.0,24.36,add,add,306388.0,55.18,[],[],[],[],mQ75-ALLb9c_35-765
50,308,ZTcfheqKxNs,72.10499999999998,finely,cut,50348,thinly,slice,start,start,310282.0,55.46,start,start,310283.0,84.65,[],[],[],[],ZTcfheqKxNs_72-10499999999998
51,336,0d5qqkTTsuM,22.46,finely,cut,50348,finely,chop,mash,press,309462.0,18.7,add,add,309465.0,53.3,"['boil', 'mash']","['cook', 'press']","[309461, 309462]","[17.9, 18.7]",0d5qqkTTsuM_22-46
52,337,0d5qqkTTsuM,25.0,finely,cut,50348,finely,chop,mash,press,309462.0,18.7,add,add,309465.0,53.3,"['boil', 'mash']","['cook', 'press']","[309461, 309462]","[17.9, 18.7]",0d5qqkTTsuM_25-0
53,352,l3E9Pca-2oE,26.025,coarsely,cut,50348,thickly,slice,grill,cook,309247.0,16.87,use,use,309249.0,38.6,['grill'],['cook'],[309247],[16.87],l3E9Pca-2oE_26-025
54,363,f18XhqVTYHo,36.53,finely,cut,50348,thinly,slice,grill,cook,309628.0,19.39,distribute,spread,309631.0,41.4,"['distribute', 'distribute', 'melt']","['spread', 'spread', 'melt']","[309631, 309632, 309633]","[41.4, 43.47, 45.78]",f18XhqVTYHo_36-53
55,383,sP7pjDnnJfk,41.845,finely,cut,50348,finely,slice,cut,cut,309408.0,38.64,lay,put,309410.0,57.82,"['make', 'cut']","['make', 'cut']","[309407, 309408]","[36.26, 38.64]",sP7pjDnnJfk_41-845
56,403,ihT1H3gHcWA,42.815,finely,cut,50348,thinly,slice,make,make,310694.0,25.08,marinate,soak,310696.0,61.36,[],[],[],[],ihT1H3gHcWA_42-815
57,409,basFyoMSjds,255.49,finely,cut,50348,finely,mince,start,start,310823.0,253.43,use,use,310825.0,257.99,"['start', 'use', 'chill', 'freeze']","['start', 'use', 'cool', 'cool']","[310823, 310825, 310826, 310827]","[253.43, 257.99, 264.37, 265.02]",basFyoMSjds_255-49
58,411,basFyoMSjds,282.865,finely,cut,50348,finely,mince,add,add,310830.0,281.57,scrape,scrape,310832.0,288.57,"['slice', 'add', 'scrape', 'add']","['cut', 'add', 'scrape', 'add']","[310829, 310830, 310832, 310833]","[273.62, 281.57, 288.57, 291.98]",basFyoMSjds_282-865
59,433,hXYoduN0kWs,43.17,finely,cut,50348,finely,mince,start,start,307279.0,30.81,add,add,307281.0,48.42,"['add', 'wash', 'chop']","['add', 'wash', 'cut']","[307281, 307282, 307283]","[48.42, 50.69, 51.7]",hXYoduN0kWs_43-17
60,435,hXYoduN0kWs,191.985,finely,cut,50348,thinly,slice,fry,cook,307309.0,177.84,smear,spread,307311.0,192.94,"['smear', 'remove']","['spread', 'take']","[307311, 307312]","[192.94, 200.45]",hXYoduN0kWs_191-985
61,469,eHTlh_B1Vlo,50.715,finely,cut,97633,thinly,slice,add,add,439837.0,48.19,mix,mix,439838.0,51.75,"['add', 'mix', 'add']","['add', 'mix', 'add']","[439837, 439838, 439839]","[48.19, 51.75, 60.71]",eHTlh_B1Vlo_50-715
62,476,RFXG_5vQwQQ,144.595,finely,cut,97633,finely,chop,add,add,445162.0,140.08,mix,mix,445164.0,148.57,"['add', 'mix', 'add']","['add', 'mix', 'add']","[445162, 445164, 445165]","[140.08, 148.57, 153.11]",RFXG_5vQwQQ_144-595
63,477,RFXG_5vQwQQ,160.655,finely,cut,97633,finely,chop,add,add,445165.0,153.11,add,add,445167.0,162.91,"['add', 'add']","['add', 'add']","[445165, 445167]","[153.11, 162.91]",RFXG_5vQwQQ_160-655
64,482,DSnu670BeUY,88.265,finely,cut,97633,finely,chop,remove,take,443732.0,81.22,remove,take,443735.0,94.27,"['remove', 'remove']","['take', 'take']","[443732, 443735]","[81.22, 94.27]",DSnu670BeUY_88-265
65,483,j878b3cSqEw,80.58500000000002,finely,cut,97633,finely,cut,boil,cook,444703.0,76.81,soak,soak,444704.0,94.26,['boil'],['cook'],[444703],[76.81],j878b3cSqEw_80-58500000000002
66,492,QPCwH8uJawA,323.4,finely,cut,97633,fine,chop,add,add,440277.0,317.94,add,add,440280.0,334.11,['add'],['add'],[440277],[317.94],QPCwH8uJawA_323-4
67,498,w00dVo755xs,140.305,finely,cut,97633,finely,chop,put,put,444109.0,138.27,mix,mix,444111.0,159.44,"['start', 'put']","['start', 'put']","[444107, 444109]","[131.32, 138.27]",w00dVo755xs_140-305
68,500,dPtUSxM8CqM,49.085,finely,cut,97633,thinly,slice,chop,cut,444003.0,33.25,use,use,444005.0,85.96,[],[],[],[],dPtUSxM8CqM_49-085
69,502,-I3dS8MuIPg,89.685,finely,cut,97633,finely,chop,cook,cook,437953.0,86.87,cook,cook,437955.0,114.63,"['add', 'cook']","['add', 'cook']","[437951, 437953]","[84.9, 86.87]",-I3dS8MuIPg_89-685
70,506,-I3dS8MuIPg,260.49,finely,cut,97633,finely,chop,sprinkle,sprinkle,437973.0,249.98,,,,,[],[],[],[],-I3dS8MuIPg_260-49
71,507,Auls99IZdiQ,40.545,finely,cut,97633,finely,chop,slice,cut,439630.0,39.12,coat,dip,439632.0,46.97,"['use', 'add', 'add', 'slice', 'coat', 'cook']","['use', 'add', 'add', 'cut', 'dip', 'cook']","[439627, 439628, 439629, 439630, 439632, 439633]","[31.2, 36.19, 36.96, 39.12, 46.97, 48.55]",Auls99IZdiQ_40-545
72,510,9UFxEazSjrw,50.355,finely,cut,97633,finely,chop,melt,melt,444586.0,46.12,saute,cook,444588.0,60.92,['melt'],['melt'],[444586],[46.12],9UFxEazSjrw_50-355
73,544,3gmsGwBlqE4,164.38,finely,cut,97633,finely,chop,add,add,440354.0,158.66,mix,mix,440358.0,168.68,"['add', 'mix']","['add', 'mix']","[440354, 440358]","[158.66, 168.68]",3gmsGwBlqE4_164-38
74,545,3gmsGwBlqE4,357.45000000000016,finely,cut,97633,finely,chop,add,add,440385.0,352.63,fry,cook,440387.0,358.72,"['add', 'fry', 'cook']","['add', 'cook', 'cook']","[440385, 440387, 440388]","[352.63, 358.72, 361.01]",3gmsGwBlqE4_357-45000000000016
75,569,UivbSRP80AU,124.81,finely,cut,97633,finely,chop,add,add,444459.0,123.41,add,add,444461.0,127.15,"['saute', 'add', 'add', 'add']","['cook', 'add', 'add', 'add']","[444457, 444458, 444459, 444461]","[116.48, 119.06, 123.41, 127.15]",UivbSRP80AU_124-81
76,586,iCVbs5TkkDU,425.365,finely,cut,97633,finely,chop,pop,put,438114.0,423.07,burn,burn,438117.0,459.15,"['start', 'pop']","['start', 'put']","[438113, 438114]","[417.98, 423.07]",iCVbs5TkkDU_425-365
77,599,LybGj6hRT-8,45.59,finely,cut,97633,finely,slice,whip,mix,444489.0,44.59,chop,cut,444490.0,63.62,['whip'],['mix'],[444489],[44.59],LybGj6hRT-8_45-59
78,616,y05q2kYkBDA,60.37,finely,cut,97633,finely,chop,whisk,mix,442428.0,40.51,make,make,442429.0,62.07,"['make', 'make', 'add']","['make', 'make', 'add']","[442429, 442430, 442431]","[62.07, 65.16, 68.58]",y05q2kYkBDA_60-37
79,622,e-rc-8TNri4,36.665,finely,cut,97633,finely,chop,add,add,441129.0,32.11,use,use,441130.0,95.06,['add'],['add'],[441129],[32.11],e-rc-8TNri4_36-665
80,623,e-rc-8TNri4,52.3,finely,cut,97633,finely,chop,add,add,441129.0,32.11,use,use,441130.0,95.06,[],[],[],[],e-rc-8TNri4_52-3
81,631,rGLlBcomX5c,145.415,coarsely,grind,97633,coarsely,grind,use,use,440216.0,138.1,use,use,440218.0,146.55,"['use', 'use']","['use', 'use']","[440216, 440218]","[138.1, 146.55]",rGLlBcomX5c_145-415
82,636,frgdffSHJEM,228.245,finely,cut,97633,thinly,slice,add,add,441346.0,226.06,dry,dry,441347.0,247.65,['add'],['add'],[441346],[226.06],frgdffSHJEM_228-245
83,638,C7dFBQt4xIk,24.895,finely,cut,97633,finely,chop,,,,,take,take,440463.0,191.87,[],[],[],[],C7dFBQt4xIk_24-895
84,661,YyxPrq7KdqM,78.185,coarsely,grind,97633,coarsely,grind,add,add,445493.0,68.67,use,use,445495.0,81.88,"['add', 'use']","['add', 'use']","[445493, 445495]","[68.67, 81.88]",YyxPrq7KdqM_78-185
85,667,EFo4yPWRGFM,475.4,finely,grind,97633,fine,grind,cool,cool,440189.0,461.45,use,use,440193.0,501.36,[],[],[],[],EFo4yPWRGFM_475-4
86,671,c62iLi7rJQU,623.2049999999998,finely,cut,97633,finely,chop,cool,cool,438884.0,605.24,fry,cook,438886.0,662.5,[],[],[],[],c62iLi7rJQU_623-2049999999998
87,678,YSsfRfR_wBE,103.425,finely,cut,97633,finely,chop,cook,cook,442835.0,102.58,add,add,442837.0,107.88,"['cook', 'cook', 'add']","['cook', 'cook', 'add']","[442834, 442835, 442837]","[96.52, 102.58, 107.88]",YSsfRfR_wBE_103-425
88,681,LAGdYErTpiE,81.235,finely,cut,97633,finely,chop,grate,grate,442378.0,79.22,fry,cook,442380.0,95.67,['grate'],['grate'],[442378],[79.22],LAGdYErTpiE_81-235
89,690,Whzv7tLfNZs,26.665,finely,cut,97633,finely,chop,start,start,443455.0,15.9,boil,cook,443457.0,45.15,[],[],[],[],Whzv7tLfNZs_26-665
90,691,Whzv7tLfNZs,180.08999999999997,finely,cut,97633,finely,chop,add,add,443468.0,178.83,add,add,443470.0,205.68,"['burn', 'add']","['burn', 'add']","[443467, 443468]","[177.63, 178.83]",Whzv7tLfNZs_180-08999999999997
91,695,bT4DHv76CN4,44.535,finely,mix,97633,finely,blend,dry,dry,444628.0,41.33,add,add,444631.0,46.97,"['dry', 'dry', 'roast', 'add', 'start', 'boil', 'boil']","['dry', 'dry', 'cook', 'add', 'start', 'cook', 'cook']","[444627, 444628, 444629, 444631, 444632, 444633, 444634]","[35.98, 41.33, 39.28, 46.97, 48.99, 50.51, 53.09]",bT4DHv76CN4_44-535
92,697,bT4DHv76CN4,145.89,finely,cut,97633,finely,chop,saute,cook,444648.0,145.68,add,add,444649.0,150.4,"['add', 'saute', 'add']","['add', 'cook', 'add']","[444646, 444648, 444649]","[140.15, 145.68, 150.4]",bT4DHv76CN4_145-89
93,713,CeC2Ra6gcRU,23.46,finely,cut,97633,finely,chop,mix,mix,445663.0,14.39,set,set,445666.0,38.11,['mix'],['mix'],[445663],[14.39],CeC2Ra6gcRU_23-46
94,714,CeC2Ra6gcRU,35.655,finely,cut,97633,finely,chop,mix,mix,445663.0,14.39,set,set,445666.0,38.11,['set'],['set'],[445666],[38.11],CeC2Ra6gcRU_35-655
95,716,lv5q4dRft2Y,47.64,finely,cut,97633,finely,chop,add,add,438660.0,40.52,add,add,438661.0,47.98,"['add', 'add']","['add', 'add']","[438660, 438661]","[40.52, 47.98]",lv5q4dRft2Y_47-64
96,727,Lsk6nWGhtfI,173.355,finely,cut,97633,finely,slice,prepare,make,443243.0,159.92,chop,cut,443246.0,197.97,[],[],[],[],Lsk6nWGhtfI_173-355
97,728,Lsk6nWGhtfI,197.965,finely,cut,97633,finely,chop,slice,cut,443245.0,173.35,place,put,443247.0,200.53,"['place', 'add', 'add']","['put', 'add', 'add']","[443247, 443248, 443249]","[200.53, 203.71, 205.99]",Lsk6nWGhtfI_197-965
98,735,AUJA7F6rETI,49.205,coarsely,grind,97633,coarsely,grind,dry,dry,437623.0,37.62,transfer,move,437625.0,53.49,"['transfer', 'mix', 'add']","['move', 'mix', 'add']","[437625, 437626, 437627]","[53.49, 57.22, 55.19]",AUJA7F6rETI_49-205
99,740,o04dZqGttCE,32.195,finely,cut,97633,thinly,slice,hit,hit,439870.0,23.32,cook,cook,439872.0,40.58,"['hit', 'cook']","['hit', 'cook']","[439870, 439872]","[23.32, 40.58]",o04dZqGttCE_32-195
100,742,o04dZqGttCE,123.975,finely,cut,97633,finely,chop,grind,grind,439885.0,110.53,mix,mix,439888.0,124.21,"['add', 'mix']","['add', 'mix']","[439886, 439888]","[124.46, 124.21]",o04dZqGttCE_123-975
101,743,DDwd9NJTatQ,62.42,finely,cut,97633,finely,chop,cook,cook,443785.0,60.96,add,add,443786.0,62.82,"['split', 'cook', 'add', 'add']","['separate', 'cook', 'add', 'add']","[443784, 443785, 443786, 443788]","[54.22, 60.96, 62.82, 67.17]",DDwd9NJTatQ_62-42
102,744,93aW9R2nJos,56.02,finely,cut,97633,finely,chop,cook,cook,442593.0,48.27,blend,mix,442596.0,82.41,['cook'],['cook'],[442593],[48.27],93aW9R2nJos_56-02
103,745,93aW9R2nJos,79.625,finely,cut,97633,finely,chop,cook,cook,442593.0,48.27,blend,mix,442596.0,82.41,['blend'],['mix'],[442596],[82.41],93aW9R2nJos_79-625
104,749,93aW9R2nJos,254.895,finely,cut,97633,finely,chop,simmer,cook,442631.0,246.67,hit,hit,442633.0,273.93,"['mix', 'simmer']","['mix', 'cook']","[442630, 442631]","[245.61, 246.67]",93aW9R2nJos_254-895
105,752,noJAKPLQQsU,38.265,finely,cut,97633,finely,chop,start,start,445809.0,20.78,use,use,445812.0,76.42,[],[],[],[],noJAKPLQQsU_38-265
106,753,noJAKPLQQsU,61.245,finely,cut,97633,finely,chop,start,start,445809.0,20.78,use,use,445812.0,76.42,[],[],[],[],noJAKPLQQsU_61-245
107,765,z6rMHi55m2E,238.41,finely,grind,97633,finely,grind,add,add,441830.0,232.8,transfer,move,441833.0,240.02,"['add', 'transfer']","['add', 'move']","[441830, 441833]","[232.8, 240.02]",z6rMHi55m2E_238-41
108,769,z6rMHi55m2E,905.48,finely,cut,97633,finely,chop,add,add,441927.0,903.71,add,add,441929.0,915.7,['add'],['add'],[441927],[903.71],z6rMHi55m2E_905-48
109,775,i0XTiaRBeR8,31.125,coarsely,cut,97633,thickly,slice,add,add,441112.0,20.38,cut,cut,441113.0,36.34,"['cut', 'start', 'cook']","['cut', 'start', 'cook']","[441113, 441114, 441115]","[36.34, 37.4, 39.78]",i0XTiaRBeR8_31-125
110,789,7vS8fkXWeeg,168.22,finely,cut,97633,thinly,slice,add,add,444140.0,159.68,add,add,444141.0,179.54,['add'],['add'],[444140],[159.68],7vS8fkXWeeg_168-22
111,790,7vS8fkXWeeg,183.68,finely,cut,97633,thinly,slice,add,add,444141.0,179.54,cover,cover,444142.0,186.5,"['add', 'cover']","['add', 'cover']","[444141, 444142]","[179.54, 186.5]",7vS8fkXWeeg_183-68
112,794,PTK6Yr-St8s,213.39,finely,grate,97633,finely,grate,prepare,make,438635.0,206.94,cook,cook,438637.0,216.21,"['prepare', 'cook']","['make', 'cook']","[438635, 438637]","[206.94, 216.21]",PTK6Yr-St8s_213-39
113,807,cKQ5yMXfN_A,71.295,finely,cut,97633,finely,chop,pop,put,439411.0,44.36,use,use,439413.0,96.67,[],[],[],[],cKQ5yMXfN_A_71-295
114,830,avrwgA0lfcA,144.065,coarsely,grind,118780,coarsely,grind,fill,fill,74051.0,134.53,use,use,74052.0,145.62,"['fill', 'use', 'fill', 'press']","['fill', 'use', 'fill', 'press']","[74051, 74052, 74054, 74055]","[134.53, 145.62, 150.57, 153.1]",avrwgA0lfcA_144-065
115,831,avrwgA0lfcA,148.745,finely,grind,118780,finely,grind,use,use,74052.0,145.62,fill,fill,74054.0,150.57,"['use', 'fill', 'press', 'fill', 'fill']","['use', 'fill', 'press', 'fill', 'fill']","[74052, 74054, 74055, 74056, 74057]","[145.62, 150.57, 153.1, 157.21, 158.56]",avrwgA0lfcA_148-745
116,876,Go-ARIKURs0,199.68,finely,cut,105259,finely,chop,crush,press,17857.0,181.72,use,use,17860.0,202.42,"['use', 'use']","['use', 'use']","[17860, 17861]","[202.42, 209.05]",Go-ARIKURs0_199-68
117,877,KFfRuKzm0vA,52.895,coarsely,cut,105259,coarsely,chop,start,start,15602.0,15.68,add,add,15605.0,64.73,[],[],[],[],KFfRuKzm0vA_52-895
118,916,n_eQ6s62nko,479.035,coarsely,separate,105259,coarsely,crack,fit,fill,11542.0,439.0,pour,pour,11544.0,496.34,[],[],[],[],n_eQ6s62nko_479-035
