,Unnamed: 0.1.1.1.1,clip_id,youtube_id,start_time,end_time,split,action,adverb,caption,clustered_action,clustered_adverb
88,1287,-Qz25rXdMjE_000014_000024,-Qz25rXdMjE,14.0,24.0,train,shoot,outside,"a tall woman is shooting a bow and arrow, outside.",shoot,outdoor
89,1334,wKX4xAM8XJk_000172_000182,wKX4xAM8XJk,172.0,182.0,train,lean,back,a guy sits at a table and leans back in his chair,tilt,backwards
90,1350,xDopg0F_qjM_000056_000066,xDopg0F_qjM,56.0,66.0,train,play,outside,A group of kids are playing outside with scooters and other toys.,play,outdoor
91,1416,tIfzigO2GtY_000002_000012,tIfzigO2GtY,2.0,12.0,train,move,forward,"A man is talking and standing next to a parked car, and when he moves forward, a woman starts talking, and they both continue conversating.",move,forwards
92,1422,nVtikMk9xFA_000002_000012,nVtikMk9xFA,2.0,12.0,train,talk,outside,A group of men talking outside are arguing about something.,talk,outdoor
93,1423,jhqI4AvIx80_000089_000099,jhqI4AvIx80,89.0,99.0,train,talk,loudly,A boy talks loudly at a table while others eat.,talk,loudly
94,1426,raWTbmn-V7I_000000_000010,raWTbmn-V7I,0.0,10.0,train,lunge,forward,A boy stands in a yard talking to another person before lunging forward.,lunge,forwards
95,1441,5m_yUAT-sZw_000090_000100,5m_yUAT-sZw,90.0,100.0,train,talk,loudly,A man is talking loudly on his cell phone outside near a busy street with a lot of people around.,talk,loudly
96,1442,5m_yUAT-sZw_000090_000100,5m_yUAT-sZw,90.0,100.0,train,talk,outside,A man is talking loudly on his cell phone outside near a busy street with a lot of people around.,talk,outdoor
97,1448,PDUxxdfOyL0_000011_000021,PDUxxdfOyL0,11.0,21.0,train,talk,loudly,A bunch of adults are milling around outdoors and talking loudly while a little girl sits and watches.,talk,loudly
98,1459,kIR7uN31YWg_000016_000026,kIR7uN31YWg,16.0,26.0,train,talk,quietly,A couple of boys arm wrestle one another while talking quietly,talk,quietly
99,1486,2tWMAtR8lIo_000022_000032,2tWMAtR8lIo,22.0,32.0,train,sit,inside,Two men are sitting inside at a table arm wrestling.,sit,indoor
100,1502,G4KxzVy0MiI_000057_000067,G4KxzVy0MiI,57.0,67.0,train,fall,forward,"An older man playfully arm-wrestles a young woman in a classroom, and she nearly falls forward at the onset.",fall,forwards
101,1575,Cs3u-bGzWvQ_000038_000048,Cs3u-bGzWvQ,38.0,48.0,train,put,properly,a woman is showing how to properly put together flowers,put,properly
102,1585,MHsSvd1h4M8_000010_000020,MHsSvd1h4M8,10.0,20.0,train,fold,properly,a man is showing how to properly fold leaves to make a bouquet,fold,properly
103,1625,5Dfu6twfwyc_000069_000079,5Dfu6twfwyc,69.0,79.0,train,arrange,properly,a woman is showing how to properly arrange flowers by cutting twine,arrange,properly
104,1663,HvSwLk3jmSA_000037_000047,HvSwLk3jmSA,37.0,47.0,train,arrange,properly,A man is trying to teach us how to arrange the flowers on the vase properly.,arrange,properly
105,1680,_wTCCNWuXz0_000391_000401,_wTCCNWuXz0,391.0,401.0,train,put,properly,Man showing how to properly put together an arrangement of roses.,put,properly
106,1687,Jk0NGu07OhM_000015_000025,Jk0NGu07OhM,15.0,25.0,train,put,properly,The woman is showing how to properly put together a bouquet of flowers.,put,properly
107,1703,SxWD5jXbZIo_000201_000211,SxWD5jXbZIo,201.0,211.0,train,arrange,properly,A woman properly arranges several white flowers that are in a vase.,arrange,properly
108,1753,lh0fKfKV5Io_000195_000205,lh0fKfKV5Io,195.0,205.0,train,align,properly,A person illustrates how to properly align a bicycle handle.,arrange,properly
109,1788,dHozauB5PzI_000144_000154,dHozauB5PzI,144.0,154.0,train,clean,properly,A man is giving tips on how to clean a bike properly.,wash,properly
110,1800,T5WXrsy2WhE_000067_000077,T5WXrsy2WhE,67.0,77.0,train,apply,properly,A man is explaining how to apply a bicycle seat properly.,spread,properly
111,1892,LuIxcibyUlE_000129_000139,LuIxcibyUlE,129.0,139.0,train,clean,properly,A demonstration on how to properly clean the chains off a bicycle.,wash,properly
112,1912,4c_IJh8W2CA_000174_000184,4c_IJh8W2CA,174.0,184.0,train,bring,out,A man detached the cable of a CPU power unit as he brought he out.,carry,out
113,1945,XyQI3k_dxSA_000058_000068,XyQI3k_dxSA,58.0,68.0,train,place,carefully,A man films himself as he carefully places parts into a computer case.,put,carefully
114,1968,I15aEc7vyrk_000014_000024,I15aEc7vyrk,14.0,24.0,train,place,carefully,A technician wearing anti-static gloves carefully places the OEM cooler onto an Intel CPU and snaps it down and then he installs the power supply.,put,carefully
115,1975,pwQLS8AUP84_000261_000271,pwQLS8AUP84,261.0,271.0,train,put,carfully,The wiring of a hard drive is shown white someone carfully puts it together.,put,carefully
116,1979,QBzPye0cuD8_000086_000096,QBzPye0cuD8,86.0,96.0,train,talk,loud,A computer part is shown up close while a man talks about it out loud.,talk,loudly
117,2103,2dZwj-7TxUw_000030_000040,2dZwj-7TxUw,30.0,40.0,train,sit,inside,"Groups of people sit in circles inside of a room and talk to each other, while a man talks at a podium.",sit,indoor
118,2218,2OlWhcFoaMM_000117_000127,2OlWhcFoaMM,117.0,127.0,train,speak,inaudibly,A man speaking inaudibly on a microphone while a crowd pays attention,talk,quietly
119,2255,lGwuTaLti8Y_000075_000085,lGwuTaLti8Y,75.0,85.0,train,raise,up,A woman was talking in the middle of the audience while holding the mic and raising her hand up.,raise,upwards
120,2307,GfoRk5N28-8_000000_000010,GfoRk5N28-8,0.0,10.0,train,jump,outside,"A child is jumping on a trampoline outside, and does a flip.",jump,outdoor
121,2313,GoxW3XIr4Og_000000_000010,GoxW3XIr4Og,0.0,10.0,train,jump,back,"A man jumps off a swing onto a trampoline, does a back flip and jumps back into the swing.",jump,backwards
122,2321,B5qWC4NHVOU_000000_000010,B5qWC4NHVOU,0.0,10.0,train,flip,backward,A persons standing on a fence flipped backward and landed on his feet,turn,backwards
123,2335,eB3Iacx8xRw_000000_000010,eB3Iacx8xRw,0.0,10.0,train,flip,back,A boy runs up to a locker and back flips off of it.,turn,backwards
124,2348,YJ-dwWRjr7I_000000_000010,YJ-dwWRjr7I,0.0,10.0,train,land,successfully,"A boy prepares for, and successfully lands, a backflip while outdoors.",land,properly
125,2362,0Hw7V9ipi5Y_000000_000010,0Hw7V9ipi5Y,0.0,10.0,train,bounce,slightly,Man starts bouncing slightly and then does successful back flip .,jump,partially
126,2370,V16rfRAHywA_000000_000010,V16rfRAHywA,0.0,10.0,train,flip,back,"A man stands on a mat and back flips, landing on his stomach.",turn,backwards
127,2372,V16rfRAHywA_000000_000010,V16rfRAHywA,0.0,10.0,train,look,sideways,"Man in gym stands on cushioned block, looks sideways, adjusts feet, bends knees, and does belly flop on thinner cushion.",look,horizontally
128,2404,OD0es7hym3M_000000_000010,OD0es7hym3M,0.0,10.0,train,flip,backward,A little girl runs across the floor before a teenage boy flips backward.,turn,backwards
129,2409,J9kTtnSZbPc_000000_000010,J9kTtnSZbPc,0.0,10.0,train,flip,backwards,A young woman flips backwards off of a diving board while others look on.,turn,backwards
130,2430,AQ7ALFFTaEQ_000000_000010,AQ7ALFFTaEQ,0.0,10.0,train,jump,backwards,"A young girl jumps off a diving board, backwards, and into the pool.",jump,backwards
131,2443,p6QQJobZMfg_000000_000010,p6QQJobZMfg,0.0,10.0,train,jump,outside,A boy jumping on a tarpaulin outside by a basket ball goal and other boy is amazed.,jump,outdoor
132,2464,9UduezXK-HU_000000_000010,9UduezXK-HU,0.0,10.0,train,flip,backward,A man is talking and flipping backward in a yard.,turn,backwards
133,2488,y29xkFeT0fo_000000_000010,y29xkFeT0fo,0.0,10.0,train,flip,back,At the park a  person stands backwards at the top of the stairs to a slide and proceeds to back flip to the ground with a friend standing and waiting.,turn,backwards
134,2529,-514AQUrSow_000058_000068,-514AQUrSow,58.0,68.0,train,cook,outside,A person is cooking three oatmeal cookies outside in between large rocks.,cook,outdoor
135,2663,FWx9d8nPnJY_000003_000013,FWx9d8nPnJY,3.0,13.0,train,put,quickly,Two people are quickly putting together a food recipe in a bowl.,put,quickly
136,2704,cMPOYU4EYaE_000070_000080,cMPOYU4EYaE,70.0,80.0,train,apply,properly,a person shows how to properly apply a bandage dressing to someones leg that is elevated.,spread,properly
137,2713,7d5kZNhzZXE_000403_000413,7d5kZNhzZXE,403.0,413.0,train,apply,properly,A woman explains how to properly apply compression using a compression bandage.,spread,properly
138,2729,b16_un_Sdfs_000088_000098,b16_un_Sdfs,88.0,98.0,train,apply,properly,A nurse demonstrates how to properly apply a bandage to a dog's leg.,spread,properly
139,2749,DGhCE3xIfOg_000085_000095,DGhCE3xIfOg,85.0,95.0,train,cover,completely,A young woman has her face and head covered completely by another woman.,cover,completely
140,2762,RWw7jc7aWmw_000010_000020,RWw7jc7aWmw,10.0,20.0,train,apply,properly,Two men demonstrate how to properly apply a bandage and a wrap to someone's hand.,spread,properly
141,2825,kmH8PFDMTVc_000085_000095,kmH8PFDMTVc,85.0,95.0,train,place,gently,A doctor places a wrap gently on a womans elbow.,put,gently
142,2846,vVJAxTNXXF8_000053_000063,vVJAxTNXXF8,53.0,63.0,train,grill,outside,A very happy man is grilling a piece of Ham outside on the grill .,cook,outdoor
143,2864,vwcbEXWfR_k_000022_000032,vwcbEXWfR_k,22.0,32.0,train,cook,outside,A man in a sports jersey is cooking 4 hamburgers outside on a grill.,cook,outdoor
144,2875,S-D7WNW1jzg_000003_000013,S-D7WNW1jzg,3.0,13.0,train,cook,outside,People are cooking some kind of food over a fire outside.,cook,outdoor
145,2883,YkcvmcmUHbg_000280_000290,YkcvmcmUHbg,280.0,290.0,train,prepare,outside,A group of people are grilling and preparing food outside.,make,outdoor
146,2888,zYhGkboEfbY_000246_000256,zYhGkboEfbY,246.0,256.0,train,grill,outside,Pictures of a person grilling outside with music in the background,cook,outdoor
147,2890,19ZQ1IG5r_k_000000_000010,19ZQ1IG5r_k,0.0,10.0,train,cook,evenly,a person on the grill moving around different meats to cook them evenly,cook,evenly
148,2896,Z-vvXMjXVZ4_000197_000207,Z-vvXMjXVZ4,197.0,207.0,train,grill,outdoors,A man speaks and men are grilling meat on grills outdoors.,cook,outdoor
149,2901,l7btM9ahLx4_000154_000164,l7btM9ahLx4,154.0,164.0,train,grill,outside,A woman in a red dress grills a peach outside on her grill.,cook,outdoor
150,2902,l7btM9ahLx4_000154_000164,l7btM9ahLx4,154.0,164.0,train,cook,outside,A lady cooking a piece of fruit outside on the grill.,cook,outdoor
151,2906,WH7DmCujNkM_000009_000019,WH7DmCujNkM,9.0,19.0,train,speak,outside,"Outside, a male is speaking while cooking food on a barbeque.",talk,outdoor
152,2907,WH7DmCujNkM_000009_000019,WH7DmCujNkM,9.0,19.0,train,cook,outside,A man with heavy tattoos is cooking outside on a grill filled with meat.,cook,outdoor
153,2916,0lagazoJNl4_000013_000023,0lagazoJNl4,13.0,23.0,train,cook,outside,Someone is cooking bell peppers and meat on a grill outside.,cook,outdoor
154,2925,7ucaFRheQSg_000004_000014,7ucaFRheQSg,4.0,14.0,train,grill,outside,a grill with different types of food grilling outside in the daylight,cook,outdoor
155,2930,dttFg77eEBo_000004_000014,dttFg77eEBo,4.0,14.0,train,cook,outside,Three women are cooking meat on homemade grill outside cheerfully.,cook,outdoor
156,2938,734Aa_qujpo_000095_000105,734Aa_qujpo,95.0,105.0,train,cook,outside,A man is cooking meat and bread on a grill outside.,cook,outdoor
157,2942,k1Q7U65XalE_000089_000099,k1Q7U65XalE,89.0,99.0,train,stir,slowly,A man slowly stirs around raw meat in a bowl.,mix,slowly
158,2944,IawxBPXula0_000175_000185,IawxBPXula0,175.0,185.0,train,apply,outside,A person is grilling some ribs on the grill and applying sauce outside.,spread,outdoor
159,2947,5Kh9aIt-nDw_000002_000012,5Kh9aIt-nDw,2.0,12.0,train,move,outdoors,CLose up of tongs moving hot coal bricketts over a firepit or grill outdoors.,move,outdoor
160,2956,V92nJ8wKCbA_000104_000114,V92nJ8wKCbA,104.0,114.0,train,cook,outside,People are cooking meat outside on a metal grill over a fire.,cook,outdoor
161,2958,V92nJ8wKCbA_000104_000114,V92nJ8wKCbA,104.0,114.0,train,sit,outdoors,Outdoors a group sit around a fire cooking meat on a screen.,sit,outdoor
162,2997,Dwk2lAHORIw_000045_000055,Dwk2lAHORIw,45.0,55.0,train,pour,properly,A bartender is demonstrating how to properly pour a shot.,pour,properly
163,3019,Fx8rJn8KRZM_000281_000291,Fx8rJn8KRZM,281.0,291.0,train,play,loudly,A bartender pours mixed drinks into four stemmed glasses while techno music plays loudly.,play,loudly
164,3035,ZPVZphvD2NA_000149_000159,ZPVZphvD2NA,149.0,159.0,train,take,fast,A competition between three people trying to take off bottle caps as fast as possible.,take,quickly
165,3037,ZPVZphvD2NA_000149_000159,ZPVZphvD2NA,149.0,159.0,train,open,quickly,"Three men compete to open up bottles quickly and one man ones, then two girls take a picture together.",open,quickly
166,3060,ZKeUk3ytP50_000206_000216,ZKeUk3ytP50,206.0,216.0,train,juggle,skillfully,A man tending the bar skillfully juggles the bottles and glasses.,juggle,properly
