,Unnamed: 0.1.1.1.1,clip_id,youtube_id,start_time,end_time,split,action,adverb,caption,clustered_action,clustered_adverb
41,289,9ThZWOjTpyY_000006_000016,9ThZWOjTpyY,6.0,16.0,train,hold,forward,A man uses a tool to work on an eyeglasses frame then holds the frame forward for another person to look at.,hold,forwards
42,299,KEGqZ8mTsdk_000007_000017,KEGqZ8mTsdk,7.0,17.0,train,flip,on,A video of a a baby wearing a pair of glasses and keeps flipping them back on after someone flips the glasses up.,turn,on
43,301,KEGqZ8mTsdk_000007_000017,KEGqZ8mTsdk,7.0,17.0,train,adjust,constantly,A baby boy constantly adjusts his blue-rimmed eye-glasses when moved by someone.,adjust,continuously
44,315,3--MxURLDzM_000007_000017,3--MxURLDzM,7.0,17.0,train,fall,back,A rambunctious young girl records herself as she laughingly describes a challenge in which she raises her glasses to her forehead and initiates them to falling back into place onto her nose using a facial gesture.,fall,backwards
45,349,hNbp9IL57hI_000029_000039,hNbp9IL57hI,29.0,39.0,train,spring,back,A person is demonstrating the flexibility of an eyeframe by twisting the front and bending the earpieces as it springs back to its original shape.,jump,backwards
46,359,sH7OHdpqUYU_000002_000012,sH7OHdpqUYU,2.0,12.0,train,peel,back,A man picks up a pair of glasses with thin wire frame then peels back a black dot on each lens.,peel,backwards
47,376,Ox2S_AfUBaA_000021_000031,Ox2S_AfUBaA,21.0,31.0,train,bend,slightly,A person is holding a pair of all black sunglasses and slightly bending the frame.,bend,partially
48,389,GcLumVOPVEQ_000545_000555,GcLumVOPVEQ,545.0,555.0,train,talk,loudly,A young girl talks into the camera to another girl very loudly.,talk,loudly
49,398,F3-vyVQ63Z4_000250_000260,F3-vyVQ63Z4,250.0,260.0,train,pull,up,"A woman takes off her glasses, pulls her hair up and makes faces.",pull,upwards
50,400,F3-vyVQ63Z4_000250_000260,F3-vyVQ63Z4,250.0,260.0,train,pull,back,A woman is talking and recording another woman; the woman being recorded pulls her hair back.,pull,backwards
51,424,nd9oT-s_ISI_000004_000014,nd9oT-s_ISI,4.0,14.0,train,shake,fast,A girl is shaking her arms fast and telling people to rock on.,shake,quickly
52,432,nd9oT-s_ISI_000004_000014,nd9oT-s_ISI,4.0,14.0,train,talk,loudly,A young girl is pretending to be playing drums and talks loudly at the camera while holding up a rock on hand sign.,talk,loudly
53,446,9bx-YVn-N2s_000000_000010,9bx-YVn-N2s,0.0,10.0,train,shake,rigorously,A man sitting in front of the door is seen rigorously shaking his head up and down.,shake,completely
54,449,9bx-YVn-N2s_000000_000010,9bx-YVn-N2s,0.0,10.0,train,knock,back,A guy sitting down and knocking his head back and fourth.,hit,backwards
55,454,CSz0mcaxur4_000007_000017,CSz0mcaxur4,7.0,17.0,train,sit,indoors,a man with a stick in his hand sitting on a chair indoors,sit,indoor
56,460,eZTQRUBQxqw_000031_000041,eZTQRUBQxqw,31.0,41.0,train,drum,loudly,A man who is sitting down drums loudly on a drum set.,hit,loudly
57,464,cs4UM8n4-Jc_000311_000321,cs4UM8n4-Jc,311.0,321.0,train,sit,outside,A male is sitting at a drum kit outside on the grass playing the drums.,sit,outdoor
58,466,cs4UM8n4-Jc_000311_000321,cs4UM8n4-Jc,311.0,321.0,train,play,outdoors,A man plays drums on a drum kit outdoors while music plays.,play,outdoor
59,487,hcM3tCmCADE_000019_000029,hcM3tCmCADE,19.0,29.0,train,play,inside,A boy is asking his dad what song is being played inside of the car.,play,indoor
60,491,btX0PMRlEPg_000001_000011,btX0PMRlEPg,1.0,11.0,train,hold,outside,Two male friends are air drumming while holding some flowers outside together.,hold,outdoor
61,503,mQYuteamGwA_000003_000013,mQYuteamGwA,3.0,13.0,train,play,outside,A man and a woman are dancing to music that is playing outside.,play,outdoor
62,504,mQYuteamGwA_000003_000013,mQYuteamGwA,3.0,13.0,train,dance,outside,Men and one woman dance outside at night.,dance,outdoor
63,534,99qi0BthmnI_000015_000025,99qi0BthmnI,15.0,25.0,train,walk,slowly,An alligator slowly walks towards a person who then grabs it's tail.,walk,slowly
64,551,EL5yddWPW-Q_000009_000019,EL5yddWPW-Q,9.0,19.0,train,pull,back,"A person crosses a shallow pond towards a man holding a large crocodile by the tail, and pulling it back when it runs forward.",pull,backwards
65,560,1cWTEvQgvwg_000016_000026,1cWTEvQgvwg,16.0,26.0,train,pull,back,A man straddling an alligator and then proceeds to pull its head back and mouth open.,pull,backwards
66,561,1cWTEvQgvwg_000016_000026,1cWTEvQgvwg,16.0,26.0,train,stick,in,Man sitting on an alligator while prying its mouth open to stick his hand in.,stick,in
67,571,w5GP7q64zo0_000000_000010,w5GP7q64zo0,0.0,10.0,train,open,slowly,A man holds an alligator's mouth closed and slowly opens it.,open,slowly
68,578,I236Du9_PfQ_000163_000173,I236Du9_PfQ,163.0,173.0,train,pull,backwards,A man is sitting on the back of an alligator pulling it's head backwards.,pull,backwards
69,585,eGvtkEd8iFg_000105_000115,eGvtkEd8iFg,105.0,115.0,train,pull,up,A man straddles an alligator and pulls it's head up while other men talk about how nice it is.,pull,upwards
70,586,eGvtkEd8iFg_000105_000115,eGvtkEd8iFg,105.0,115.0,train,pull,backwards,A man is sitting on an alligator and pulling it backwards by its shoulders,pull,backwards
71,591,MiDDlz6iuvw_000117_000127,MiDDlz6iuvw,117.0,127.0,train,remove,quickly,"A man puts his hand in a crocodiles mouth, then removes it quickly as animal bites",take,quickly
72,596,MiDDlz6iuvw_000117_000127,MiDDlz6iuvw,117.0,127.0,train,pull,quickly,"A man taps an alligator on its nose twice and puts his hand inside its mouth, then pulls it out quickly before the alligator snaps its jaws shut.",pull,quickly
73,597,MiDDlz6iuvw_000117_000127,MiDDlz6iuvw,117.0,127.0,train,bite,nearly,A park worker plays with an alligator and nearly gets bit.,eat,partially
74,599,MiDDlz6iuvw_000117_000127,MiDDlz6iuvw,117.0,127.0,train,pull,back,A man is demonstrating his hand speed by putting it within the open mouth of an alligator and then pulling it back as the animal closes its mouth.,pull,backwards
75,605,cJDAxlzFk90_000276_000286,cJDAxlzFk90,276.0,286.0,train,hold,down,A man holds a crocodiles nose down and plays with each of its arms.,hold,downwards
76,611,W7j6V77LM38_000004_000014,W7j6V77LM38,4.0,14.0,train,pull,backwards,Two alligators are in green water and a man pulls the one backwards by its tail.,pull,backwards
77,629,p-cY0tTnYmg_000001_000011,p-cY0tTnYmg,1.0,11.0,train,pull,back,A man without a shirt and his hair pulled back is dragging a crocodile toward us and then he jumps on top of it,pull,backwards
78,634,l-RW78RmUS8_000052_000062,l-RW78RmUS8,52.0,62.0,train,pull,backwards,A man is pulling a crocodile backwards by the tail in a big pond of water.,pull,backwards
79,637,y9sie789Vug_000006_000016,y9sie789Vug,6.0,16.0,train,stand,carefully,A man is standing on a alligator with a stick in his hand carefully.,stand,carefully
80,650,NTVUMI0JY1I_000006_000016,NTVUMI0JY1I,6.0,16.0,train,pull,back,"Man straddles alligator's back, pulls alligator's head back toward him and keeps alligator's mouth shut with his hands.",pull,backwards
81,654,gghcDrBpq-0_000045_000055,gghcDrBpq-0,45.0,55.0,train,turn,back,"A man straightens out a small alligator, that tries to turn back and snap at him.",turn,backwards
82,697,wdEcmPUnNzQ_000275_000285,wdEcmPUnNzQ,275.0,285.0,train,sit,outside,A man and a woman are sitting outside and answering questions about bees.,sit,outdoor
83,739,wTdO7pISUgs_000049_000059,wTdO7pISUgs,49.0,59.0,train,look,intermittently,A man stands behind a podium and talks into a microphone while reading from a paper and looking up intermittently and another man leans forward and talks into another microphone.,look,periodically
84,740,wTdO7pISUgs_000049_000059,wTdO7pISUgs,49.0,59.0,train,lean,forward,A man stands behind a podium and talks into a microphone while reading from a paper and looking up intermittently and another man leans forward and talks into another microphone.,tilt,forwards
85,768,ai59xGTp2bo_000008_000018,ai59xGTp2bo,8.0,18.0,train,drive,slowly,A line of vans drives slowly through a narrow path as a large crowd watches and applauds,drive,slowly
86,776,FGmy3FcKP0M_000010_000020,FGmy3FcKP0M,10.0,20.0,train,clap,hard,A group of people are clapping hard and standing by a barrier.,clap,firmly
87,783,PKny3LkwR7c_000008_000018,PKny3LkwR7c,8.0,18.0,train,clap,loud,a group of people in a venue clapping loud together,clap,loudly
88,820,i4ssdweKkZY_000000_000010,i4ssdweKkZY,0.0,10.0,train,fall,almost,Toddler stands and claps along with others and almost falls forward onto tricycle.,fall,partially
89,821,i4ssdweKkZY_000000_000010,i4ssdweKkZY,0.0,10.0,train,fall,forward,Toddler stands and claps along with others and almost falls forward onto tricycle.,fall,forwards
90,823,ieIq7ym_UXQ_000007_000017,ieIq7ym_UXQ,7.0,17.0,train,clap,constantly,A large room full of people that are constantly clapping at something.,clap,continuously
91,824,ieIq7ym_UXQ_000007_000017,ieIq7ym_UXQ,7.0,17.0,train,applaud,continuously,An audience containing both adults and children are continuously applauding.,clap,continuously
92,830,krN9P22ZURk_000016_000026,krN9P22ZURk,16.0,26.0,train,talk,loudly,There are two man and two women at a bar talking loudly and cussing,talk,loudly
93,847,q7hDmOUFdP8_000000_000010,q7hDmOUFdP8,0.0,10.0,train,clap,slowly,Stock footage of hands slowly clapping for an artist on the stage.,clap,slowly
94,849,q7hDmOUFdP8_000000_000010,q7hDmOUFdP8,0.0,10.0,train,clap,up,A concert is blurry in the background and hands are in the air clapping close up.,clap,upwards
95,865,t5fAR8y0lb0_000098_000108,t5fAR8y0lb0,98.0,108.0,train,walk,noisily,Groups of people noisily walk through a very crowded airport terminal.,walk,loudly
96,866,iuJgXPBvrWU_000000_000010,iuJgXPBvrWU,0.0,10.0,train,look,backwards,Two girls in jailhouse costumes clap while one of them looks backwards.,look,backwards
97,907,M_iCOtGn9S0_000012_000022,M_iCOtGn9S0,12.0,22.0,train,put,properly,A woman is sitting on a couch demonstrating how to properly put lotion on her legs.,put,properly
98,938,j7VkvDry8NA_000009_000019,j7VkvDry8NA,9.0,19.0,train,apply,gently,A woman gently applies cream onto her fingers and then onto her cheekbones.,spread,gently
99,940,j7VkvDry8NA_000009_000019,j7VkvDry8NA,9.0,19.0,train,tap,carefully,A woman applies product to her fingers and then carefully taps it at the corners of her eyes.,hit,carefully
100,953,xfTN7dmHB1w_000007_000017,xfTN7dmHB1w,7.0,17.0,train,apply,gently,Someone gently applies a cream to the eyelids of an elderly woman.,spread,gently
101,959,zA42d5OTSXU_000042_000052,zA42d5OTSXU,42.0,52.0,train,rub,gently,"A woman sits at at table and spreads cream on two fingers, which she dabs and gently rubs around her eyes.",spread,gently
102,978,TYqirauBM1w_000007_000017,TYqirauBM1w,7.0,17.0,train,rub,continuously,A little girl continuously rubs her hands all over her eyes and face.,spread,continuously
103,1001,8hXxJW8433w_000064_000074,8hXxJW8433w,64.0,74.0,train,tap,gently,A woman using all fingers on both hands is gently tapping cream on her face.,hit,gently
104,1005,8hXxJW8433w_000064_000074,8hXxJW8433w,64.0,74.0,train,massage,thoroughly,The lady is massaging her face thoroughly prior to putting on make up.,knead,completely
105,1036,EcD6Ae2frs4_000171_000181,EcD6Ae2frs4,171.0,181.0,train,throw,back,"A man uses a tool to manipulate dirt, another man throws a bucket of dirt to a man above a hole that catches the bucket, empties it and throws it back into the hole before catching another bucket, and a man speaks.",throw,backwards
106,1045,ICzjp1d9FiE_000098_000108,ICzjp1d9FiE,98.0,108.0,train,use,outside,"While outside, someone uses a large vehicle with a crane to move dirt from one area to another.",use,outdoor
107,1050,BqkgbBrcMRc_000009_000019,BqkgbBrcMRc,9.0,19.0,train,dig,back,A group of men were digging out a trench back in the year 2001.,scoop,backwards
108,1063,wpK03-wPpwY_000326_000336,wpK03-wPpwY,326.0,336.0,train,look,downward,"A group of people kneel, sit and bend over the ground looking downward in a dirt field, and then a man talks while another man sits beside him and lifts his head.",look,downwards
109,1086,Cfg-a5FcCC4_000014_000024,Cfg-a5FcCC4,14.0,24.0,train,look,carefully,A group of kids using tools sift through a dirt area carefully looking for artifacts.,look,carefully
110,1103,9NaSUTkmwks_000034_000044,9NaSUTkmwks,34.0,44.0,train,dig,outside,Outside a man is digging a square hole in the dirt.,scoop,outdoor
111,1105,f4K2pnylVfw_000511_000521,f4K2pnylVfw,511.0,521.0,train,stand,outside,a group of people stand outside and interact with the environment,stand,outdoor
112,1116,0GhiRoYWhr8_000261_000271,0GhiRoYWhr8,261.0,271.0,train,measure,outside,a group of people measure the ground outside during the daytime,measure,outdoor
113,1120,p1v60wmhV7w_000046_000056,p1v60wmhV7w,46.0,56.0,train,dig,in,"Several people dig in different scenes, interspersed with title cards.",scoop,in
114,1133,X_Wkqc3j9IQ_000012_000022,X_Wkqc3j9IQ,12.0,22.0,train,look,carefully,A woman is sifting dirt through a large sieve and looking through it carefully while a man is cleaning an excavation area.,look,carefully
115,1144,khoHrQXFvAM_000009_000019,khoHrQXFvAM,9.0,19.0,train,dig,slowly,A person is using a small trowel to slowly dig in the ground and scrape away the dirt.,scoop,slowly
116,1146,khoHrQXFvAM_000009_000019,khoHrQXFvAM,9.0,19.0,train,dig,carefully,A person is carefully digging in the dirt with a small shovel.,scoop,carefully
117,1147,9cgYs-D4toM_000038_000048,9cgYs-D4toM,38.0,48.0,train,blow,hard,People are digging under a canopy while the wind is blowing hard.,breathe,firmly
118,1151,4hxnP0stMN0_000003_000013,4hxnP0stMN0,3.0,13.0,train,use,outside,A man is using a crossbow outside and shooting it in a field,use,outdoor
119,1159,QhVGsWEIVOE_000000_000010,QhVGsWEIVOE,0.0,10.0,train,pull,slowly,A man with a bow and arrow slowly pulls the arrow back as if he is about to shoot.,pull,slowly
120,1160,QhVGsWEIVOE_000000_000010,QhVGsWEIVOE,0.0,10.0,train,pull,back,A man with a bow and arrow slowly pulls the arrow back as if he is about to shoot.,pull,backwards
121,1171,pWOl7B7jf0U_000000_000010,pWOl7B7jf0U,0.0,10.0,train,pull,back,A woman pulls back on a bow and fires an arrow at a block of wood.,pull,backwards
122,1175,Injvo7ENQzw_000029_000039,Injvo7ENQzw,29.0,39.0,train,shoot,accurately,A man accurately shoots an arrow into a target twice.,shoot,carefully
123,1177,DaTCCMQfJ20_000467_000477,DaTCCMQfJ20,467.0,477.0,train,shoot,outside,"A target is shot with a bow and arrow, outside.",shoot,outdoor
124,1181,S0Xwh6F6tz0_000031_000041,S0Xwh6F6tz0,31.0,41.0,train,pull,outside,Outside in a yard a girl is pulling back an arrow from a bow.,pull,outdoor
125,1182,S0Xwh6F6tz0_000031_000041,S0Xwh6F6tz0,31.0,41.0,train,pull,back,Outside in a yard a girl is pulling back an arrow from a bow.,pull,backwards
126,1190,io3iO6BtDMo_000000_000010,io3iO6BtDMo,0.0,10.0,train,shoot,outside,A person uses a bow and arrow to shoot at a target outside.,shoot,outdoor
127,1199,bQFy3kdIia4_000104_000114,bQFy3kdIia4,104.0,114.0,train,use,properly,A man in camoflage demonstrates how to use a bow and arrow properly.,use,properly
128,1224,3and4vWkW4s_000011_000021,3and4vWkW4s,11.0,21.0,train,shoot,down,Two people aim and shoot a bow at a target down in a shooting range.,shoot,downwards
129,1226,9W09aRkVYC4_000004_000014,9W09aRkVYC4,4.0,14.0,train,pull,back,A man prepares a bow and then he and a second man aim and pull back to release arrows.,pull,backwards
130,1233,O9cTHUPbLE8_000090_000100,O9cTHUPbLE8,90.0,100.0,train,sit,outdoors,A man sitting outdoors smiles and nods at the camera.,sit,outdoor
131,1235,O9cTHUPbLE8_000090_000100,O9cTHUPbLE8,90.0,100.0,train,nod,quietly,A man with a cap and beard hair is quietly nodding his head.,nod,quietly
132,1236,O9cTHUPbLE8_000090_000100,O9cTHUPbLE8,90.0,100.0,train,nod,outdoors,A man nods his head outdoors and then we see a logo.,nod,outdoor
133,1242,qhUuaUIH9iU_000000_000010,qhUuaUIH9iU,0.0,10.0,train,pull,back,"A person reaches for an arrow, places it against a bow, and pulls the bowstring back.",pull,backwards
134,1244,qhUuaUIH9iU_000000_000010,qhUuaUIH9iU,0.0,10.0,train,pull,slowly,A man is shown grabbing a bow and then slowly pulling the arrow back.,pull,slowly
135,1265,V3QqvLD5834_000002_000012,V3QqvLD5834,2.0,12.0,train,play,outside,Outside a young man is playing a archery and the arrow bounces of a fire hydrant,play,outdoor
136,1285,-Qz25rXdMjE_000014_000024,-Qz25rXdMjE,14.0,24.0,train,talk,quickly,A woman holds a slingshot and sends an arrow towards a target before a man talks quickly.,talk,quickly
137,1287,-Qz25rXdMjE_000014_000024,-Qz25rXdMjE,14.0,24.0,train,shoot,outside,"a tall woman is shooting a bow and arrow, outside.",shoot,outdoor
138,1303,5FiuTTrSfgU_000071_000081,5FiuTTrSfgU,71.0,81.0,train,stand,outside,A group of teenagers are standing around outside talking and they are disagreeing with each other.,stand,outdoor
139,1304,5FiuTTrSfgU_000071_000081,5FiuTTrSfgU,71.0,81.0,train,stand,silently,Two teenage boys arguing with one another while a teenager girl stands between them silently.,stand,quietly
140,1323,UV4ZeMHiBQc_000000_000010,UV4ZeMHiBQc,0.0,10.0,train,talk,quickly,A young man making voices and talking quickly as his friends laugh,talk,quickly
141,1358,nFPRkeHpLBo_000049_000059,nFPRkeHpLBo,49.0,59.0,train,stand,outside,A group of people standing outside arguing with each other.,stand,outdoor
142,1360,Q9hlKBj6YsY_000049_000059,Q9hlKBj6YsY,49.0,59.0,train,stand,outside,A group of kids are standing outside in a park and one of them pats her butt.,stand,outdoor
143,1366,lKr1DsM6CCo_000150_000160,lKr1DsM6CCo,150.0,160.0,train,shake,fast,A little baby is dancing and shaking his head really fast,shake,quickly
144,1416,tIfzigO2GtY_000002_000012,tIfzigO2GtY,2.0,12.0,train,move,forward,"A man is talking and standing next to a parked car, and when he moves forward, a woman starts talking, and they both continue conversating.",move,forwards
145,1419,nVtikMk9xFA_000002_000012,nVtikMk9xFA,2.0,12.0,train,laugh,loudly,A person laughs loudly while another tries to persuade them to take something they don't want.,laugh,loudly
146,1422,nVtikMk9xFA_000002_000012,nVtikMk9xFA,2.0,12.0,train,talk,outside,A group of men talking outside are arguing about something.,talk,outdoor
147,1426,raWTbmn-V7I_000000_000010,raWTbmn-V7I,0.0,10.0,train,lunge,forward,A boy stands in a yard talking to another person before lunging forward.,lunge,forwards
148,1437,5m_yUAT-sZw_000090_000100,5m_yUAT-sZw,90.0,100.0,train,hit,almost,A man yelling at a group of people as a bus almost hits him.,hit,partially
149,1441,5m_yUAT-sZw_000090_000100,5m_yUAT-sZw,90.0,100.0,train,talk,loudly,A man is talking loudly on his cell phone outside near a busy street with a lot of people around.,talk,loudly
150,1442,5m_yUAT-sZw_000090_000100,5m_yUAT-sZw,90.0,100.0,train,talk,outside,A man is talking loudly on his cell phone outside near a busy street with a lot of people around.,talk,outdoor
151,1448,PDUxxdfOyL0_000011_000021,PDUxxdfOyL0,11.0,21.0,train,talk,loudly,A bunch of adults are milling around outdoors and talking loudly while a little girl sits and watches.,talk,loudly
152,1459,kIR7uN31YWg_000016_000026,kIR7uN31YWg,16.0,26.0,train,talk,quietly,A couple of boys arm wrestle one another while talking quietly,talk,quietly
153,1486,2tWMAtR8lIo_000022_000032,2tWMAtR8lIo,22.0,32.0,train,sit,inside,Two men are sitting inside at a table arm wrestling.,sit,indoor
154,1502,G4KxzVy0MiI_000057_000067,G4KxzVy0MiI,57.0,67.0,train,fall,forward,"An older man playfully arm-wrestles a young woman in a classroom, and she nearly falls forward at the onset.",fall,forwards
155,1544,PxKSE8BD1bA_000099_000109,PxKSE8BD1bA,99.0,109.0,train,arrange,inside,A man is arranging flowers inside of a plastic vase.,arrange,indoor
156,1575,Cs3u-bGzWvQ_000038_000048,Cs3u-bGzWvQ,38.0,48.0,train,put,properly,a woman is showing how to properly put together flowers,put,properly
157,1585,MHsSvd1h4M8_000010_000020,MHsSvd1h4M8,10.0,20.0,train,fold,properly,a man is showing how to properly fold leaves to make a bouquet,fold,properly
158,1593,mngF930_nN8_000082_000092,mngF930_nN8,82.0,92.0,train,place,inside,Two boys are placing pink and red roses and inside of a vase.,put,indoor
159,1609,W2OKlTf7rPA_000253_000263,W2OKlTf7rPA,253.0,263.0,train,turn,slowly,A person is slowly turning a flower arrangement in a vase.,turn,slowly
160,1625,5Dfu6twfwyc_000069_000079,5Dfu6twfwyc,69.0,79.0,train,arrange,properly,a woman is showing how to properly arrange flowers by cutting twine,arrange,properly
161,1661,HvSwLk3jmSA_000037_000047,HvSwLk3jmSA,37.0,47.0,train,assemble,gingerly,"A florist gingerly assembles a variety of flowers and leaves, they look beautiful.",make,carefully
162,1663,HvSwLk3jmSA_000037_000047,HvSwLk3jmSA,37.0,47.0,train,arrange,properly,A man is trying to teach us how to arrange the flowers on the vase properly.,arrange,properly
163,1680,_wTCCNWuXz0_000391_000401,_wTCCNWuXz0,391.0,401.0,train,put,properly,Man showing how to properly put together an arrangement of roses.,put,properly
164,1687,Jk0NGu07OhM_000015_000025,Jk0NGu07OhM,15.0,25.0,train,put,properly,The woman is showing how to properly put together a bouquet of flowers.,put,properly
